Entity,Vendor Name,Expenditure Account,Document Number,Clearing Date,Amount,Merchant Category
TRANSPORT TRADING LTD,RAIL SETTLEMENT PLAN,Rail Settlement Plan - PAYG Creditor,1004\1901667657,2019-08-02,49481387.47,
LONDON BUS SERVICES LTD,METROLINE TRAVEL LTD,Bus Contract Payments,1006\1900042827,2019-08-02,16299607.16,
LONDON BUS SERVICES LTD,ARRIVA LONDON NORTH LTD,Bus Contract Payments,1006\1900042816,2019-08-02,14446792.58,
DOCKLANDS LIGHT RAILWAY,BOMBARDIER TRANSPORT UK,Vehicle Purchases,1012\5109581752,2019-07-29,14109796.86,
RAIL FOR LONDON LIMITED,MTR CORPORATION (CROSSRAIL) LTD,Franchise/Concession Fixed Fee,1020\5109590363,2019-08-14,14007658.71,
RAIL FOR LONDON LIMITED,ARRIVA RAIL LONDON,Franchise/Concession Fixed Fee,1020\5109592279,2019-08-14,13911169.03,
LONDON UNDERGROUND LTD,FERROVIAL LAING O ROURKE JV,Civil Engineering Construction Works,1005\5109581825,2019-08-14,12581292.49,
LONDON BUS SERVICES LTD,LONDON GENERAL TRANSPORT SERV,Bus Contract Payments,1006\1900042823,2019-08-02,10513415.90,
LUL NOMINEE SSL LIMITED,THALES RAIL SIGNALLING SOLUTIONS,Civil Engineering Construction Works,1031\5109584025,2019-08-14,10343962.91,
LONDON BUS SERVICES LTD,LONDON CENTRAL BUS COMPANY LTD,Bus Contract Payments,1006\1900042822,2019-08-02,9978046.55,
LONDON BUS SERVICES LTD,LONDON UNITED BUSWAYS,Bus Contract Payments,1006\1900042825,2019-08-02,9653912.93,
LONDON BUS SERVICES LTD,STAGECOACH,Bus Contract Payments,1006\1900042821,2019-08-02,7677194.72,
LONDON UNDERGROUND LTD,BRITISH TRANSPORT POLICE,MPS Employment Costs SM,1005\5109563542,2019-07-22,7529179.00,
DOCKLANDS LIGHT RAILWAY,KEOLIS AMEY DOCKLANDS LIMITED,Civil Engineering Construction Works,1012\5109588884,2019-08-12,6886269.64,
SURFACE TRANSPORT CORP,METROPOLITAN POLICE,MPS Employment Costs SM,1002\5109592658,2019-08-14,6820742.05,
SURFACE TRANSPORT CORP,METROPOLITAN POLICE,MPS Employment Costs SM,1002\5109592661,2019-08-14,6721201.94,
LONDON BUS SERVICES LTD,ARRIVA LONDON SOUTH LIMITED,Bus Contract Payments,1006\1900042817,2019-08-02,6456030.27,
DOCKLANDS LIGHT RAILWAY,BOMBARDIER TRANSPORT UK,Vehicle Purchases,1012\5109581750,2019-07-29,5851580.64,
LONDON UNDERGROUND LTD,DRAGADOS S.A.,Civil Engineering Construction Works,1005\5109581245,2019-08-14,5785874.27,
LONDON BUS SERVICES LTD,ABELLIO LONDON LTD,Bus Contract Payments,1006\1900042814,2019-08-02,5752511.37,
LONDON UNDERGROUND LTD,BRITISH TRANSPORT POLICE,MPS Employment Costs SM,1005\5109575503,2019-08-12,5730528.73,
LONDON BUS SERVICES LTD,STAGECOACH,Bus Contract Payments,1006\1900042830,2019-08-02,5710042.50,
LONDON BUS SERVICES LTD,TOWER TRANSIT OPERATIONS LTD,Bus Contract Payments,1006\1900042832,2019-08-02,5512751.02,
