Entity,Vendor Name,Expenditure Account,Document Number,Clearing Date,Amount,Merchant Category
TRANSPORT TRADING LTD,RAIL SETTLEMENT PLAN,Rail Settlement Plan - PAYG Creditor,1004\1901667176,2019-07-05,47367422.81,
LONDON BUS SERVICES LTD,METROLINE TRAVEL LTD,Bus Contract Payments,1006\1900042703,2019-07-05,16235753.22,
RAIL FOR LONDON LIMITED,ARRIVA RAIL LONDON,Franchise/Concession Fixed Fee,1020\5109575528,2019-07-17,15966023.29,
LONDON BUS SERVICES LTD,ARRIVA LONDON NORTH LTD,Bus Contract Payments,1006\1900042692,2019-07-05,14458346.90,
RAIL FOR LONDON LIMITED,MTR CORPORATION (CROSSRAIL) LTD,Franchise/Concession Fixed Fee,1020\5109573437,2019-07-17,13957729.02,
LONDON UNDERGROUND LTD,FERROVIAL LAING O ROURKE JV,Civil Engineering Construction Works,1005\5109564754,2019-07-17,12746009.97,
LONDON BUS SERVICES LTD,LONDON GENERAL TRANSPORT SERV,Bus Contract Payments,1006\1900042699,2019-07-05,10642327.75,
LONDON BUS SERVICES LTD,LONDON CENTRAL BUS COMPANY LTD,Bus Contract Payments,1006\1900042698,2019-07-05,9985726.67,
LONDON BUS SERVICES LTD,LONDON UNITED BUSWAYS,Bus Contract Payments,1006\1900042701,2019-07-05,9740493.57,
LONDON BUS SERVICES LTD,STAGECOACH,Bus Contract Payments,1006\1900042697,2019-07-05,7821082.76,
DOCKLANDS LIGHT RAILWAY,KEOLIS AMEY DOCKLANDS LIMITED,Civil Engineering Construction Works,1012\5109572809,2019-07-15,6927768.04,
LONDON BUS SERVICES LTD,ARRIVA LONDON SOUTH LIMITED,Bus Contract Payments,1006\1900042693,2019-07-05,6424020.10,
LUL NOMINEE SSL LIMITED,THALES RAIL SIGNALLING SOLUTIONS,Civil Engineering Construction Works,1031\5109568531,2019-07-17,5977170.61,
TRANSPORT TRADING LTD,CUBIC TRANSPORTATION SYSTEMS LTD,Cubic Oyster Contract Costs,1004\5109564134,2019-07-01,5933385.77,
LONDON BUS SERVICES LTD,STAGECOACH,Bus Contract Payments,1006\1900042706,2019-07-05,5883602.16,
LONDON BUS SERVICES LTD,ABELLIO LONDON LTD,Bus Contract Payments,1006\1900042690,2019-07-05,5776017.68,
LONDON UNDERGROUND LTD,DRAGADOS S.A.,Civil Engineering Construction Works,1005\5109564724,2019-07-17,5767493.69,
LONDON BUS SERVICES LTD,TOWER TRANSIT OPERATIONS LTD,Bus Contract Payments,1006\1900042708,2019-07-05,5539511.38,
LONDON BUS SERVICES LTD,METROLINE TRAVEL LTD,Bus Contract Payments,1006\1900042758,2019-07-19,5246371.20,
RAIL FOR LONDON LIMITED,MORGAN SINDALL  PLC,Civil Engineering Construction Works,1020\5109562757,2019-07-17,4684455.58,
LONDON BUS SERVICES LTD,ARRIVA LONDON NORTH LTD,Bus Contract Payments,1006\1900042747,2019-07-19,4630623.56,
TFL CORPORATE,NETWORK RAIL,National Rail Fixed Track Access Charges,1001\5109563203,2019-07-17,4493228.62,
LONDON BUS SERVICES LTD,METROLINE WEST LIMITED,Bus Contract Payments,1006\1900042704,2019-07-05,4444312.33,
LONDON UNDERGROUND LTD,DEPT OF COMMUNITIES AND LOCAL GOVER,Rates - Central Listed,1005\1900208515,2019-07-17,3780000.00,
LONDON BUS SERVICES LTD,METROBUS LIMITED,Bus Contract Payments,1006\1900042702,2019-07-05,3673400.18,
DOCKLANDS LIGHT RAILWAY,CGL RAIL,Civil Engineering Construction Works,1012\5109571202,2019-07-10,3479874.00,
LONDON BUS SERVICES LTD,LONDON GENERAL TRANSPORT SERV,Bus Contract Payments,1006\1900042754,2019-07-19,3388394.00,
LONDON BUS SERVICES LTD,ABELLIO LONDON LTD,Bus Contract Payments,1006\1900042691,2019-07-05,3281693.75,
LONDON BUS SERVICES LTD,LONDON CENTRAL BUS COMPANY LTD,Bus Contract Payments,1006\1900042753,2019-07-19,3277501.74,
