Payment Date,Amount,Organisational Unit,Beneficiary Name,Company Number,Charity Number
2021-09-01,500.00,Planning Services,Redacted Personal Data,,
2021-09-01,500.00,Planning Services,Redacted Personal Data,,
2021-09-01,500.00,Planning Services,Redacted Personal Data,,
2021-09-01,500.00,Planning Services,Redacted Personal Data,,
2021-09-01,500.00,Planning Services,Redacted Personal Data,,
2021-09-01,500.00,Planning Services,Redacted Personal Data,,
2021-09-01,500.00,Planning Services,Redacted Personal Data,,
2021-09-01,500.00,Planning Services,Redacted Personal Data,,
2021-09-01,500.00,Planning Services,Redacted Personal Data,,
2021-09-01,500.00,Planning Services,Redacted Personal Data,,
2021-09-01,500.00,Planning Services,Redacted Personal Data,,
2021-09-01,3380.00,Planning Services,SILVERDALE SCHOOL,,
2021-09-01,600.00,Adult Social Care,GENERAL BACS PAYMENTS - BSS ONLY,,
2021-09-01,672.40,Children's & Education Services,GENERAL BACS PAYMENTS - BSS ONLY,,
2021-09-01,340.00,Children's & Education Services,TRINITY HALL,,
2021-09-01,500.00,Planning Services,Redacted Personal Data,,
2021-09-01,500.00,Planning Services,Redacted Personal Data,,
2021-09-01,1000.00,Unallocated,G HARRISONS T/A GMA MOTORS,,
2021-09-01,1200.00,Unallocated,G HARRISONS T/A GMA MOTORS,,
2021-09-01,42094.93,Adult Social Care,AGE UK NORTH TYNESIDE,,
2021-09-01,250.00,Children's & Education Services,DAVID GRAY SOLICITORS,,
2021-09-01,357.00,Capital,ORANGE PCS LTD,,
2021-09-01,545.00,Children's & Education Services,CALM TRAINING SERVICES LTD,,
2021-09-01,1253.57,Adult Social Care,NORTHUMBRIAN WATER LIMITED,,
2021-09-01,7292.24,Housing Services,NORTHUMBRIAN WATER LIMITED,,
2021-09-01,390.00,Unallocated,CLENTEC SERVICE LTD,,
2021-09-01,250.00,Children's & Education Services,JBL SERVICES LTD,,
2021-09-01,1300.00,Children's & Education Services,JBL SERVICES LTD,,
2021-09-01,1314.00,Children's & Education Services,JBL SERVICES LTD,,
2021-09-01,8240.00,Children's & Education Services,JBL SERVICES LTD,,
2021-09-01,2104.51,Capital,HART & HALL,,
2021-09-01,8961.83,Capital,H MALONE & SONS LTD,,
2021-09-01,49016.19,Capital,H MALONE & SONS LTD,,
2021-09-01,27510.30,Capital,JOHN N DUNN GROUP LTD,,
2021-09-01,337.00,Central Services,IIA-UK AND IRELAND,,
2021-09-01,225.75,Unallocated,CITY CLEAN,,
2021-09-01,569.50,Unallocated,CITY CLEAN,,
2021-09-01,2880.00,Environmental & Regulatory Services,ASHDOWN SUPPLIES,,
2021-09-01,1716.66,Housing Revenue Account,HOUSING PARTNERS LIMITED,,
2021-09-01,6230.00,Children's & Education Services,NEW KEY SUPPORT LTD,,
2021-09-01,6830.00,Children's & Education Services,NEW KEY SUPPORT LTD,,
2021-09-01,6830.00,Children's & Education Services,NEW KEY SUPPORT LTD,,
2021-09-01,1298.00,Children's & Education Services,LITTLE HUBBERS DAY NURSERY,,
2021-09-01,1207.88,Capital,THE SEKURA GROUP LTD,,
2021-09-01,3523.44,Capital,THE SEKURA GROUP LTD,,
2021-09-01,18263.43,Children's & Education Services,PARK BLUE HOMES LIMITED,,
2021-09-01,6.00,Housing Services,REXEL UK LTD,,
2021-09-01,21.20,Housing Services,REXEL UK LTD,,
2021-09-01,88.10,Housing Services,REXEL UK LTD,,
2021-09-01,172.00,Housing Services,REXEL UK LTD,,
2021-09-01,367.00,Housing Services,REXEL UK LTD,,
2021-09-01,521.92,Housing Services,REXEL UK LTD,,
2021-09-01,675.00,Housing Services,REXEL UK LTD,,
2021-09-01,1012.50,Housing Services,REXEL UK LTD,,
2021-09-01,3280.00,Housing Services,REXEL UK LTD,,
2021-09-01,3705.40,Capital,NORTHERN FLOORCRAFT (GATESHEAD) LIMITED,,
2021-09-01,12.07,Housing Services,J T DOVE LTD,,
2021-09-01,275.00,Housing Services,J T DOVE LTD,,
2021-09-01,325.62,Housing Services,J T DOVE LTD,,
2021-09-01,349.00,Housing Services,J T DOVE LTD,,
2021-09-01,601.50,Children's & Education Services,LITTLE BLOSSOMS CHILDCARE,,
2021-09-01,160.00,Children's & Education Services,ELITE ELECTRICAL AND SECURITY SERVICES,,
2021-09-01,160.00,Children's & Education Services,ELITE ELECTRICAL AND SECURITY SERVICES,,
2021-09-01,160.00,Children's & Education Services,ELITE ELECTRICAL AND SECURITY SERVICES,,
2021-09-01,320.00,Children's & Education Services,ELITE ELECTRICAL AND SECURITY SERVICES,,
2021-09-01,710.00,Housing Services,A & J KEITH LTD,,
2021-09-01,8715.58,Adult Social Care,HMS SERVICES LTD T/A HMS CARE,,
2021-09-01,20.80,Capital,THE BIKEABILITY TRUST,,
2021-09-01,660.00,Capital,THE BIKEABILITY TRUST,,
2021-09-01,750.00,Planning Services,STUK SOUND,,
2021-09-01,1820.00,Children's & Education Services,RADAR TAXIS,,
