Payment Date,Amount,Organisational Unit,Beneficiary Name,Company Number,Charity Number
2022-04-01,300.00,Housing Revenue Account,HOMECARE REFUNDS - BSS ONLY,,
2022-04-01,275.36,Housing Revenue Account,HOMECARE REFUNDS - BSS ONLY,,
2022-04-01,300.00,Housing Revenue Account,HOMECARE REFUNDS - BSS ONLY,,
2022-04-01,260.00,Children's & Education Services,MOOR FARM SKIP HIRE,,
2022-04-01,217.50,Capital,SOUND INDUCTION SYSTEMS LTD,,
2022-04-01,460.00,Central Services,ELLIOTT CONSULTANCY LTD,,
2022-04-01,500.00,Capital,Redacted Personal Data,,
2022-04-01,1520.00,Capital,Redacted Personal Data,,
2022-04-01,411.46,Housing Services,CLASSIC LIFTS (NORTH EAST)  LTD,,
2022-04-01,3043.44,Housing Services,CLASSIC LIFTS (NORTH EAST)  LTD,,
2022-04-01,231.80,Housing Services,NORTH EAST CONCRETE,,
2022-04-01,253.00,Housing Services,NORTH EAST CONCRETE,,
2022-04-01,318.20,Housing Services,NORTH EAST CONCRETE,,
2022-04-01,324.90,Housing Services,NORTH EAST CONCRETE,,
2022-04-01,275.00,Housing Services,MRM ELECTRONIC SOLUTIONS LTD T/A MRM SOLUTIONS,,
2022-04-01,490.00,Housing Services,MRM ELECTRONIC SOLUTIONS LTD T/A MRM SOLUTIONS,,
2022-04-01,336.39,Housing Services,DFP SERVICES,,
2022-04-01,16990.71,Capital,BIRCH TREE NORTHERN LTD,,
2022-04-01,218.75,Housing Services,ASTRAL CONTROL SERVICES LTD,,
2022-04-01,218.75,Housing Services,ASTRAL CONTROL SERVICES LTD,,
2022-04-01,120.00,Housing Services,THE SEKURA GROUP LTD,,
2022-04-01,211.84,Housing Services,THE SEKURA GROUP LTD,,
2022-04-01,280.75,Housing Services,DYSON ENERGY SERVICES LTD,,
2022-04-01,334.40,Housing Services,DYSON ENERGY SERVICES LTD,,
2022-04-01,800.00,Housing Services,DYSON ENERGY SERVICES LTD,,
2022-04-01,685.00,Capital,DJ INSTALLATION & FABRICATION LTD,,
2022-04-01,213.25,Housing Services,BOLTON GATE SERVICES LTD,,
2022-04-01,430.00,Housing Services,BOLTON GATE SERVICES LTD,,
2022-04-01,452.00,Housing Services,BOLTON GATE SERVICES LTD,,
2022-04-01,720.00,Housing Services,BOLTON GATE SERVICES LTD,,
2022-04-01,890.50,Housing Services,BOLTON GATE SERVICES LTD,,
2022-04-01,966.41,Housing Services,BOLTON GATE SERVICES LTD,,
2022-04-01,64480.14,Capital,CAPITA SYMONDS LTD,,
2022-04-01,550.00,Housing Services,GFA GASTECH LTD,,
2022-04-01,618.46,Housing Services,GFA GASTECH LTD,,
2022-04-01,4156.23,Housing Services,GFA GASTECH LTD,,
2022-04-01,4.40,Housing Services,REXEL UK LTD,,
2022-04-01,5.80,Housing Services,REXEL UK LTD,,
2022-04-01,12.20,Housing Services,REXEL UK LTD,,
2022-04-01,20.60,Housing Services,REXEL UK LTD,,
2022-04-01,24.00,Housing Services,REXEL UK LTD,,
2022-04-01,32.52,Housing Services,REXEL UK LTD,,
2022-04-01,36.00,Housing Services,REXEL UK LTD,,
2022-04-01,37.00,Housing Services,REXEL UK LTD,,
2022-04-01,39.60,Housing Services,REXEL UK LTD,,
2022-04-01,44.40,Housing Services,REXEL UK LTD,,
2022-04-01,46.00,Housing Services,REXEL UK LTD,,
2022-04-01,52.00,Housing Services,REXEL UK LTD,,
2022-04-01,52.80,Housing Services,REXEL UK LTD,,
2022-04-01,54.00,Housing Services,REXEL UK LTD,,
2022-04-01,63.00,Housing Services,REXEL UK LTD,,
2022-04-01,76.50,Housing Services,REXEL UK LTD,,
2022-04-01,82.40,Housing Services,REXEL UK LTD,,
2022-04-01,110.00,Housing Services,REXEL UK LTD,,
2022-04-01,118.00,Housing Services,REXEL UK LTD,,
2022-04-01,118.40,Housing Services,REXEL UK LTD,,
2022-04-01,118.50,Housing Services,REXEL UK LTD,,
2022-04-01,120.00,Housing Services,REXEL UK LTD,,
2022-04-01,121.20,Housing Services,REXEL UK LTD,,
2022-04-01,121.50,Housing Services,REXEL UK LTD,,
2022-04-01,121.60,Housing Services,REXEL UK LTD,,
2022-04-01,136.00,Housing Services,REXEL UK LTD,,
