Payment Date,Benificiary Name,Amount,Organisational Unit
2018-01-12,A ONE TOOL & FIXING LT,35.37,Economy and Environment (obsolete)-Housing Services
2017-09-20,A ONE TOOL & FIXING LT,57.76,Communities & Service Support (obsolete)-Sport & Leisure Management DSO
2018-02-07,ABSOLUTEPRODUCT.CO,62.92,Communities & Service Support (obsolete)-Museums & Arts
2018-03-15,ACE ENERGY,80.95,Communities & Service Support (obsolete)-Safer Cleaner Greener
2018-03-19,ADRENALINE INTERNA,100.00,Children and Young People (obsolete)-Schools and Children's Services - Non-School
2018-03-19,ADRENALINE INTERNA,106.67,Children and Young People (obsolete)-Schools and Children's Services - Non-School
2018-03-02,ALDI 15 779,25.99,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-03-02,ALDI 15 779,5.07,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-03-06,ALDI 15 779,24.64,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-03-06,ALDI 15 779,5.93,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-03-13,ALDI 15 779,36.05,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-03-20,ALDI 15 779,43.17,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-03-20,ALDI 15 779,5.53,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-03-27,ALDI 15 779,3.37,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-03-08,ALDI 15 779,25.51,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-03-21,ALDI 15 779,10.24,Children and Young People (obsolete)-Children and Young People's Serv - Central Depts.
2018-02-13,ALDI 15 779,14.98,Communities & Service Support (obsolete)-Community Safety & Support
2018-03-05,ALDI 60 779,28.30,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-03-07,ALDI 60 779,18.27,Children and Young People (obsolete)-Schools and Children's Services - Non-School
2018-03-13,ALDI 60 779,5.52,Children and Young People (obsolete)-Schools and Children's Services - Non-School
2018-03-22,ALDI 60 779,2.49,Children and Young People (obsolete)-Schools and Children's Services - Non-School
2018-01-28,ALDI 60 779,7.91,Children and Young People (obsolete)-Schools and Children's Services - Non-School
2018-01-31,ALDI 60 779,5.62,Children and Young People (obsolete)-Schools and Children's Services - Non-School
2018-02-09,ALDI 60 779,22.59,Children and Young People (obsolete)-Schools and Children's Services - Non-School
2018-02-13,ALDI 60 779,11.88,Children and Young People (obsolete)-Schools and Children's Services - Non-School
2018-02-27,ALDI 60 779,20.23,Children and Young People (obsolete)-Schools and Children's Services - Non-School
2018-03-05,ALTHAMS TRAVEL HEAD OF,142.60,Children and Young People (obsolete)-Childrens Care Services
2018-03-05,ALTHAMS TRAVEL HEAD OF,142.60,Children and Young People (obsolete)-Childrens Care Services
2018-03-05,ALTHAMS TRAVEL HEAD OF,50.90,Children and Young People (obsolete)-Childrens Care Services
2018-03-05,ALTHAMS TRAVEL HEAD OF,38.40,Children and Young People (obsolete)-Childrens Care Services
2018-03-12,ALTHAMS TRAVEL HEAD OF,275.40,Children and Young People (obsolete)-Childrens Care Services
2018-03-12,ALTHAMS TRAVEL HEAD OF,71.30,Children and Young People (obsolete)-Childrens Care Services
2018-03-12,ALTHAMS TRAVEL HEAD OF,136.80,Children and Young People (obsolete)-Childrens Care Services
2018-03-14,ALTHAMS TRAVEL HEAD OF,158.40,Children and Young People (obsolete)-Childrens Care Services
2018-03-14,ALTHAMS TRAVEL HEAD OF,71.30,Children and Young People (obsolete)-Childrens Care Services
2018-03-14,ALTHAMS TRAVEL HEAD OF,30.90,Children and Young People (obsolete)-Childrens Care Services
2018-03-26,ALTHAMS TRAVEL HEAD OF,38.40,Children and Young People (obsolete)-Childrens Care Services
2017-06-21,ALTHAMS TRAVEL HEAD OF,127.10,Children and Young People (obsolete)-Childrens Care Services
2018-03-06,AMAZON EU AMAZON.CO.UK,35.28,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-03-03,AMAZON EU AMAZON.CO.UK,43.53,Communities & Service Support (obsolete)-Sport & Leisure Management DSO
2018-03-22,AMAZON EU AMAZON.CO.UK,37.21,"Adults, Health and Social Care (obsolete)-Adult Health & Social Care"
2018-03-11,AMAZON EU AMAZON.CO.UK,25.22,Communities & Service Support (obsolete)-Libraries Info & Tourism
2018-03-18,AMAZON EU AMAZON.CO.UK,18.65,Communities & Service Support (obsolete)-Libraries Info & Tourism
2018-03-23,AMAZON EU AMAZON.CO.UK,41.08,Communities & Service Support (obsolete)-Libraries Info & Tourism
2018-03-26,AMAZON EU AMAZON.CO.UK,10.00,Communities & Service Support (obsolete)-Libraries Info & Tourism
2018-03-01,AMAZON EU AMAZON.CO.UK,9.99,Children and Young People (obsolete)-Childrens Care Services
2017-12-08,AMAZON EU AMAZON.CO.UK,54.33,Communities & Service Support (obsolete)-Libraries Info & Tourism
