Payment Date,Amount,Organisational Unit,Beneficiary Name,Company Number,Charity Number
2016-05-25,12904.57,Communities & Service Support-Museums & Arts,Flying Entertainment Ltd,,
2016-05-10,896.00,Children and Young People-Education - Capital,2 Works TM Ltd,,
2016-05-17,33927.56,"Adults, Health and Social Care-Adult Health & Social Care",2016:02D  Dementia,,
2016-05-17,243116.70,"Adults, Health and Social Care-Adult Health & Social Care",2016:02FTIFrailty And/Or Temporary Illness,,
2016-05-17,141470.44,"Adults, Health and Social Care-Adult Health & Social Care",2016:02LD Learning Disabilities,,
2016-05-17,4472.16,"Adults, Health and Social Care-Adult Health & Social Care",2016:02MH Mental Health (Except Dementia),,
2016-05-17,27540.49,"Adults, Health and Social Care-Adult Health & Social Care",2016:02OV Other Vulnerable People,,
2016-05-17,70903.93,"Adults, Health and Social Care-Adult Health & Social Care",2016:02PD Physically Disabled,,
2016-05-17,874.96,"Adults, Health and Social Care-Adult Health & Social Care",2016:02SM Substance Misuse,,
2016-05-17,3565.04,"Adults, Health and Social Care-Adult Health & Social Care",2016:02VI Visual Impairment,,
2016-05-17,37714.23,"Adults, Health and Social Care-Adult Health & Social Care",2016:03D  Dementia,,
2016-05-17,5402.20,"Adults, Health and Social Care-Adult Health & Social Care",2016:03DSLDual Sensory Loss,,
2016-05-17,133081.23,"Adults, Health and Social Care-Adult Health & Social Care",2016:03FTIFrailty And/Or Temporary Illness,,
2016-05-17,1420.00,"Adults, Health and Social Care-Adult Health & Social Care",2016:03HI Hearing Impairment,,
2016-05-17,223683.04,"Adults, Health and Social Care-Adult Health & Social Care",2016:03LD Learning Disabilities,,
2016-05-17,17885.45,"Adults, Health and Social Care-Adult Health & Social Care",2016:03MH Mental Health (Except Dementia),,
2016-05-17,20276.48,"Adults, Health and Social Care-Adult Health & Social Care",2016:03OV Other Vulnerable People,,
2016-05-17,308359.31,"Adults, Health and Social Care-Adult Health & Social Care",2016:03PD Physically Disabled,,
2016-05-17,1488.00,"Adults, Health and Social Care-Adult Health & Social Care",2016:03SM Substance Misuse,,
2016-05-17,16320.64,"Adults, Health and Social Care-Adult Health & Social Care",2016:03VI Visual Impairment,,
2016-05-12,1476.00,Communities & Service Support-Libraries Info & Tourism,3W Logistics Ltd,,
2016-05-06,465.25,Communities & Service Support-Sport & Countryside,A Ashworth & Son Landscapes Ltd,,
2016-05-12,5034.44,Communities & Service Support-Safer Cleaner Greener,A Ashworth & Son Landscapes Ltd,,
2016-05-20,500.00,Children and Young People-Schools and Children's Services - Non-School,A Ashworth & Son Landscapes Ltd,,
2016-05-20,426.64,Children and Young People-Schools and Children's Services - Non-School,A Ashworth & Son Landscapes Ltd,,
2016-05-20,471.80,Communities & Service Support-Recreation & Support,A Ashworth & Son Landscapes Ltd,,
2016-05-26,1997.00,Economy and Environment-Markets,A Ashworth & Son Landscapes Ltd,,
2016-05-27,528.00,Economy and Environment-Transport Vehicle Maintenance Workshop,A and S Tail Lift Services,,
2016-05-03,1729.84,"Adults, Health and Social Care-Adult Health & Social Care",AAA Medics Ltd Re Leylands,,
2016-05-03,490.80,"Adults, Health and Social Care-Adult Health & Social Care",AAA Medics Ltd Re Leylands,,
2016-05-31,1729.84,"Adults, Health and Social Care-Adult Health & Social Care",AAA Medics Ltd Re Leylands,,
2016-05-31,490.80,"Adults, Health and Social Care-Adult Health & Social Care",AAA Medics Ltd Re Leylands,,
2016-05-06,890.15,Communities & Service Support-Sport & Leisure Management DSO,ACE Environmental Engineering Limited,,
2016-05-10,1224.96,Deputy Chief Executive-ICT Services,ACE Environmental Engineering Limited,,
2016-05-27,1406.01,Deputy Chief Executive-ICT Services,ACE Environmental Engineering Limited,,
