Organisational Unit,Payment Date,Amount,Beneficiary Name
AHL Policy Res & Dev,2014-08-04,2607.60,SALTS ESTATES LTD
AHL Policy Res & Dev,2014-08-27,11600.00,NEW VISION GROUP LTD
AHL Policy Res & Dev,2014-08-27,526.40,GATEHOUSE PRINTS
AHL Policy Res & Dev,2014-08-29,680.10,HERITAGE CARDS & SOUVENIRS LTD
AHL Policy Res & Dev,2014-08-15,1003.99,MAYFIELD BOOKS & GIFTS
AHL Policy Res & Dev,2014-08-15,1502.58,RICHARD LANG & SON LTD
Asset Management,2014-08-22,548.35,G & AM King
Asset Management,2014-08-27,6300.00,R Hodgson
Asset Management,2014-08-01,6622.28,R Hodgson
Asset Management,2014-08-01,-6622.28,R Hodgson
Asset Management,2014-08-22,6622.28,R Hodgson
Asset Management,2014-08-27,-6300.00,R Hodgson
Asset Management,2014-08-18,1000.00,NORTHCLIFFE ENVIRO ENTERPRISES TEAM
Asset Management,2014-08-06,8812.50,STOREYS EDWARD SYMMONS
Asset Management,2014-08-15,6175.00,STOREYS EDWARD SYMMONS
Asset Management,2014-08-27,17719.50,STOREYS EDWARD SYMMONS
Asset Management,2014-08-22,1300.00,BROWFIELD CONTRACTING LTD
Asset Management,2014-08-15,12491.00,DRAKE PLANT HIRE
Asset Management,2014-08-22,945.00,WEST & MACHELL LTD
Asset Management,2014-08-11,885.50,COMPLETE OFFICE SOLUTIONS LTD
Asset Management,2014-08-11,621.00,DARVILLS REMOVALS
Bradford i,2014-08-27,5000.00,BYTES SOFTWARE SERVICES LTD
Bradford i,2014-08-29,156426.59,BYTES SOFTWARE SERVICES LTD
Bradford i,2014-08-20,1234.61,F.C. Milnes (uk) Ltd
Bradford i,2014-08-22,4577.98,VODAFONE LIMITED
Bradford i,2014-08-22,-4577.98,VODAFONE LIMITED
Bradford i,2014-08-08,5000.00,LEEDS COUNCIL
Building Control,2014-08-27,3600.00,DRAKE PLANT HIRE
Building Control,2014-08-11,787.50,F HARDWICK LTD
Building Control,2014-08-20,1600.00,POS ENTERPRISES LTD
Business Services,2014-08-18,2173.00,NET VIEW SYSTEMS LTD
Business Services,2014-08-18,4000.00,NET VIEW SYSTEMS LTD
Business Services,2014-08-22,3440.65,NET VIEW SYSTEMS LTD
Business Services,2014-08-27,800.20,NET VIEW SYSTEMS LTD
Business Services,2014-08-27,8975.41,NET VIEW SYSTEMS LTD
Business Services,2014-08-29,7081.95,NET VIEW SYSTEMS LTD
Business Services,2014-08-29,4000.00,SALTS SECURITY SYSTEMS LTD
Business Services,2014-08-11,600.00,NET VIEW SYSTEMS LTD
Changing Our Council,2014-08-29,518.86,SIEMENS FINANCIAL SERVICES LTD
Chief Executive's Office,2014-08-08,965.00,THE PENSIONS MANAGEMENT INSTITUTE
Council wide,2014-08-06,1079.57,NPOWER (ELECTRIC)
Council wide,2014-08-06,2352.69,NPOWER (ELECTRIC)
Council wide,2014-08-06,1356.72,NPOWER (ELECTRIC)
Council wide,2014-08-06,947.89,NPOWER (ELECTRIC)
Council wide,2014-08-06,1081.31,NPOWER (ELECTRIC)
Council wide,2014-08-06,1581.93,NPOWER (ELECTRIC)
Council wide,2014-08-06,1392.22,NPOWER (ELECTRIC)
Council wide,2014-08-06,1114.14,NPOWER (ELECTRIC)
Council wide,2014-08-06,1060.94,NPOWER (ELECTRIC)
Council wide,2014-08-06,744.25,NPOWER (ELECTRIC)
Council wide,2014-08-06,1361.50,NPOWER (ELECTRIC)
Council wide,2014-08-06,1746.69,NPOWER (ELECTRIC)
Council wide,2014-08-06,1761.78,NPOWER (ELECTRIC)
Council wide,2014-08-06,2231.45,NPOWER (ELECTRIC)
Council wide,2014-08-06,577.56,NPOWER (ELECTRIC)
Council wide,2014-08-06,668.45,NPOWER (ELECTRIC)
Council wide,2014-08-06,1374.51,NPOWER (ELECTRIC)
Council wide,2014-08-06,871.27,NPOWER (ELECTRIC)
Council wide,2014-08-06,643.25,NPOWER (ELECTRIC)
Council wide,2014-08-06,504.43,NPOWER (ELECTRIC)
Council wide,2014-08-06,794.20,NPOWER (ELECTRIC)
Council wide,2014-08-06,1002.29,NPOWER (ELECTRIC)
Council wide,2014-08-06,1464.42,NPOWER (ELECTRIC)
Council wide,2014-08-06,6586.16,NPOWER (ELECTRIC)
Council wide,2014-08-06,2075.81,NPOWER (ELECTRIC)
Council wide,2014-08-06,1383.22,NPOWER (ELECTRIC)
Council wide,2014-08-06,1262.34,NPOWER (ELECTRIC)
Council wide,2014-08-06,1237.63,NPOWER (ELECTRIC)
Council wide,2014-08-06,867.90,NPOWER (ELECTRIC)
Council wide,2014-08-06,611.24,NPOWER (ELECTRIC)
Council wide,2014-08-06,1833.85,NPOWER (ELECTRIC)
Council wide,2014-08-06,640.47,NPOWER (ELECTRIC)
Council wide,2014-08-06,2635.35,NPOWER (ELECTRIC)
Council wide,2014-08-06,601.04,NPOWER (ELECTRIC)
Council wide,2014-08-06,2840.74,NPOWER (ELECTRIC)
Council wide,2014-08-06,634.97,NPOWER (ELECTRIC)
Council wide,2014-08-06,520.48,NPOWER (ELECTRIC)
Council wide,2014-08-06,545.07,NPOWER (ELECTRIC)
Council wide,2014-08-06,2980.82,NPOWER (ELECTRIC)
Council wide,2014-08-06,2720.63,NPOWER (ELECTRIC)
Council wide,2014-08-06,1019.08,NPOWER (ELECTRIC)
Council wide,2014-08-06,1563.01,NPOWER (ELECTRIC)
Council wide,2014-08-06,1086.90,NPOWER (ELECTRIC)
Council wide,2014-08-06,1386.26,NPOWER (ELECTRIC)
Council wide,2014-08-06,557.47,NPOWER (ELECTRIC)
Council wide,2014-08-06,1432.31,NPOWER (ELECTRIC)
Council wide,2014-08-06,3125.99,NPOWER (ELECTRIC)
Council wide,2014-08-06,3119.95,NPOWER (ELECTRIC)
Council wide,2014-08-06,1076.84,NPOWER (ELECTRIC)
Council wide,2014-08-06,2500.18,NPOWER (ELECTRIC)
Council wide,2014-08-06,1633.69,NPOWER (ELECTRIC)
Council wide,2014-08-06,1694.52,NPOWER (ELECTRIC)
Council wide,2014-08-06,7852.93,NPOWER (ELECTRIC)
Council wide,2014-08-06,893.79,NPOWER (ELECTRIC)
Council wide,2014-08-06,6422.01,NPOWER (ELECTRIC)
Council wide,2014-08-06,5079.03,NPOWER (ELECTRIC)
Council wide,2014-08-06,1151.49,NPOWER (ELECTRIC)
Council wide,2014-08-06,5738.47,NPOWER (ELECTRIC)
