Payment Date,Amount,Organisational Unit,Beneficiary Name,Company Number,Charity Number
2019-11-05,698.91,Access & Inclusion,PREPAID FINANCIAL SERVICES LIMITED,,
2019-11-05,1935.84,Access & Inclusion,PREPAID FINANCIAL SERVICES LIMITED,,
2019-11-05,507.80,Access & Inclusion,PREPAID FINANCIAL SERVICES LIMITED,,
2019-11-26,760.75,Access & Inclusion,PREPAID FINANCIAL SERVICES LIMITED,,
2019-11-26,3792.78,Access & Inclusion,PREPAID FINANCIAL SERVICES LIMITED,,
2019-11-07,789.24,AHL Policy Res & Dev,ELGATE PRODUCTS LIMITED,,
2019-11-26,1200.00,AHL Policy Res & Dev,THE ARK DESIGN & PRINT LIMITED,,
2019-11-26,500.00,AHL Policy Res & Dev,TOURISM SOUTH EAST,,
2019-11-12,796.00,AHL Policy Res & Dev,WORTH VALLEY MAG,,
2019-11-26,500.00,Area Co-ordinators Office,BRADFORD MOOR PLAY & SUPPORT LTD,,
2019-11-07,500.00,Area Co-ordinators Office,DEMENTIA FRIENDLY KEIGHLEY,,
2019-11-28,500.00,Area Co-ordinators Office,GIRLINGTON COMMUNITY CENTRE,,
2019-11-07,500.00,Area Co-ordinators Office,Kly Musical Theatre Company,,
2019-11-12,500.00,Area Co-ordinators Office,MENSTON COMMUNITY ASSOCIATION,,
2019-11-19,500.00,Area Co-ordinators Office,SALTS TENNIS CLUB,,
2019-11-07,500.00,Area Co-ordinators Office,STC Safeguarding through Communitie,,
2019-11-07,500.00,Area Co-ordinators Office,The Free Seed Company,,
2019-11-07,500.00,Area Co-ordinators Office,The Hive Silsden CIO,,
2019-11-07,500.00,Area Co-ordinators Office,Yorkshire Cat Rescue 1160138,,
2019-11-19,500.00,Area Operarations,FRIENDS OF CENTRE POINT & HOLMEWOOD,,
2019-11-19,500.00,Area Operarations,GUJARATI COMMUNITY CENTRE,,
2019-11-26,10000.00,Area Operarations,HMCS,,
2019-11-07,1000.00,Assessment & Support,Mrs Kathryn Burnett,,
2019-11-05,1000.00,Asset Management,BINGLEY TOWN COUNCIL,,
2019-11-28,5000.00,Asset Management,BURLEY PARISH COUNCIL,,
2019-11-12,594.36,Asset Management,DARVILLS REMOVALS & STORAGE LTD,,
2019-11-12,601.98,Asset Management,DARVILLS REMOVALS & STORAGE LTD,,
2019-11-26,1700.00,Asset Management,DRAKE PLANT HIRE,,
2019-11-26,8279.00,Asset Management,ENVIRONMENT AGENCY,,
2019-11-19,4975.00,Asset Management,JONES LANG LASALLE LIMITED,,
2019-11-07,1328.14,Asset Management,NEWHALL PARK PRIMARY SCHOOL,,
2019-11-05,4950.00,Asset Management,NORTHCLIFFE ALLOTMENT SOCIETY,,
2019-11-14,27768.57,Asset Management,NORTHERN POWERGRID (YORKSHIRE) PLC,,
2019-11-14,696.00,Asset Management,Oxenhope Village Council,,
2019-11-07,1000.00,Asset Management,The Valley Project,,
2019-11-26,37500.00,Asset Management,TURNER & TOWNSEND,,
2019-11-19,7000.00,Asset Management,WOODHALL PLANNING & CONSERVATION LT,,
2019-11-14,637.50,Building Control,ACTIVE HYDRAULICS LTD,,
2019-11-21,1220.00,Building Control,ASHTEAD PLANT HIRE COMPANY LIMITED,,
2019-11-21,575.00,Building Control,ASHTEAD PLANT HIRE COMPANY LIMITED,,
2019-11-12,4900.00,Building Control,CALDERDALE SEWER SERVICES,,
2019-11-28,725.00,Building Control,DRAKE PLANT HIRE,,
2019-11-28,575.00,Building Control,DRAKE PLANT HIRE,,
2019-11-07,1000.00,Building Control,SANDINYOUREYE LTD,,
2019-11-07,2000.00,Building Control,SANDINYOUREYE LTD,,
2019-11-26,1355.75,Building Control,UNIVERSITY OF LEEDS,,
2019-11-21,5000.30,Business Services,NET VIEW SYSTEMS LTD,,
2019-11-26,4870.00,Business Services,NET VIEW SYSTEMS LTD,,
2019-11-28,1792.45,Business Services,NET VIEW SYSTEMS LTD,,
2019-11-07,2200.00,Business Services,NINEHUNDRED COMMUNICATIONS GRP LTD,,
2019-11-19,34939.97,Capital - CS0381 Fmr Odeon Building,BRADFORD LIVE,,
2019-11-19,126098.72,Capital - CS0381 Fmr Odeon Building,BRADFORD LIVE,,
2019-11-28,4605.00,Capital -Development of Equity Loans B.O.C. HAL-Loan,BRADFORD UPVC WINDOWS,,
2019-11-21,7190.00,Capital -Development of Equity Loans B.O.C. HAL-Loan,FAROOK AHMED T/A F BUILDER,,
2019-11-07,8525.00,Capital -Development of Equity Loans B.O.C. HAL-Loan,LOCAL BUILDING SERVICES,,
2019-11-19,3580.00,Capital -Development of Equity Loans B.O.C. HAL-Loan,MR S ALLYBOCUS T/A SA ELECTRICAL,,
2019-11-12,2930.00,Capital -Development of Equity Loans B.O.C. HAL-Loan,REDACTED PERSONAL DATA,,
2019-11-19,14050.00,Capital -Development of Equity Loans B.O.C. HAL-Loan,STRAIGHT LINE ROOFING & BUILDING,,
2019-11-21,6000.00,Capital -Development of Equity Loans H&S Assistance,AIRE VALLEY BUILDERS,,
2019-11-07,6074.52,Capital -Disabled Housing Facilities Grant 96 ACT-M-DFG,A S BUILDERS,,
2019-11-19,6551.91,Capital -Disabled Housing Facilities Grant 96 ACT-M-DFG,REDACTED PERSONAL DATA,,
2019-11-05,3840.00,Capital -Disabled Housing Facilities Grant 96 ACT-M-DFG,SOFT SURFACES LTD,,
2019-11-07,8683.58,Capital -Disabled Housing Facilities Grant 96 ACT-M-DFG,WESTFIELD BUILDERS,,
2019-11-05,10000.00,Capital -Empty Private Sector Homes Strategy Empty Property Loans,K P BUILDERS,,
2019-11-07,510.00,Capital -H&S/Renovationassistance/Grs/Loans H&SContingency,Holdgate Consulting Ltd,,
2019-11-12,6730.83,CCA Finance,ALLERTON PARK CARE CENTRE,,
2019-11-12,5149.04,CCA Finance,ANLEY HALL NURSING HOME,,
2019-11-12,7120.36,CCA Finance,BARCHESTER HEALTHCARE LTD,,
2019-11-12,8830.00,CCA Finance,BEANLANDS NURSING HOME,,
2019-11-12,6664.69,CCA Finance,BINGLEY WINGFIELD CARE LIMITED,,
2019-11-12,6024.85,CCA Finance,BUPA CARE HOMES (CFH CARE) LTD,,
2019-11-12,3189.98,CCA Finance,BURLEY HALL NURSING HOME,,
2019-11-12,6663.42,CCA Finance,CAIREACH LIMITED,,
2019-11-28,3007.72,CCA Finance,CARE WORLDWIDE (LINKS) LTD,,
2019-11-12,3492.60,CCA Finance,CCA & MRS CA BOLLAND,,
2019-11-12,8752.65,CCA Finance,COOPER HOUSE CARE HOME,,
2019-11-12,3369.48,CCA Finance,COTTINGLEY HALL NURSING HOME,,
2019-11-12,12606.75,CCA Finance,CRAVEN NURSING HOME,,
2019-11-12,6914.25,CCA Finance,CURRERGATE LTD,,
2019-11-12,6948.88,CCA Finance,CZAJKA CARE GROUP,,
2019-11-12,2820.98,CCA Finance,FIVE RISE NURSING HOME LIMITED,,
2019-11-12,3777.67,CCA Finance,GREYSTONES NURSING HOME LTD,,
