Organisational Unit,Payment Date,Amount,Beneficiary Name
AHL Policy Res & Dev,2017-02-23,1056.60,A J PROMOTIONS
Asset Management,2017-02-22,830.00,AARAN SHEET METAL LTD
Asset Management,2017-02-23,1540.00,BRITISH WOOL MARKETING BOARD
Asset Management,2017-02-01,3700.00,BROWFIELD CONTRACTING LTD
Asset Management,2017-02-03,585.00,BROWFIELD CONTRACTING LTD
Asset Management,2017-02-03,835.00,BROWFIELD CONTRACTING LTD
Asset Management,2017-02-10,685.00,BROWFIELD CONTRACTING LTD
Asset Management,2017-02-01,1478.62,CUSTOM GROUP LTD
Asset Management,2017-02-27,1727.68,CUSTOM GROUP LTD
Asset Management,2017-02-01,5982.00,DALE CRAVEN
Asset Management,2017-02-01,520.00,DARVILLS REMOVALS & STORAGE LTD
Asset Management,2017-02-01,643.00,DARVILLS REMOVALS & STORAGE LTD
Asset Management,2017-02-01,643.00,DARVILLS REMOVALS & STORAGE LTD
Asset Management,2017-02-01,918.00,DARVILLS REMOVALS & STORAGE LTD
Asset Management,2017-02-01,643.00,DARVILLS REMOVALS & STORAGE LTD
Asset Management,2017-02-01,643.00,DARVILLS REMOVALS & STORAGE LTD
Asset Management,2017-02-01,643.00,DARVILLS REMOVALS & STORAGE LTD
Asset Management,2017-02-01,520.00,DARVILLS REMOVALS & STORAGE LTD
Asset Management,2017-02-01,551.00,DARVILLS REMOVALS & STORAGE LTD
Asset Management,2017-02-01,569.00,DARVILLS REMOVALS & STORAGE LTD
Asset Management,2017-02-01,712.00,DARVILLS REMOVALS & STORAGE LTD
Asset Management,2017-02-01,787.00,DARVILLS REMOVALS & STORAGE LTD
Asset Management,2017-02-01,520.00,DARVILLS REMOVALS & STORAGE LTD
Asset Management,2017-02-01,735.00,DARVILLS REMOVALS & STORAGE LTD
Asset Management,2017-02-01,828.00,DARVILLS REMOVALS & STORAGE LTD
Asset Management,2017-02-01,938.00,DARVILLS REMOVALS & STORAGE LTD
Asset Management,2017-02-01,735.00,DARVILLS REMOVALS & STORAGE LTD
Asset Management,2017-02-01,551.00,DARVILLS REMOVALS & STORAGE LTD
Asset Management,2017-02-01,551.00,DARVILLS REMOVALS & STORAGE LTD
Asset Management,2017-02-01,540.00,DARVILLS REMOVALS & STORAGE LTD
Asset Management,2017-02-09,520.00,DARVILLS REMOVALS & STORAGE LTD
Asset Management,2017-02-09,835.00,DARVILLS REMOVALS & STORAGE LTD
Asset Management,2017-02-09,520.00,DARVILLS REMOVALS & STORAGE LTD
Asset Management,2017-02-09,734.00,DARVILLS REMOVALS & STORAGE LTD
Asset Management,2017-02-09,643.00,DARVILLS REMOVALS & STORAGE LTD
Asset Management,2017-02-09,750.00,DARVILLS REMOVALS & STORAGE LTD
Asset Management,2017-02-09,734.00,DARVILLS REMOVALS & STORAGE LTD
Asset Management,2017-02-09,643.00,DARVILLS REMOVALS & STORAGE LTD
Asset Management,2017-02-09,551.00,DARVILLS REMOVALS & STORAGE LTD
Asset Management,2017-02-23,551.00,DARVILLS REMOVALS & STORAGE LTD
Asset Management,2017-02-23,551.00,DARVILLS REMOVALS & STORAGE LTD
Asset Management,2017-02-23,551.00,DARVILLS REMOVALS & STORAGE LTD
Asset Management,2017-02-23,551.00,DARVILLS REMOVALS & STORAGE LTD
Asset Management,2017-02-23,1416.60,FAGLEY PRIMARY SCHOOL
Asset Management,2017-02-23,1890.28,FAGLEY PRIMARY SCHOOL
Asset Management,2017-02-17,4982.75,FOX LLOYD JONES LIMITED
Asset Management,2017-02-09,1200.00,GREEN PARTNERSHIP
Asset Management,2017-02-13,1876.32,PARKLAND PRIMARY SCHOOL
Asset Management,2017-02-13,1876.32,PARKLAND PRIMARY SCHOOL
Asset Management,2017-02-13,1250.88,PARKLAND PRIMARY SCHOOL
Asset Management,2017-02-09,14372.00,RACKLINE LIMITED
Asset Management,2017-02-07,517.08,WASTECARE
Asset Management,2017-02-13,9609.40,WOODROYD CHILDRENS CENTRE
Asset Management,2017-02-13,9400.50,WOODROYD CHILDRENS CENTRE
Building Control,2017-02-21,1138.00,DRAKE PLANT HIRE
Building Control,2017-02-08,1865.00,FLOWMASTER PLUMBING AND DRAINAGE LT
Building Control,2017-02-22,626.00,KOREC
Business Services,2017-02-01,609.99,AIRWAVE SOLUTIONS LTD
Business Services,2017-02-14,600.00,BOLD COMMUNICATIONS LTD
Business Services,2017-02-09,4169.16,NET VIEW SYSTEMS LTD
Business Services,2017-02-15,4016.50,NET VIEW SYSTEMS LTD
Business Services,2017-02-13,2420.00,NET VIEW SYSTEMS LTD
Business Services,2017-02-06,1960.00,THE CCTV TRAINING ACADEMY
Business Services,2017-02-07,3718.00,WEC GROUP LTD
Children's Services,2017-02-02,12466.85,1ARK PROJECT LTD
Children's Services,2017-02-08,5463.55,1ARK PROJECT LTD
Children's Services,2017-02-16,697.88,2ND NATURE CLEANING (SARAH WILSON)
Children's Services,2017-02-07,5687.50,A D WOODHEAD T/A WINDSTRUMENTS
Children's Services,2017-02-13,12233.14,ACORN CARE AND EDUCATION LTD
Children's Services,2017-02-13,-8155.43,ACORN CARE AND EDUCATION LTD
Children's Services,2017-02-13,15291.43,ACORN CARE AND EDUCATION LTD
Children's Services,2017-02-13,15801.14,ACORN CARE AND EDUCATION LTD
Children's Services,2017-02-15,3631.00,ACTIVE SOCIAL CARE LTD
Children's Services,2017-02-14,660.00,ADAM KELSALL
Children's Services,2017-02-07,15500.00,AFTER CARE (NW) LIMITED
Children's Services,2017-02-07,15500.00,AFTER CARE (NW) LIMITED
Children's Services,2017-02-02,11957.00,AFTER CARE (NW) LIMITED
Children's Services,2017-02-15,3261.00,AUTISM PARTNERSHIP UK LTD
Children's Services,2017-02-15,2890.67,AUTISM PARTNERSHIP UK LTD
Children's Services,2017-02-20,1770.00,BAMBOO TAMBOO LTD
Children's Services,2017-02-06,3965.00,BANGLADESH YOUTH ORGANISATION
Children's Services,2017-02-16,18026.50,BARNARDO SERVICES LTD
Children's Services,2017-02-08,19783.50,BARNARDO SERVICES LTD
Children's Services,2017-02-10,3333.00,BARNARDO SERVICES LTD
Children's Services,2017-02-02,17758.25,BARNARDOS
Children's Services,2017-02-02,42010.00,BARNARDOS
Children's Services,2017-02-02,12690.00,BARNARDOS
Children's Services,2017-02-02,10156.50,BARNARDOS
Children's Services,2017-02-08,3385.20,BARNARDOS
Children's Services,2017-02-03,12812.90,BARNARDOS
Children's Services,2017-02-03,7863.36,BARNARDOS
Children's Services,2017-02-10,1910.24,BAYFORD OIL
Children's Services,2017-02-01,1372.80,BAYFORD OIL
Children's Services,2017-02-16,1361.99,BAYFORD OIL
Children's Services,2017-02-16,511.00,BEDFORD MOWING SERVICES
Children's Services,2017-02-01,1200.00,BEDSPACE
Children's Services,2017-02-01,1200.00,BEDSPACE
Children's Services,2017-02-07,1200.00,BEDSPACE
Children's Services,2017-02-07,1200.00,BEDSPACE
Children's Services,2017-02-13,1200.00,BEDSPACE
Children's Services,2017-02-15,1200.00,BEDSPACE
Children's Services,2017-02-15,1200.00,BEDSPACE
Children's Services,2017-02-15,1200.00,BEDSPACE
Children's Services,2017-02-15,1200.00,BEDSPACE
Children's Services,2017-02-20,1200.00,BEDSPACE
Children's Services,2017-02-27,1200.00,BEDSPACE
Children's Services,2017-02-27,1200.00,BEDSPACE
Children's Services,2017-02-27,1200.00,BEDSPACE
Children's Services,2017-02-14,520.00,BEN WARD
Children's Services,2017-02-21,3100.00,BENJAMIN JAMES PERCIVAL
Children's Services,2017-02-07,648.83,BERENDSEN
Children's Services,2017-02-23,11700.00,BEXLEY COUNCIL CHILD PLACEMENT SERV
Children's Services,2017-02-01,2145.00,BIERLEY COMMUNITY ASSOCIATION LTD
Children's Services,2017-02-24,9000.00,BLACKBURN & DARWEN COUNCIL
Children's Services,2017-02-14,1780.00,BRADFORD CITY FOOTBALL IN THE COMMU
Children's Services,2017-02-03,3600.00,BRADFORD DISABILITY SPORT & LEISURE
Children's Services,2017-02-14,3385.63,BRADFORD DISTRICT CARE NHS FOUNDATI
Children's Services,2017-02-21,40810.00,BRADFORD DISTRICT CARE NHS FOUNDATI
Children's Services,2017-02-14,50000.00,BRADFORD YMCA
Children's Services,2017-02-14,1397.00,BRADFORD YMCA
Children's Services,2017-02-14,682.00,BRADNET
Children's Services,2017-02-15,589.00,BRADNET
Children's Services,2017-02-09,2400.00,BRENIKOV ASSOCIATES LIMITED
Children's Services,2017-02-09,2400.00,BRENIKOV TRAINING
Children's Services,2017-02-09,-2400.00,BRENIKOV TRAINING
Children's Services,2017-02-15,512.39,BRONTE CARE SERVICES
Children's Services,2017-02-15,537.50,BRONTE CARE SERVICES
Children's Services,2017-02-06,1400.00,BUDGETPARKHOTEL LIMITED
Children's Services,2017-02-15,7101.46,BUTTERSHAW B & E COLLEGE ACADEMY
Children's Services,2017-02-01,12206.82,CACI LIMITED
Children's Services,2017-02-28,622.00,CAIN SNIPP
Children's Services,2017-02-03,1800.00,CALDERDALE MBC
Children's Services,2017-02-02,7951.50,CAMBIAN CHILDCARE LTD
Children's Services,2017-02-02,7951.50,CAMBIAN CHILDCARE LTD
Children's Services,2017-02-02,7951.50,CAMBIAN CHILDCARE LTD
Children's Services,2017-02-02,7951.50,CAMBIAN CHILDCARE LTD
Children's Services,2017-02-02,12722.40,CAMBIAN CHILDCARE LTD
Children's Services,2017-02-07,14085.47,CAMBIAN CHILDCARE LTD
Children's Services,2017-02-07,21257.01,CAMBIAN CHILDCARE LTD
Children's Services,2017-02-23,3405.66,CAPSTONE FOSTER CARE LTD
Children's Services,2017-02-23,3076.08,CAPSTONE FOSTER CARE LTD
Children's Services,2017-02-01,807.90,CARE & COMMUNITY LTD
Children's Services,2017-02-01,807.90,CARE & COMMUNITY LTD
