Organisational Unit,Payment Date,Amount,Beneficiary Name
AHL Policy Res & Dev,2014-01-31,825.00,British Destinations
AHL Policy Res & Dev,2014-01-29,16700.00,LEEDS AND PARTNERS
AHL Policy Res & Dev,2014-01-22,3000.00,Lifestyle Media Group Ltd
AHL Policy Res & Dev,2014-01-29,517.00,MEDIACOM NORTH LTD
AHL Policy Res & Dev,2014-01-31,750.00,Paul Raybould Marketing
AHL Policy Res & Dev,2014-01-17,5000.00,VISITBRITAIN
AHL Policy Res & Dev,2014-01-17,5000.00,VISITBRITAIN
AHL Policy Res & Dev,2014-01-22,700.00,Willow Business Support Ltd
Asset Management,2014-01-06,110285.38,BERMAR BUILDING CO LTD
Asset Management,2014-01-24,1128.48,CANON (UK) LTD
Asset Management,2014-01-24,1650.00,DRAKE PLANT HIRE
Asset Management,2014-01-22,3076.60,GRICE BROS & CO LTD
Asset Management,2014-01-06,1250.00,GRICE BROS & CO LTD
Asset Management,2014-01-15,1978.25,HARROW GREEN
Asset Management,2014-01-03,3069.10,MEDIACOM NORTH LTD
Asset Management,2014-01-10,10900.00,POINT EIGHT LTD
Asset Management,2014-01-22,5662.00,UNIVERSAL AV SERVICES LTD
Asset Management,2014-01-24,2000.00,WALKER MORRIS
Bradford i,2014-01-31,1182.62,BYTES TECHNOLOGY GROUP
Bradford i,2014-01-03,1151.04,COMPUTACENTER (UK) LTD
Bradford i,2014-01-24,4150.53,ICOMERA UK LTD
Bradford i,2014-01-24,1079.64,ICOMERA UK LTD
Bradford i,2014-01-17,500.00,PUBLIC-I
Bradford i,2014-01-15,2129.06,Siteimprove Ltd
Building Control,2014-01-27,9560.90,F HARDWICK LTD
Building Control,2014-01-29,555.00,Vivax-Metrotech Ltd
Business Services,2014-01-03,1775.00,BOLD COMMUNICATIONS LTD
Business Services,2014-01-24,5000.00,I-COMPLY LTD
Business Services,2014-01-10,9448.65,NET VIEW SYSTEMS LTD
Business Services,2014-01-15,7654.26,NET VIEW SYSTEMS LTD
Business Services,2014-01-13,3456.50,NET VIEW SYSTEMS LTD
Business Services,2014-01-31,2749.00,NET VIEW SYSTEMS LTD
Business Services,2014-01-06,1428.00,SSAIB
Business Services,2014-01-24,5622.00,TMC TECHNOLOGY UK CO LTD
Councilwide,2014-01-17,8200.95,BRITISH GAS TRADING LTD
Councilwide,2014-01-17,7042.41,BRITISH GAS TRADING LTD
Councilwide,2014-01-24,6642.98,BRITISH GAS TRADING LTD
Councilwide,2014-01-17,6267.78,BRITISH GAS TRADING LTD
Councilwide,2014-01-17,6249.17,BRITISH GAS TRADING LTD
Councilwide,2014-01-17,5132.53,BRITISH GAS TRADING LTD
Councilwide,2014-01-17,4436.39,BRITISH GAS TRADING LTD
Councilwide,2014-01-17,4007.65,BRITISH GAS TRADING LTD
Councilwide,2014-01-17,3691.88,BRITISH GAS TRADING LTD
Councilwide,2014-01-17,3496.67,BRITISH GAS TRADING LTD
Councilwide,2014-01-17,3354.35,BRITISH GAS TRADING LTD
Councilwide,2014-01-17,3302.03,BRITISH GAS TRADING LTD
Councilwide,2014-01-17,3208.75,BRITISH GAS TRADING LTD
Councilwide,2014-01-17,3018.99,BRITISH GAS TRADING LTD
Councilwide,2014-01-17,2768.65,BRITISH GAS TRADING LTD
Councilwide,2014-01-17,2699.22,BRITISH GAS TRADING LTD
Councilwide,2014-01-17,2635.99,BRITISH GAS TRADING LTD
Councilwide,2014-01-17,2472.38,BRITISH GAS TRADING LTD
Councilwide,2014-01-17,2408.42,BRITISH GAS TRADING LTD
Councilwide,2014-01-24,2369.45,BRITISH GAS TRADING LTD
Councilwide,2014-01-17,2344.58,BRITISH GAS TRADING LTD
Councilwide,2014-01-17,2164.56,BRITISH GAS TRADING LTD
Councilwide,2014-01-17,2162.48,BRITISH GAS TRADING LTD
Councilwide,2014-01-17,2116.73,BRITISH GAS TRADING LTD
Councilwide,2014-01-17,2108.37,BRITISH GAS TRADING LTD
Councilwide,2014-01-17,2093.28,BRITISH GAS TRADING LTD
Councilwide,2014-01-17,2025.80,BRITISH GAS TRADING LTD
Councilwide,2014-01-17,1965.70,BRITISH GAS TRADING LTD
Councilwide,2014-01-17,1865.15,BRITISH GAS TRADING LTD
Councilwide,2014-01-22,1845.70,BRITISH GAS TRADING LTD
Councilwide,2014-01-17,1844.85,BRITISH GAS TRADING LTD
Councilwide,2014-01-17,1753.85,BRITISH GAS TRADING LTD
Councilwide,2014-01-17,1734.38,BRITISH GAS TRADING LTD
Councilwide,2014-01-17,1732.81,BRITISH GAS TRADING LTD
Councilwide,2014-01-17,1695.47,BRITISH GAS TRADING LTD
Councilwide,2014-01-17,1685.34,BRITISH GAS TRADING LTD
Councilwide,2014-01-17,1633.56,BRITISH GAS TRADING LTD
Councilwide,2014-01-17,1589.82,BRITISH GAS TRADING LTD
Councilwide,2014-01-17,1566.47,BRITISH GAS TRADING LTD
Councilwide,2014-01-17,1504.78,BRITISH GAS TRADING LTD
Councilwide,2014-01-17,1456.52,BRITISH GAS TRADING LTD
Councilwide,2014-01-17,1455.71,BRITISH GAS TRADING LTD
Councilwide,2014-01-17,1368.77,BRITISH GAS TRADING LTD
Councilwide,2014-01-17,1340.98,BRITISH GAS TRADING LTD
Councilwide,2014-01-17,1288.24,BRITISH GAS TRADING LTD
Councilwide,2014-01-24,1277.13,BRITISH GAS TRADING LTD
Councilwide,2014-01-17,1275.06,BRITISH GAS TRADING LTD
Councilwide,2014-01-17,1208.50,BRITISH GAS TRADING LTD
Councilwide,2014-01-17,1205.23,BRITISH GAS TRADING LTD
Councilwide,2014-01-24,1107.76,BRITISH GAS TRADING LTD
Councilwide,2014-01-17,1091.67,BRITISH GAS TRADING LTD
Councilwide,2014-01-17,1076.19,BRITISH GAS TRADING LTD
Councilwide,2014-01-17,1006.25,BRITISH GAS TRADING LTD
Councilwide,2014-01-17,987.76,BRITISH GAS TRADING LTD
Councilwide,2014-01-17,962.38,BRITISH GAS TRADING LTD
Councilwide,2014-01-17,937.74,BRITISH GAS TRADING LTD
Councilwide,2014-01-17,921.86,BRITISH GAS TRADING LTD
Councilwide,2014-01-17,904.50,BRITISH GAS TRADING LTD
Councilwide,2014-01-17,857.57,BRITISH GAS TRADING LTD
Councilwide,2014-01-17,849.70,BRITISH GAS TRADING LTD
Councilwide,2014-01-17,843.05,BRITISH GAS TRADING LTD
Councilwide,2014-01-17,817.85,BRITISH GAS TRADING LTD
Councilwide,2014-01-17,767.83,BRITISH GAS TRADING LTD
Councilwide,2014-01-17,760.31,BRITISH GAS TRADING LTD
Councilwide,2014-01-17,760.28,BRITISH GAS TRADING LTD
Councilwide,2014-01-17,760.21,BRITISH GAS TRADING LTD
Councilwide,2014-01-17,749.45,BRITISH GAS TRADING LTD
Councilwide,2014-01-17,703.92,BRITISH GAS TRADING LTD
Councilwide,2014-01-17,682.88,BRITISH GAS TRADING LTD
Councilwide,2014-01-17,681.90,BRITISH GAS TRADING LTD
Councilwide,2014-01-17,673.68,BRITISH GAS TRADING LTD
Councilwide,2014-01-17,671.20,BRITISH GAS TRADING LTD
Councilwide,2014-01-17,655.71,BRITISH GAS TRADING LTD
Councilwide,2014-01-17,653.94,BRITISH GAS TRADING LTD
Councilwide,2014-01-17,650.12,BRITISH GAS TRADING LTD
Councilwide,2014-01-17,622.16,BRITISH GAS TRADING LTD
Councilwide,2014-01-17,622.01,BRITISH GAS TRADING LTD
Councilwide,2014-01-17,586.08,BRITISH GAS TRADING LTD
Councilwide,2014-01-17,570.52,BRITISH GAS TRADING LTD
Councilwide,2014-01-17,570.34,BRITISH GAS TRADING LTD
Councilwide,2014-01-17,549.50,BRITISH GAS TRADING LTD
Councilwide,2014-01-17,548.84,BRITISH GAS TRADING LTD
Councilwide,2014-01-17,547.90,BRITISH GAS TRADING LTD
Councilwide,2014-01-17,535.21,BRITISH GAS TRADING LTD
Councilwide,2014-01-17,522.08,BRITISH GAS TRADING LTD
Councilwide,2014-01-17,505.42,BRITISH GAS TRADING LTD
Councilwide,2014-01-13,16661.56,NPOWER (ELECTRIC)
Councilwide,2014-01-13,7259.43,NPOWER (ELECTRIC)
Councilwide,2014-01-13,6706.61,NPOWER (ELECTRIC)
Councilwide,2014-01-13,6617.30,NPOWER (ELECTRIC)
Councilwide,2014-01-13,5775.72,NPOWER (ELECTRIC)
Councilwide,2014-01-13,5576.22,NPOWER (ELECTRIC)
Councilwide,2014-01-13,5297.88,NPOWER (ELECTRIC)
Councilwide,2014-01-13,5188.45,NPOWER (ELECTRIC)
Councilwide,2014-01-13,4929.73,NPOWER (ELECTRIC)
Councilwide,2014-01-13,4900.95,NPOWER (ELECTRIC)
Councilwide,2014-01-13,4710.78,NPOWER (ELECTRIC)
Councilwide,2014-01-13,4550.55,NPOWER (ELECTRIC)
Councilwide,2014-01-13,3826.13,NPOWER (ELECTRIC)
Councilwide,2014-01-13,3691.17,NPOWER (ELECTRIC)
Councilwide,2014-01-13,3402.53,NPOWER (ELECTRIC)
Councilwide,2014-01-13,3193.12,NPOWER (ELECTRIC)
Councilwide,2014-01-13,3024.23,NPOWER (ELECTRIC)
Councilwide,2014-01-13,3014.02,NPOWER (ELECTRIC)
Councilwide,2014-01-13,2960.49,NPOWER (ELECTRIC)
Councilwide,2014-01-13,2958.40,NPOWER (ELECTRIC)
Councilwide,2014-01-13,2924.45,NPOWER (ELECTRIC)
Councilwide,2014-01-13,2664.03,NPOWER (ELECTRIC)
Councilwide,2014-01-13,2551.42,NPOWER (ELECTRIC)
Councilwide,2014-01-13,2541.96,NPOWER (ELECTRIC)
Councilwide,2014-01-13,2523.06,NPOWER (ELECTRIC)
Councilwide,2014-01-13,2482.72,NPOWER (ELECTRIC)
Councilwide,2014-01-13,2393.02,NPOWER (ELECTRIC)
Councilwide,2014-01-13,2242.36,NPOWER (ELECTRIC)
Councilwide,2014-01-13,2156.67,NPOWER (ELECTRIC)
Councilwide,2014-01-13,2114.31,NPOWER (ELECTRIC)
Councilwide,2014-01-13,2043.62,NPOWER (ELECTRIC)
Councilwide,2014-01-13,2042.76,NPOWER (ELECTRIC)
Councilwide,2014-01-13,1918.87,NPOWER (ELECTRIC)
Councilwide,2014-01-13,1888.77,NPOWER (ELECTRIC)
Councilwide,2014-01-13,1800.26,NPOWER (ELECTRIC)
Councilwide,2014-01-13,1795.52,NPOWER (ELECTRIC)
Councilwide,2014-01-13,1761.41,NPOWER (ELECTRIC)
Councilwide,2014-01-13,1748.43,NPOWER (ELECTRIC)
Councilwide,2014-01-13,1678.69,NPOWER (ELECTRIC)
Councilwide,2014-01-13,1666.69,NPOWER (ELECTRIC)
Councilwide,2014-01-13,1664.10,NPOWER (ELECTRIC)
Councilwide,2014-01-13,1648.79,NPOWER (ELECTRIC)
Councilwide,2014-01-13,1636.10,NPOWER (ELECTRIC)
Councilwide,2014-01-13,1627.64,NPOWER (ELECTRIC)
Councilwide,2014-01-13,1579.66,NPOWER (ELECTRIC)
Councilwide,2014-01-13,1565.80,NPOWER (ELECTRIC)
Councilwide,2014-01-13,1527.32,NPOWER (ELECTRIC)
Councilwide,2014-01-13,1500.76,NPOWER (ELECTRIC)
Councilwide,2014-01-13,1498.19,NPOWER (ELECTRIC)
Councilwide,2014-01-13,1461.82,NPOWER (ELECTRIC)
Councilwide,2014-01-13,1350.88,NPOWER (ELECTRIC)
Councilwide,2014-01-13,1344.93,NPOWER (ELECTRIC)
Councilwide,2014-01-13,1283.05,NPOWER (ELECTRIC)
Councilwide,2014-01-13,1260.86,NPOWER (ELECTRIC)
Councilwide,2014-01-13,1209.68,NPOWER (ELECTRIC)
Councilwide,2014-01-13,1196.52,NPOWER (ELECTRIC)
Councilwide,2014-01-13,1193.28,NPOWER (ELECTRIC)
Councilwide,2014-01-13,1136.46,NPOWER (ELECTRIC)
Councilwide,2014-01-13,1132.95,NPOWER (ELECTRIC)
Councilwide,2014-01-13,1129.52,NPOWER (ELECTRIC)
Councilwide,2014-01-13,1028.47,NPOWER (ELECTRIC)
Councilwide,2014-01-13,1025.91,NPOWER (ELECTRIC)
Councilwide,2014-01-13,993.22,NPOWER (ELECTRIC)
Councilwide,2014-01-13,990.69,NPOWER (ELECTRIC)
Councilwide,2014-01-13,938.45,NPOWER (ELECTRIC)
Councilwide,2014-01-13,929.07,NPOWER (ELECTRIC)
Councilwide,2014-01-13,901.49,NPOWER (ELECTRIC)
Councilwide,2014-01-13,854.93,NPOWER (ELECTRIC)
Councilwide,2014-01-13,850.16,NPOWER (ELECTRIC)
Councilwide,2014-01-13,817.26,NPOWER (ELECTRIC)
Councilwide,2014-01-13,772.66,NPOWER (ELECTRIC)
Councilwide,2014-01-13,760.43,NPOWER (ELECTRIC)
Councilwide,2014-01-13,759.92,NPOWER (ELECTRIC)
Councilwide,2014-01-13,759.51,NPOWER (ELECTRIC)
Councilwide,2014-01-13,749.43,NPOWER (ELECTRIC)
Councilwide,2014-01-13,679.33,NPOWER (ELECTRIC)
Councilwide,2014-01-13,678.34,NPOWER (ELECTRIC)
Councilwide,2014-01-13,673.89,NPOWER (ELECTRIC)
Councilwide,2014-01-13,670.63,NPOWER (ELECTRIC)
Councilwide,2014-01-13,656.12,NPOWER (ELECTRIC)
Councilwide,2014-01-13,642.96,NPOWER (ELECTRIC)
Councilwide,2014-01-13,636.89,NPOWER (ELECTRIC)
Councilwide,2014-01-13,623.33,NPOWER (ELECTRIC)
Councilwide,2014-01-13,615.84,NPOWER (ELECTRIC)
Councilwide,2014-01-13,605.67,NPOWER (ELECTRIC)
Councilwide,2014-01-13,599.44,NPOWER (ELECTRIC)
Councilwide,2014-01-13,598.57,NPOWER (ELECTRIC)
Councilwide,2014-01-13,579.36,NPOWER (ELECTRIC)
Councilwide,2014-01-13,568.29,NPOWER (ELECTRIC)
Councilwide,2014-01-13,568.19,NPOWER (ELECTRIC)
Councilwide,2014-01-13,562.94,NPOWER (ELECTRIC)
Councilwide,2014-01-13,538.13,NPOWER (ELECTRIC)
Councilwide,2014-01-13,537.97,NPOWER (ELECTRIC)
Councilwide,2014-01-13,523.58,NPOWER (ELECTRIC)
Councilwide,2014-01-13,511.86,NPOWER (ELECTRIC)
Democratic Services,2014-01-13,1363.30,A PADWELL
Democratic Services,2014-01-13,1095.80,A PADWELL
Democratic Services,2014-01-22,1852.47,ADARE
Democratic Services,2014-01-27,949.12,ADARE
Democratic Services,2014-01-08,813.12,BRADFORD HOSPITAL NHS TRUST
Democratic Services,2014-01-31,624.57,CANON (UK) LTD
Democratic Services,2014-01-31,624.57,CANON (UK) LTD
Democratic Services,2014-01-31,624.57,CANON (UK) LTD
Democratic Services,2014-01-08,2530.00,D WALSH & SON FUNERAL DIRECTORS
Democratic Services,2014-01-17,620.00,D WALSH & SON FUNERAL DIRECTORS
Democratic Services,2014-01-13,2051.00,DR JAMES GARVICAN
Democratic Services,2014-01-13,669.30,DR JAMES GARVICAN
Democratic Services,2014-01-22,600.00,Dr K Barraclough
Democratic Services,2014-01-17,3968.80,DR RICHARD KNIGHTS
Democratic Services,2014-01-22,4866.80,ELECTORAL REFORM SERVICES
Democratic Services,2014-01-08,980.00,Expert Pyschiatric Evidence Ltd
Democratic Services,2014-01-15,871.20,F ALI
Democratic Services,2014-01-29,2070.50,HUDDERSFIELD FUNERAL HOME
Democratic Services,2014-01-10,1790.00,LAWRENCE FUNERAL SERVICE
Democratic Services,2014-01-29,1565.44,LAWRENCE FUNERAL SERVICE
Democratic Services,2014-01-13,820.00,LAWRENCE FUNERAL SERVICE
Democratic Services,2014-01-10,1320.00,MCE
Democratic Services,2014-01-27,1320.00,MCE
Democratic Services,2014-01-22,1365.34,MEDIACOM NORTH LTD
Democratic Services,2014-01-13,1251.56,MEDIACOM NORTH LTD
Democratic Services,2014-01-22,1109.34,MEDIACOM NORTH LTD
Democratic Services,2014-01-13,938.66,MEDIACOM NORTH LTD
Democratic Services,2014-01-13,853.33,MEDIACOM NORTH LTD
Democratic Services,2014-01-22,853.33,MEDIACOM NORTH LTD
Democratic Services,2014-01-13,746.42,MEDIACOM NORTH LTD
Democratic Services,2014-01-22,739.55,MEDIACOM NORTH LTD
Democratic Services,2014-01-22,682.67,MEDIACOM NORTH LTD
Democratic Services,2014-01-22,682.67,MEDIACOM NORTH LTD
Democratic Services,2014-01-22,682.67,MEDIACOM NORTH LTD
Democratic Services,2014-01-03,663.50,MEDIACOM NORTH LTD
Democratic Services,2014-01-10,552.91,MEDIACOM NORTH LTD
Democratic Services,2014-01-06,563.91,NHS SUPPLIES
Democratic Services,2014-01-31,1148.80,P D LUMB
Democratic Services,2014-01-06,1700.08,ROYAL MAIL GROUP LTD
Democratic Services,2014-01-29,959.96,ROYAL MAIL GROUP LTD
Democratic Services,2014-01-13,687.00,SHEFFIELD TEACHING HOSPITALS NHS
Democratic Services,2014-01-22,1390.00,THE ASSOCIATION OF ELECTORAL ADMINI
Democratic Services,2014-01-13,877.97,THE LEEDS TEACHING HOSPITALS NHS
Democratic Services,2014-01-10,975.00,TRANSLATE UK LIMITED
Democratic Services,2014-01-10,-975.00,TRANSLATE UK LIMITED
Democratic Services,2014-01-06,9804.00,WAKEFIELD MET DIST CNCL
Democratic Services,2014-01-20,8722.00,WAKEFIELD MET DIST CNCL
Democratic Services,2014-01-29,6123.00,WAKEFIELD MET DIST CNCL
Democratic Services,2014-01-29,1227.00,WAKEFIELD MET DIST CNCL
Development Services,2014-01-29,840.00,G C PRINGLE
Development Services,2014-01-22,900.00,KEIGHLEY TREE SERVICES
Development Services,2014-01-22,2413.60,MEDIACOM NORTH LTD
Development Services,2014-01-24,1809.45,MEDIACOM NORTH LTD
Development Services,2014-01-22,1472.41,MEDIACOM NORTH LTD
Development Services,2014-01-03,15710.40,OVE ARUP & PARTNERS LTD
Development Services,2014-01-24,2167.00,WYG ENGINEERING LTD
Development Services,2014-01-24,-2167.00,WYG ENGINEERING LTD
Development Services,2014-01-24,2167.00,WYG ENVIRONMENT PLANNING TRANSPORT
Development Services,2014-01-29,1606.00,WYG ENVIRONMENT PLANNING TRANSPORT
Economic Development Service,2014-01-08,1450.00,AIREDALE ENTERPRISE SERVICES
Economic Development Service,2014-01-20,795.00,ASSOCIATION OF TOWN CENTRE MANAGEME
Economic Development Service,2014-01-31,875.00,BAG IT DON'T BIN IT LTD
Economic Development Service,2014-01-31,-1050.00,BAG IT DON'T BIN IT LTD
Economic Development Service,2014-01-08,880.00,CONTROLLED SPACE LTD
Economic Development Service,2014-01-06,1890.00,DOUBLE TROUBLE PUBLISHING LTD
Economic Development Service,2014-01-03,23981.25,EC HARRIS LLP
Economic Development Service,2014-01-20,1460.00,EVERLAST SCAFFOLDING LTD
Economic Development Service,2014-01-24,6430.00,GUMPTION CENTRES LIMITED
Economic Development Service,2014-01-06,1593.75,HAYFIELD ROBINSON
Economic Development Service,2014-01-17,5926.72,INTELLIGENCE CORPORATE SERVICES LTD
Economic Development Service,2014-01-31,1791.67,JURYS INN GROUP LTD
Economic Development Service,2014-01-06,5000.00,KMATRIX DATA SERVICES LTD
Economic Development Service,2014-01-10,58592.95,LEEDS COUNCIL
Economic Development Service,2014-01-15,6559.30,MEDIACOM NORTH LTD
Economic Development Service,2014-01-15,6290.95,MEDIACOM NORTH LTD
Economic Development Service,2014-01-15,6290.95,MEDIACOM NORTH LTD
Economic Development Service,2014-01-06,2180.19,MEDIACOM NORTH LTD
Economic Development Service,2014-01-06,1776.60,MEDIACOM NORTH LTD
Economic Development Service,2014-01-06,1776.60,MEDIACOM NORTH LTD
Economic Development Service,2014-01-15,1300.00,MEDIACOM NORTH LTD
Economic Development Service,2014-01-15,-4111.80,MEDIACOM NORTH LTD
Economic Development Service,2014-01-08,715.50,MILBURNS
Economic Development Service,2014-01-06,1625.00,NUTTALL YARWOOD & PARTNERS LTD
Economic Development Service,2014-01-17,3330.20,PHS GROUP PLC
Economic Development Service,2014-01-20,2318.00,PULSE FM LTD
Economic Development Service,2014-01-20,2318.00,PULSE FM LTD
Economic Development Service,2014-01-20,1350.00,PULSE FM LTD
Economic Development Service,2014-01-03,1054.00,PURCHASE POWER
Economic Development Service,2014-01-10,2050.00,Q20 THEATRE
Economic Development Service,2014-01-10,750.00,Q20 THEATRE
Economic Development Service,2014-01-10,1950.00,RAISE THE ROOF
Economic Development Service,2014-01-17,640.00,RAISE THE ROOF
Economic Development Service,2014-01-10,7000.00,SANDINYOUREYE
Economic Development Service,2014-01-24,2548.00,SECURITY DIRECT PRODUCTS LTD
Economic Development Service,2014-01-31,890.00,SEP (SITE ENGINEERING PERSONNEL) LT
Economic Development Service,2014-01-27,537.00,STEVE THORPE & SON GARDENING LTD
Economic Development Service,2014-01-20,672.00,SUPPLY UK HIRE SHOPS LTD
Economic Development Service,2014-01-03,2500.00,SUSAN KENYON STRATEGIC MARKETING
Economic Development Service,2014-01-06,850.00,THE SKI BAND
Economic Development Service,2014-01-13,1377.57,URBAN SPLASH YORKSHIRE LTD (RMG)
Economic Development Service,2014-01-13,1090.00,YORKSHIRE MAFIA EVENTS LLP
Ed Contract Services,2014-01-10,943.00,ANLABY WINDOW CLEANING SERVICES LTD
Ed Contract Services,2014-01-10,653.39,ARGOS BUSINESS SOLUTIONS
Ed Contract Services,2014-01-27,1000.00,ASSOCIATED SECURITY SOLUTIONS LTD
Ed Contract Services,2014-01-10,513.11,DEBRIAR LTD
Ed Contract Services,2014-01-27,1354.44,DENBY CATERING EQUIPMENT LTD
Ed Contract Services,2014-01-10,1023.00,DENBY CATERING EQUIPMENT LTD
Ed Contract Services,2014-01-24,8637.00,DIGITAL ID
Ed Contract Services,2014-01-17,507.00,EDMUNDSON ELECTRICAL LTD
Ed Contract Services,2014-01-13,1023.77,F W BISHOP & SON LTD
Ed Contract Services,2014-01-13,686.55,F W BISHOP & SON LTD
Ed Contract Services,2014-01-13,651.77,F W BISHOP & SON LTD
Ed Contract Services,2014-01-13,506.48,F W BISHOP & SON LTD
Ed Contract Services,2014-01-15,686.30,FRESHFAYRE LTD
Ed Contract Services,2014-01-24,608.59,FRESHFAYRE LTD
Ed Contract Services,2014-01-20,592.93,FRESHFAYRE LTD
Ed Contract Services,2014-01-10,538.93,FRESHFAYRE LTD
Ed Contract Services,2014-01-15,511.31,FRESHFAYRE LTD
Ed Contract Services,2014-01-20,503.44,FRESHFAYRE LTD
Ed Contract Services,2014-01-27,1087.40,FRETWELL-DOWNING HOSPITALITY LTD
Ed Contract Services,2014-01-24,553.92,HAIGHS (GUISELEY) LTD
Ed Contract Services,2014-01-06,739.50,INVESTEC ASSET FINANCE PLC
Ed Contract Services,2014-01-22,5095.12,J W YOUNG (BUTCHER) LTD
Ed Contract Services,2014-01-15,4653.32,J W YOUNG (BUTCHER) LTD
Ed Contract Services,2014-01-27,4023.52,J W YOUNG (BUTCHER) LTD
Ed Contract Services,2014-01-06,2905.77,J W YOUNG (BUTCHER) LTD
Ed Contract Services,2014-01-15,1989.64,J W YOUNG (BUTCHER) LTD
Ed Contract Services,2014-01-13,1870.30,J W YOUNG (BUTCHER) LTD
Ed Contract Services,2014-01-15,1390.35,J W YOUNG (BUTCHER) LTD
Ed Contract Services,2014-01-27,1346.77,J W YOUNG (BUTCHER) LTD
Ed Contract Services,2014-01-06,523.00,J W YOUNG (BUTCHER) LTD
Ed Contract Services,2014-01-27,523.00,J W YOUNG (BUTCHER) LTD
Ed Contract Services,2014-01-22,517.95,J W YOUNG (BUTCHER) LTD
Ed Contract Services,2014-01-31,1770.30,MORRIS QUALITY BAKERS
Ed Contract Services,2014-01-06,1702.68,MORRIS QUALITY BAKERS
Ed Contract Services,2014-01-31,1007.61,MORRIS QUALITY BAKERS
Ed Contract Services,2014-01-06,883.26,MORRIS QUALITY BAKERS
Ed Contract Services,2014-01-31,879.46,MORRIS QUALITY BAKERS
Ed Contract Services,2014-01-06,866.58,MORRIS QUALITY BAKERS
Ed Contract Services,2014-01-31,601.40,MORRIS QUALITY BAKERS
Ed Contract Services,2014-01-31,517.16,MORRIS QUALITY BAKERS
Ed Contract Services,2014-01-27,3225.00,NATIONWIDE RETAIL SYSTEMS LTD
Ed Contract Services,2014-01-06,1945.00,NATIONWIDE RETAIL SYSTEMS LTD
Ed Contract Services,2014-01-20,3629.56,NICHOLL FOOD PACKAGING LTD
