Organisational Unit,Payment Date,Amount,Beneficiary Name
AHL Policy Res & Dev,2013-11-13,650.00,Carrier Direct Limited
AHL Policy Res & Dev,2013-11-25,1233.53,SLATERS MENSWEAR
AHL Policy Res & Dev,2013-11-01,4000.00,VISITBRITAIN
AHL Policy Res & Dev,2013-11-06,2834.11,VISITBRITAIN
Asset Management,2013-11-25,552.00,DARVILLS REMOVALS
Asset Management,2013-11-01,6500.00,DOVE HAIGH PHILLIPS LTD
Asset Management,2013-11-25,7164.00,DRAKE PLANT HIRE
Asset Management,2013-11-13,4208.45,GRICE BROS & CO LTD
Asset Management,2013-11-13,3903.50,GRICE BROS & CO LTD
Asset Management,2013-11-01,1452.30,GRICE BROS & CO LTD
Asset Management,2013-11-11,1967.50,JOHN FALKINGHAM ASSOCIATES
Asset Management,2013-11-01,3375.00,STOREYS EDWARD SYMMONS
Asset Management,2013-11-01,2775.00,STOREYS EDWARD SYMMONS
Asset Management,2013-11-01,581.25,STOREYS EDWARD SYMMONS
Asset Management,2013-11-25,682.00,UNIVERSAL AV SERVICES LTD
Asset Management,2013-11-27,750.00,VALUATION OFFICE AGENCY
Bradford i,2013-11-20,23885.36,BYTES TECHNOLOGY GROUP
Bradford i,2013-11-20,42000.00,CERTERO LIMITED
Bradford i,2013-11-25,11021.19,COVALENT TRANSFORMING PERFORMANCE
Bradford i,2013-11-18,3615.17,ESRI UK LTD
Bradford i,2013-11-18,3615.16,ESRI UK LTD
Bradford i,2013-11-18,2500.00,LEEDS COUNCIL
Bradford i,2013-11-20,2609.30,VODAFONE
Building Control,2013-11-08,750.00,CALDERDALE MBC
Business Services,2013-11-08,2695.00,BOLD COMMUNICATIONS LTD
Business Services,2013-11-08,14797.43,NET VIEW SYSTEMS LTD
Business Services,2013-11-22,7416.31,NET VIEW SYSTEMS LTD
Business Services,2013-11-22,2365.00,NET VIEW SYSTEMS LTD
Business Services,2013-11-08,915.00,NET VIEW SYSTEMS LTD
Business Services,2013-11-20,3750.00,SALTS SECURITY SYSTEMS LTD
Business Services,2013-11-22,722.00,SALTS SECURITY SYSTEMS LTD
Business Services,2013-11-22,1750.00,TERRIER SC LTD
Business Services,2013-11-22,860.00,TERRIER SC LTD
Business Services,2013-11-22,700.00,THE CCTV Training Academy
Councilwide,2013-11-18,24112.52,BRITISH GAS TRADING LTD
Councilwide,2013-11-11,10232.36,BRITISH GAS TRADING LTD
Councilwide,2013-11-08,5547.11,BRITISH GAS TRADING LTD
Councilwide,2013-11-06,4283.13,BRITISH GAS TRADING LTD
Councilwide,2013-11-11,3695.73,BRITISH GAS TRADING LTD
Councilwide,2013-11-11,3292.06,BRITISH GAS TRADING LTD
Councilwide,2013-11-11,2693.55,BRITISH GAS TRADING LTD
Councilwide,2013-11-18,2533.26,BRITISH GAS TRADING LTD
Councilwide,2013-11-18,2520.69,BRITISH GAS TRADING LTD
Councilwide,2013-11-13,2363.53,BRITISH GAS TRADING LTD
Councilwide,2013-11-11,2328.23,BRITISH GAS TRADING LTD
Councilwide,2013-11-11,2179.89,BRITISH GAS TRADING LTD
Councilwide,2013-11-11,1939.32,BRITISH GAS TRADING LTD
Councilwide,2013-11-11,1935.70,BRITISH GAS TRADING LTD
Councilwide,2013-11-11,1891.41,BRITISH GAS TRADING LTD
Councilwide,2013-11-13,1838.90,BRITISH GAS TRADING LTD
Councilwide,2013-11-11,1577.32,BRITISH GAS TRADING LTD
Councilwide,2013-11-11,1544.88,BRITISH GAS TRADING LTD
Councilwide,2013-11-18,1484.50,BRITISH GAS TRADING LTD
Councilwide,2013-11-11,1423.79,BRITISH GAS TRADING LTD
Councilwide,2013-11-08,1321.91,BRITISH GAS TRADING LTD
Councilwide,2013-11-11,1270.24,BRITISH GAS TRADING LTD
Councilwide,2013-11-11,1247.20,BRITISH GAS TRADING LTD
Councilwide,2013-11-11,1227.45,BRITISH GAS TRADING LTD
Councilwide,2013-11-11,1201.30,BRITISH GAS TRADING LTD
Councilwide,2013-11-11,1157.85,BRITISH GAS TRADING LTD
Councilwide,2013-11-11,1078.21,BRITISH GAS TRADING LTD
Councilwide,2013-11-11,1071.37,BRITISH GAS TRADING LTD
Councilwide,2013-11-11,1056.54,BRITISH GAS TRADING LTD
Councilwide,2013-11-11,1056.01,BRITISH GAS TRADING LTD
Councilwide,2013-11-11,1045.59,BRITISH GAS TRADING LTD
Councilwide,2013-11-11,991.62,BRITISH GAS TRADING LTD
Councilwide,2013-11-11,979.19,BRITISH GAS TRADING LTD
Councilwide,2013-11-08,944.83,BRITISH GAS TRADING LTD
Councilwide,2013-11-11,924.77,BRITISH GAS TRADING LTD
Councilwide,2013-11-11,761.12,BRITISH GAS TRADING LTD
Councilwide,2013-11-11,724.56,BRITISH GAS TRADING LTD
Councilwide,2013-11-11,714.02,BRITISH GAS TRADING LTD
Councilwide,2013-11-18,712.59,BRITISH GAS TRADING LTD
Councilwide,2013-11-11,696.57,BRITISH GAS TRADING LTD
Councilwide,2013-11-11,687.11,BRITISH GAS TRADING LTD
Councilwide,2013-11-08,675.81,BRITISH GAS TRADING LTD
Councilwide,2013-11-18,652.90,BRITISH GAS TRADING LTD
Councilwide,2013-11-11,596.84,BRITISH GAS TRADING LTD
Councilwide,2013-11-18,572.39,BRITISH GAS TRADING LTD
Councilwide,2013-11-08,565.67,BRITISH GAS TRADING LTD
Councilwide,2013-11-11,555.52,BRITISH GAS TRADING LTD
Councilwide,2013-11-18,530.79,BRITISH GAS TRADING LTD
Councilwide,2013-11-18,512.56,BRITISH GAS TRADING LTD
Councilwide,2013-11-11,504.02,BRITISH GAS TRADING LTD
Councilwide,2013-11-11,501.91,BRITISH GAS TRADING LTD
Councilwide,2013-11-11,-712.05,BRITISH GAS TRADING LTD
Councilwide,2013-11-11,-1053.29,BRITISH GAS TRADING LTD
Councilwide,2013-11-11,-2279.86,BRITISH GAS TRADING LTD
Councilwide,2013-11-11,-4239.62,BRITISH GAS TRADING LTD
Councilwide,2013-11-08,17668.32,NPOWER (ELECTRIC)
Councilwide,2013-11-08,6919.85,NPOWER (ELECTRIC)
Councilwide,2013-11-08,6415.12,NPOWER (ELECTRIC)
Councilwide,2013-11-08,5947.05,NPOWER (ELECTRIC)
Councilwide,2013-11-08,5747.10,NPOWER (ELECTRIC)
Councilwide,2013-11-08,5706.17,NPOWER (ELECTRIC)
Councilwide,2013-11-08,5288.84,NPOWER (ELECTRIC)
Councilwide,2013-11-08,5173.09,NPOWER (ELECTRIC)
Councilwide,2013-11-08,4946.71,NPOWER (ELECTRIC)
Councilwide,2013-11-08,4380.78,NPOWER (ELECTRIC)
Councilwide,2013-11-11,3535.96,NPOWER (ELECTRIC)
Councilwide,2013-11-11,3530.83,NPOWER (ELECTRIC)
Councilwide,2013-11-08,2989.15,NPOWER (ELECTRIC)
Councilwide,2013-11-11,2724.87,NPOWER (ELECTRIC)
Councilwide,2013-11-11,2687.66,NPOWER (ELECTRIC)
Councilwide,2013-11-08,2640.58,NPOWER (ELECTRIC)
Councilwide,2013-11-11,2425.56,NPOWER (ELECTRIC)
Councilwide,2013-11-11,2252.67,NPOWER (ELECTRIC)
Councilwide,2013-11-11,2246.04,NPOWER (ELECTRIC)
Councilwide,2013-11-11,2241.77,NPOWER (ELECTRIC)
Councilwide,2013-11-08,2136.66,NPOWER (ELECTRIC)
Councilwide,2013-11-11,2100.17,NPOWER (ELECTRIC)
Councilwide,2013-11-11,2018.69,NPOWER (ELECTRIC)
Councilwide,2013-11-11,1951.14,NPOWER (ELECTRIC)
Councilwide,2013-11-11,1811.63,NPOWER (ELECTRIC)
Councilwide,2013-11-08,1662.13,NPOWER (ELECTRIC)
Councilwide,2013-11-08,1619.52,NPOWER (ELECTRIC)
Councilwide,2013-11-11,1596.15,NPOWER (ELECTRIC)
Councilwide,2013-11-11,1490.58,NPOWER (ELECTRIC)
Councilwide,2013-11-11,1481.34,NPOWER (ELECTRIC)
Councilwide,2013-11-11,1453.97,NPOWER (ELECTRIC)
Councilwide,2013-11-11,1404.24,NPOWER (ELECTRIC)
Councilwide,2013-11-08,1378.94,NPOWER (ELECTRIC)
Councilwide,2013-11-11,1377.84,NPOWER (ELECTRIC)
Councilwide,2013-11-08,1369.20,NPOWER (ELECTRIC)
Councilwide,2013-11-11,1338.29,NPOWER (ELECTRIC)
Councilwide,2013-11-11,1332.31,NPOWER (ELECTRIC)
Councilwide,2013-11-11,1328.82,NPOWER (ELECTRIC)
Councilwide,2013-11-11,1304.34,NPOWER (ELECTRIC)
Councilwide,2013-11-08,1302.60,NPOWER (ELECTRIC)
Councilwide,2013-11-08,1291.33,NPOWER (ELECTRIC)
Councilwide,2013-11-11,1276.17,NPOWER (ELECTRIC)
