Organisational Unit,Payment Date,Amount,Beneficiary Name
AHL,2015-08-14,1416.98,BRADFORD THEATRE ARTS
AHL,2015-08-03,1238.92,SOCIETY OF LONDON THEATRE
AHL Policy Res & Dev,2015-08-21,1257.79,SLATERS MENSWEAR
AHL Policy Res & Dev,2015-08-03,500.00,PAUL RAYBOULD MARKETING LTD
AHL Policy Res & Dev,2015-08-10,1492.50,TWENTY TWENTY FILMS
AHL Policy Res & Dev,2015-08-14,600.00,FENIX MEDIA LTD
AHL Policy Res & Dev,2015-08-21,770.00,R//EVOLUTION MARKETING
AHL Policy Res & Dev,2015-08-26,3500.00,ACORN T-STATS LTD
AHL Policy Res & Dev,2015-08-28,3000.00,FACTORY MEDIA
AHL Policy Res & Dev,2015-08-28,675.00,APL MEDIA LTD
AHL Policy Res & Dev,2015-08-21,3799.25,YORKSHIRE AGRICULTURAL SOCIETY
AHL Policy Res & Dev,2015-08-26,623.30,GATEHOUSE PRINTS
AHL Policy Res & Dev,2015-08-26,697.39,MAYFIELD BOOKS & GIFTS
AHL Policy Res & Dev,2015-08-26,558.49,MAYFIELD BOOKS & GIFTS
AHL Policy Res & Dev,2015-08-26,856.40,MAYFIELD BOOKS & GIFTS
Asset Management,2015-08-26,675.00,COMPLETE OFFICE SOLUTIONS LTD
Asset Management,2015-08-10,975.00,BROWFIELD CONTRACTING LTD
Asset Management,2015-08-10,3500.00,BROWFIELD CONTRACTING LTD
Asset Management,2015-08-21,500.00,MARK BREARLEY & COMPANY
Asset Management,2015-08-26,1300.00,GRICE BROS & CO LTD
Asset Management,2015-08-18,500.00,DARVILLS REMOVALS & STORAGE LTD
Asset Management,2015-08-18,600.60,DARVILLS REMOVALS & STORAGE LTD
Asset Management,2015-08-21,520.00,DARVILLS REMOVALS & STORAGE LTD
Asset Management,2015-08-26,750.00,GRICE BROS & CO LTD
Building Control,2015-08-03,4145.50,JOHN FALKINGHAM ASSOCIATES
Building Control,2015-08-21,695.00,CALDERDALE SEWER SERVICES
Business Services,2015-08-10,3249.34,NET VIEW SYSTEMS LTD
Business Services,2015-08-10,2827.70,NET VIEW SYSTEMS LTD
Business Services,2015-08-10,4374.27,NET VIEW SYSTEMS LTD
Business Services,2015-08-14,2637.17,NET VIEW SYSTEMS LTD
Business Services,2015-08-14,3530.82,NET VIEW SYSTEMS LTD
Changing Our Council,2015-08-18,12656.25,NATIONAL CAR PARKS LTD
"Climate, Housing, Employment & Skills",2015-08-05,4960.50,SALEEM SHAFIQ
"Climate, Housing, Employment & Skills",2015-08-06,11100.38,ON TIME HOME IMPROVEMENTS
"Climate, Housing, Employment & Skills",2015-08-07,529.00,SILVERMOON CONSTRUCTION
"Climate, Housing, Employment & Skills",2015-08-07,642.00,IRON BY DESIGN
"Climate, Housing, Employment & Skills",2015-08-07,721.82,CARPETS DIRECT
"Climate, Housing, Employment & Skills",2015-08-06,-11100.38,ON TIME HOME IMPROVEMENTS
"Climate, Housing, Employment & Skills",2015-08-10,11100.00,ON TIME HOME IMPROVEMENTS
"Climate, Housing, Employment & Skills",2015-08-10,1265.00,TERRY GROUP LTD
"Climate, Housing, Employment & Skills",2015-08-14,3333.50,TOTAL HYGIENE  LTD
"Climate, Housing, Employment & Skills",2015-08-14,13066.66,J.A. BUILDERS
"Climate, Housing, Employment & Skills",2015-08-14,2400.00,SHAW BUILDING SERVICES
"Climate, Housing, Employment & Skills",2015-08-18,5999.23,JOHN J FINN
"Climate, Housing, Employment & Skills",2015-08-18,931.60,T HUSSAIN BUILDERS
"Climate, Housing, Employment & Skills",2015-08-21,2640.00,WARNES ELECTRICAL LTD
"Climate, Housing, Employment & Skills",2015-08-28,685.00,J & S ROOFING
Corporate Se,2015-08-14,1250.00,FUSE ART SPACE
Council Wide,2015-08-05,696.70,NPOWER (ELECTRIC)
Council Wide,2015-08-07,843.93,NPOWER (ELECTRIC)
Council Wide,2015-08-14,698.03,NPOWER (ELECTRIC)
Council Wide,2015-08-14,1217.42,NPOWER (ELECTRIC)
Council Wide,2015-08-14,1789.13,NPOWER (ELECTRIC)
Council Wide,2015-08-14,4554.25,NPOWER (ELECTRIC)
Council Wide,2015-08-14,5771.88,NPOWER (ELECTRIC)
Council Wide,2015-08-14,3609.62,NPOWER (ELECTRIC)
Council Wide,2015-08-14,1384.34,NPOWER (ELECTRIC)
Council Wide,2015-08-14,5382.17,NPOWER (ELECTRIC)
Council Wide,2015-08-14,7362.96,NPOWER (ELECTRIC)
Council Wide,2015-08-14,2596.12,NPOWER (ELECTRIC)
Council Wide,2015-08-14,15689.86,NPOWER (ELECTRIC)
Council Wide,2015-08-14,1605.33,NPOWER (ELECTRIC)
Council Wide,2015-08-14,5800.44,NPOWER (ELECTRIC)
Council Wide,2015-08-14,757.75,NPOWER (ELECTRIC)
Council Wide,2015-08-14,5383.36,NPOWER (ELECTRIC)
Council Wide,2015-08-14,5916.04,NPOWER (ELECTRIC)
Council Wide,2015-08-14,923.27,NPOWER (ELECTRIC)
