Organisational Unit,Payment Date,Amount,Beneficiary Name
Adult & Community Services,2016-06-02,1266.35,06 CARE LTD
Adult & Community Services,2016-06-02,1362.99,06 CARE LTD
Adult & Community Services,2016-06-02,777,06 CARE LTD
Adult & Community Services,2016-06-02,966,06 CARE LTD
Adult & Community Services,2016-06-02,542.94,06 CARE LTD
Adult & Community Services,2016-06-02,539,06 CARE LTD
Adult & Community Services,2016-06-02,882,06 CARE LTD
Adult & Community Services,2016-06-02,630,06 CARE LTD
Adult & Community Services,2016-06-02,932.2,06 CARE LTD
Adult & Community Services,2016-06-02,663.6,06 CARE LTD
Adult & Community Services,2016-06-02,1990.80,06 CARE LTD
Adult & Community Services,2016-06-09,1990.80,06 CARE LTD
Adult & Community Services,2016-06-09,663.6,06 CARE LTD
Adult & Community Services,2016-06-09,932.2,06 CARE LTD
Adult & Community Services,2016-06-09,630,06 CARE LTD
Adult & Community Services,2016-06-09,882,06 CARE LTD
Adult & Community Services,2016-06-09,539,06 CARE LTD
Adult & Community Services,2016-06-09,966,06 CARE LTD
Adult & Community Services,2016-06-09,777,06 CARE LTD
Adult & Community Services,2016-06-09,1239.69,06 CARE LTD
Adult & Community Services,2016-06-09,1396.31,06 CARE LTD
Adult & Community Services,2016-06-16,1466.30,06 CARE LTD
Adult & Community Services,2016-06-16,1319.67,06 CARE LTD
Adult & Community Services,2016-06-16,777,06 CARE LTD
Adult & Community Services,2016-06-16,966,06 CARE LTD
Adult & Community Services,2016-06-16,542.94,06 CARE LTD
Adult & Community Services,2016-06-16,539,06 CARE LTD
Adult & Community Services,2016-06-16,882,06 CARE LTD
Adult & Community Services,2016-06-16,630,06 CARE LTD
Adult & Community Services,2016-06-16,932.2,06 CARE LTD
Adult & Community Services,2016-06-16,663.6,06 CARE LTD
Adult & Community Services,2016-06-16,1990.80,06 CARE LTD
Adult & Community Services,2016-06-23,932.2,06 CARE LTD
Adult & Community Services,2016-06-23,663.6,06 CARE LTD
Adult & Community Services,2016-06-23,1990.80,06 CARE LTD
Adult & Community Services,2016-06-23,630,06 CARE LTD
Adult & Community Services,2016-06-23,777,06 CARE LTD
Adult & Community Services,2016-06-23,966,06 CARE LTD
Adult & Community Services,2016-06-23,539,06 CARE LTD
Adult & Community Services,2016-06-23,882,06 CARE LTD
Adult & Community Services,2016-06-30,1990.80,06 CARE LTD
Adult & Community Services,2016-06-30,777,06 CARE LTD
Adult & Community Services,2016-06-30,966,06 CARE LTD
Adult & Community Services,2016-06-30,542.94,06 CARE LTD
Adult & Community Services,2016-06-30,542.94,06 CARE LTD
Adult & Community Services,2016-06-30,542.94,06 CARE LTD
Adult & Community Services,2016-06-30,542.94,06 CARE LTD
Adult & Community Services,2016-06-30,539,06 CARE LTD
Adult & Community Services,2016-06-30,882,06 CARE LTD
Adult & Community Services,2016-06-30,630,06 CARE LTD
Adult & Community Services,2016-06-30,932.2,06 CARE LTD
Adult & Community Services,2016-06-30,663.6,06 CARE LTD
Adult & Community Services,2016-06-30,1502.95,06 CARE LTD
Adult & Community Services,2016-06-30,1502.95,06 CARE LTD
Adult & Community Services,2016-06-30,873.11,06 CARE LTD
Adult & Community Services,2016-06-30,1059.73,06 CARE LTD
Adult & Community Services,2016-06-02,3266.48,2a PARK VIEW ROAD CARE HOME
Adult & Community Services,2016-06-02,1352.54,2a PARK VIEW ROAD CARE HOME
Adult & Community Services,2016-06-02,1376.62,2a PARK VIEW ROAD CARE HOME
Adult & Community Services,2016-06-02,2813.86,2a PARK VIEW ROAD CARE HOME
Adult & Community Services,2016-06-02,3069.22,2a PARK VIEW ROAD CARE HOME
Adult & Community Services,2016-06-02,3181.64,2a PARK VIEW ROAD CARE HOME
Adult & Community Services,2016-06-02,2744.98,2a PARK VIEW ROAD CARE HOME
Adult & Community Services,2016-06-02,3443.02,2a PARK VIEW ROAD CARE HOME
Adult & Community Services,2016-06-02,3738.14,2a PARK VIEW ROAD CARE HOME
Adult & Community Services,2016-06-02,6192.34,2a PARK VIEW ROAD CARE HOME
Adult & Community Services,2016-06-02,3147.48,2a PARK VIEW ROAD CARE HOME
Adult & Community Services,2016-06-16,3266.48,2a PARK VIEW ROAD CARE HOME
Adult & Community Services,2016-06-16,1352.54,2a PARK VIEW ROAD CARE HOME
Adult & Community Services,2016-06-16,3147.48,2a PARK VIEW ROAD CARE HOME
Adult & Community Services,2016-06-16,6192.34,2a PARK VIEW ROAD CARE HOME
Adult & Community Services,2016-06-16,3738.14,2a PARK VIEW ROAD CARE HOME
Adult & Community Services,2016-06-16,3181.64,2a PARK VIEW ROAD CARE HOME
Adult & Community Services,2016-06-16,3069.22,2a PARK VIEW ROAD CARE HOME
Adult & Community Services,2016-06-16,2813.86,2a PARK VIEW ROAD CARE HOME
Adult & Community Services,2016-06-16,2744.98,2a PARK VIEW ROAD CARE HOME
Adult & Community Services,2016-06-16,3443.02,2a PARK VIEW ROAD CARE HOME
Adult & Community Services,2016-06-16,1376.62,2a PARK VIEW ROAD CARE HOME
Adult & Community Services,2016-06-23,15619.10,2a PARK VIEW ROAD CARE HOME
Adult & Community Services,2016-06-23,3346.95,2a PARK VIEW ROAD CARE HOME
Adult & Community Services,2016-06-30,3266.48,2a PARK VIEW ROAD CARE HOME
Adult & Community Services,2016-06-30,1352.54,2a PARK VIEW ROAD CARE HOME
Adult & Community Services,2016-06-30,6192.34,2a PARK VIEW ROAD CARE HOME
Adult & Community Services,2016-06-30,2813.86,2a PARK VIEW ROAD CARE HOME
Adult & Community Services,2016-06-30,3069.22,2a PARK VIEW ROAD CARE HOME
Adult & Community Services,2016-06-30,3181.64,2a PARK VIEW ROAD CARE HOME
Adult & Community Services,2016-06-30,2744.98,2a PARK VIEW ROAD CARE HOME
Adult & Community Services,2016-06-30,3443.02,2a PARK VIEW ROAD CARE HOME
Adult & Community Services,2016-06-30,1376.62,2a PARK VIEW ROAD CARE HOME
Adult & Community Services,2016-06-30,3738.14,2a PARK VIEW ROAD CARE HOME
Adult & Community Services,2016-06-30,3123.82,2a PARK VIEW ROAD CARE HOME
Adult & Community Services,2016-06-30,3147.48,2a PARK VIEW ROAD CARE HOME
Adult & Community Services,2016-06-16,600,A1 TAXIS (BRADFORD)
Adult & Community Services,2016-06-02,4479.16,AALPS NORTH
Adult & Community Services,2016-06-16,4479.16,AALPS NORTH
Adult & Community Services,2016-06-30,4479.16,AALPS NORTH
Adult & Community Services,2016-06-23,5509.00,AAT (GB) LTD
Adult & Community Services,2016-06-02,921.9,ABBEYDALE RESIDENTIAL HOME
Adult & Community Services,2016-06-16,618.66,ABBEYDALE RESIDENTIAL HOME
Adult & Community Services,2016-06-16,921.9,ABBEYDALE RESIDENTIAL HOME
Adult & Community Services,2016-06-30,921.9,ABBEYDALE RESIDENTIAL HOME
Adult & Community Services,2016-06-30,915.88,ABBEYDALE RESIDENTIAL HOME
Adult & Community Services,2016-06-30,2474.64,ABBEYDALE RESIDENTIAL HOME
Adult & Community Services,2016-06-30,1623.20,ABBEYDALE RESIDENTIAL HOME
Adult & Community Services,2016-06-30,618.66,ABBEYDALE RESIDENTIAL HOME
Adult & Community Services,2016-06-02,1651.50,ABBEYFIELD THE DALES LTD
Adult & Community Services,2016-06-02,1276.34,ABBEYFIELD THE DALES LTD
Adult & Community Services,2016-06-02,560,ABBEYFIELD THE DALES LTD
Adult & Community Services,2016-06-09,1651.50,ABBEYFIELD THE DALES LTD
Adult & Community Services,2016-06-09,7598.50,ABBEYFIELD THE DALES LTD
Adult & Community Services,2016-06-09,1651.50,ABBEYFIELD THE DALES LTD
Adult & Community Services,2016-06-09,1299.67,ABBEYFIELD THE DALES LTD
Adult & Community Services,2016-06-09,560,ABBEYFIELD THE DALES LTD
Adult & Community Services,2016-06-16,560,ABBEYFIELD THE DALES LTD
Adult & Community Services,2016-06-16,1283.01,ABBEYFIELD THE DALES LTD
Adult & Community Services,2016-06-23,560,ABBEYFIELD THE DALES LTD
Adult & Community Services,2016-06-23,1651.50,ABBEYFIELD THE DALES LTD
Adult & Community Services,2016-06-23,1651.50,ABBEYFIELD THE DALES LTD
Adult & Community Services,2016-06-23,1323.00,ABBEYFIELD THE DALES LTD
Adult & Community Services,2016-06-30,560,ABBEYFIELD THE DALES LTD
Adult & Community Services,2016-06-30,1651.50,ABBEYFIELD THE DALES LTD
Adult & Community Services,2016-06-30,1349.66,ABBEYFIELD THE DALES LTD
Adult & Community Services,2016-06-02,1073.32,ABLE COMMUNITY CARE
Adult & Community Services,2016-06-02,1073.32,ABLE COMMUNITY CARE
Adult & Community Services,2016-06-02,1073.32,ABLE COMMUNITY CARE
Adult & Community Services,2016-06-23,1073.32,ABLE COMMUNITY CARE
Adult & Community Services,2016-06-23,1073.32,ABLE COMMUNITY CARE
Adult & Community Services,2016-06-23,1073.32,ABLE COMMUNITY CARE
Adult & Community Services,2016-06-02,1522.80,ACTIVE SOCIAL CARE LTD
Adult & Community Services,2016-06-02,573.75,ACTIVE SOCIAL CARE LTD
Adult & Community Services,2016-06-02,1288.00,ACTIVE SOCIAL CARE LTD
