Organisational Unit,Payment Date,Amount,Beneficiary Name
Soc Serv Children & Young Peop,2017-07-11,2500.00,16-2-25
Soc Serv Children & Young Peop,2017-07-11,-1250.00,16-2-25
Health & Wellbeing,2017-07-27,5961.44,06 CARE LIMITED
Health & Wellbeing,2017-07-20,7215.13,06 CARE LIMITED
Health & Wellbeing,2017-07-13,7609.49,06 CARE LIMITED
Health & Wellbeing,2017-07-06,10904.41,06 CARE LIMITED
Health & Wellbeing,2017-07-13,555.59,06 CARE LIMITED
Health & Wellbeing,2017-07-20,555.59,06 CARE LIMITED
Health & Wellbeing,2017-07-27,555.59,06 CARE LIMITED
Health & Wellbeing,2017-07-06,1111.18,06 CARE LIMITED
Health & Wellbeing,2017-07-13,3736.82,06 CARE LIMITED
Health & Wellbeing,2017-07-27,4891.22,06 CARE LIMITED
Health & Wellbeing,2017-07-20,4898.41,06 CARE LIMITED
Health & Wellbeing,2017-07-06,7473.64,06 CARE LIMITED
Health & Wellbeing,2017-07-13,533.92,06 CARE LIMITED
Health & Wellbeing,2017-07-20,579.04,06 CARE LIMITED
Health & Wellbeing,2017-07-27,579.04,06 CARE LIMITED
Health & Wellbeing,2017-07-06,1000.16,06 CARE LIMITED
Health & Wellbeing,2017-07-20,6813.12,06 CARE LIMITED
Health & Wellbeing,2017-07-27,6959.76,06 CARE LIMITED
Health & Wellbeing,2017-07-13,7001.07,06 CARE LIMITED
Health & Wellbeing,2017-07-06,12310.24,06 CARE LIMITED
Health & Wellbeing,2017-07-06,947.52,06 CARE LIMITED
Health & Wellbeing,2017-07-06,657.08,06 CARE LIMITED
Health & Wellbeing,2017-07-13,872.32,06 CARE LIMITED
Health & Wellbeing,2017-07-20,872.32,06 CARE LIMITED
Health & Wellbeing,2017-07-27,872.32,06 CARE LIMITED
Health & Wellbeing,2017-07-06,1744.64,06 CARE LIMITED
Health & Wellbeing,2017-07-20,661.76,06 CARE LIMITED
Health & Wellbeing,2017-07-13,676.80,06 CARE LIMITED
Health & Wellbeing,2017-07-27,676.80,06 CARE LIMITED
Health & Wellbeing,2017-07-06,1338.56,06 CARE LIMITED
Soc Serv Children & Young Peop,2017-07-04,4750.06,1ARK PROJECT LTD
Soc Serv Children & Young Peop,2017-07-04,4841.04,1ARK PROJECT LTD
St Scene & Waste Man,2017-07-18,1425.80,1ST CHOICE PRIVATE HIRE
"Museums, Galleries & Heritage",2017-07-20,29230.00,24 DESIGN LTD
"Museums, Galleries & Heritage",2017-07-11,8650.00,24 DESIGN LTD
Health & Wellbeing,2017-07-27,979.20,2a PARK VIEW ROAD CARE HOME
Health & Wellbeing,2017-07-13,1468.80,2a PARK VIEW ROAD CARE HOME
Health & Wellbeing,2017-07-13,1352.54,2a PARK VIEW ROAD CARE HOME
Health & Wellbeing,2017-07-27,1352.54,2a PARK VIEW ROAD CARE HOME
