Organisational Unit,Payment Date,Amount,Beneficiary Name
Skills for Work,2016-03-24,22684.00,SMART STYLE HOLDINGS LTD
Skills for Work,2016-03-07,760.4,SMART STYLE HOLDINGS LTD
Skills for Work,2016-03-08,585,SAFE AND EQUAL LEARNING PARTNERSHIP
Skills for Work,2016-03-22,1225.95,PEARSON EDUCATION LTD
Skills for Work,2016-03-22,774.6,OCR
Skills for Work,2016-03-24,1350.00,OPEN UNIVERSITY
Skills for Work,2016-03-24,2700.00,OPEN UNIVERSITY
Skills for Work,2016-03-09,1350.00,OPEN UNIVERSITY
Skills for Work,2016-03-17,1500.00,Syeda Amina Trust
Education Client Team,2016-03-29,1812.00,BARNARDOS
Education Client Team,2016-03-15,142724.00,PROSPECTS SERVICES LTD
Education Client Team,2016-03-18,700.4,KATH BLANCHARD
Education Client Team,2016-03-29,1152.00,HAPPY HOURS CRECHE LTD
Education Client Team,2016-03-01,8987.50,ARC NETWORK
Education Client Team,2016-03-03,19000.00,REMPLOY LTD
Education Client Team,2016-03-15,175000.00,WEST YORKSHIRE COMBINED AUTHORITY
Education Client Team,2016-03-31,17620.95,WEST YORKSHIRE COMBINED AUTHORITY
Education Buildings Team,2016-03-23,1002744.69,INTEGRATED BRADFORD SPVONE LTD
Education Buildings Team,2016-03-23,29800.00,INTEGRATED BRADFORD SPV 2 LIMITED
Education Buildings Team,2016-03-23,2105307.63,INTEGRATED BRADFORD SPV 2 LIMITED
Education Buildings Team,2016-03-14,3446.50,ADDLESHAW GODDARD
Education Buildings Team,2016-03-18,2025.00,ELDWICK PRIMARY SCHOOL
Education Buildings Team,2016-03-17,1711.70,VIRGIN MEDIA PAYMENTS LTD
Adult & Community Services,2016-03-24,573.64,SENSE
Adult & Community Services,2016-03-31,1577.12,SENSE
Adult & Community Services,2016-03-24,1516.66,SENSE
Adult & Community Services,2016-03-31,581.3,CEFNDY HEALTHCARE
Adult & Community Services,2016-03-11,670.85,CEFNDY HEALTHCARE
Adult & Community Services,2016-03-03,650,CARE UNIQUE LTD
Adult & Community Services,2016-03-10,650,CARE UNIQUE LTD
Adult & Community Services,2016-03-17,650,CARE UNIQUE LTD
Adult & Community Services,2016-03-24,650,CARE UNIQUE LTD
Adult & Community Services,2016-03-31,650,CARE UNIQUE LTD
Adult & Community Services,2016-03-03,1452.75,CARE UNIQUE LTD
Adult & Community Services,2016-03-10,1452.75,CARE UNIQUE LTD
Adult & Community Services,2016-03-17,1452.75,CARE UNIQUE LTD
Adult & Community Services,2016-03-24,1452.75,CARE UNIQUE LTD
Adult & Community Services,2016-03-31,1452.75,CARE UNIQUE LTD
Adult & Community Services,2016-03-17,663,CARE UNIQUE LTD
Adult & Community Services,2016-03-24,663,CARE UNIQUE LTD
Adult & Community Services,2016-03-31,663,CARE UNIQUE LTD
Adult & Community Services,2016-03-03,1670.50,CARE UNIQUE LTD
Adult & Community Services,2016-03-03,1670.50,CARE UNIQUE LTD
Adult & Community Services,2016-03-03,1716.00,CARE UNIQUE LTD
Adult & Community Services,2016-03-31,1761.50,CARE UNIQUE LTD
Adult & Community Services,2016-03-31,1761.50,CARE UNIQUE LTD
Adult & Community Services,2016-03-03,1774.50,CARE UNIQUE LTD
Adult & Community Services,2016-03-31,1774.50,CARE UNIQUE LTD
Adult & Community Services,2016-03-31,1820.00,CARE UNIQUE LTD
Adult & Community Services,2016-03-03,2710.50,CARE UNIQUE LTD
Adult & Community Services,2016-03-03,2824.25,CARE UNIQUE LTD
Adult & Community Services,2016-03-31,2879.50,CARE UNIQUE LTD
Adult & Community Services,2016-03-31,2925.00,CARE UNIQUE LTD
Adult & Community Services,2016-03-03,3120.00,CARE UNIQUE LTD
Adult & Community Services,2016-03-03,3120.00,CARE UNIQUE LTD
Adult & Community Services,2016-03-31,3165.50,CARE UNIQUE LTD
Adult & Community Services,2016-03-31,3243.50,CARE UNIQUE LTD
Adult & Community Services,2016-03-10,2523.36,ISAND LTD
Adult & Community Services,2016-03-24,2523.36,ISAND LTD
Adult & Community Services,2016-03-10,2175.32,ISAND LTD
Adult & Community Services,2016-03-24,2175.32,ISAND LTD
Adult & Community Services,2016-03-10,2196.18,ISAND LTD
Adult & Community Services,2016-03-24,2196.18,ISAND LTD
Adult & Community Services,2016-03-10,2199.82,ISAND LTD
Adult & Community Services,2016-03-24,2199.82,ISAND LTD
Adult & Community Services,2016-03-10,2460.08,ISAND LTD
Adult & Community Services,2016-03-24,2460.08,ISAND LTD
Adult & Community Services,2016-03-10,3428.18,ISAND LTD
Adult & Community Services,2016-03-24,3428.18,ISAND LTD
Adult & Community Services,2016-03-10,3801.28,ISAND LTD
Adult & Community Services,2016-03-24,3801.28,ISAND LTD
Adult & Community Services,2016-03-10,3899.98,ISAND LTD
Adult & Community Services,2016-03-24,3899.98,ISAND LTD
Adult & Community Services,2016-03-10,4389.70,ISAND LTD
Adult & Community Services,2016-03-24,4389.70,ISAND LTD
Adult & Community Services,2016-03-10,4419.80,ISAND LTD
Adult & Community Services,2016-03-24,4419.80,ISAND LTD
Adult & Community Services,2016-03-10,4557.14,ISAND LTD
Adult & Community Services,2016-03-24,4557.14,ISAND LTD
Adult & Community Services,2016-03-10,4801.30,ISAND LTD
Adult & Community Services,2016-03-24,4801.30,ISAND LTD
Adult & Community Services,2016-03-10,6804.00,ISAND LTD
Adult & Community Services,2016-03-24,6804.00,ISAND LTD
Adult & Community Services,2016-03-10,2175.32,ISAND LTD
Adult & Community Services,2016-03-24,2175.32,ISAND LTD
Adult & Community Services,2016-03-10,1095.22,DISABILITY  ACTION YORKSHIRE
Adult & Community Services,2016-03-24,1095.22,DISABILITY  ACTION YORKSHIRE
Adult & Community Services,2016-03-10,1487.08,DISABILITY  ACTION YORKSHIRE
Adult & Community Services,2016-03-24,1487.08,DISABILITY  ACTION YORKSHIRE
Adult & Community Services,2016-03-10,1538.18,DISABILITY  ACTION YORKSHIRE
Adult & Community Services,2016-03-24,1538.18,DISABILITY  ACTION YORKSHIRE
Adult & Community Services,2016-03-10,1653.40,DISABILITY  ACTION YORKSHIRE
Adult & Community Services,2016-03-24,1653.40,DISABILITY  ACTION YORKSHIRE
Adult & Community Services,2016-03-10,1670.62,FAIRBURN MEWS HEALTH CARE LTD
Adult & Community Services,2016-03-24,1670.62,FAIRBURN MEWS HEALTH CARE LTD
Adult & Community Services,2016-03-10,1654.66,FAIRBURN MEWS HEALTH CARE LTD
Adult & Community Services,2016-03-24,1654.66,FAIRBURN MEWS HEALTH CARE LTD
Adult & Community Services,2016-03-10,4879.14,THREE SISTERS
Adult & Community Services,2016-03-24,4879.14,THREE SISTERS
Adult & Community Services,2016-03-10,1970.92,THREE SISTERS
Adult & Community Services,2016-03-24,1970.92,THREE SISTERS
Adult & Community Services,2016-03-10,3532.48,THREE SISTERS
Adult & Community Services,2016-03-24,3532.48,THREE SISTERS
Adult & Community Services,2016-03-10,1767.78,THREE SISTERS
Adult & Community Services,2016-03-24,1767.78,THREE SISTERS
Adult & Community Services,2016-03-24,2165.80,THREE SISTERS
Adult & Community Services,2016-03-10,2527.98,THREE SISTERS
Adult & Community Services,2016-03-24,2527.98,THREE SISTERS
Adult & Community Services,2016-03-10,2530.22,THREE SISTERS
Adult & Community Services,2016-03-24,2530.22,THREE SISTERS
Adult & Community Services,2016-03-10,2829.26,THREE SISTERS
Adult & Community Services,2016-03-24,2829.26,THREE SISTERS
Adult & Community Services,2016-03-10,3082.80,THREE SISTERS
Adult & Community Services,2016-03-24,3082.80,THREE SISTERS
Adult & Community Services,2016-03-10,3165.68,THREE SISTERS
Adult & Community Services,2016-03-24,3165.68,THREE SISTERS
Adult & Community Services,2016-03-10,3221.26,THREE SISTERS
Adult & Community Services,2016-03-24,3221.26,THREE SISTERS
Adult & Community Services,2016-03-10,3297.42,THREE SISTERS
Adult & Community Services,2016-03-24,3297.42,THREE SISTERS
Adult & Community Services,2016-03-10,4531.80,THREE SISTERS
Adult & Community Services,2016-03-15,931.73,THREE SISTERS
Adult & Community Services,2016-03-10,870.66,HOLGATE HOUSE LTD
Adult & Community Services,2016-03-10,870.66,HOLGATE HOUSE LTD
Adult & Community Services,2016-03-10,870.66,HOLGATE HOUSE LTD
Adult & Community Services,2016-03-24,870.66,HOLGATE HOUSE LTD
Adult & Community Services,2016-03-24,870.66,HOLGATE HOUSE LTD
Adult & Community Services,2016-03-17,521.32,GILLLETT & JOHNSON (CROYDON) LTD
Adult & Community Services,2016-03-10,1320.42,TOYIBA MIR
Adult & Community Services,2016-03-10,1760.56,TOYIBA MIR
Adult & Community Services,2016-03-03,1983.92,TOYIBA MIR
Adult & Community Services,2016-03-31,3744.48,TOYIBA MIR
Adult & Community Services,2016-03-18,5774.02,STONHAM FINANCE
Adult & Community Services,2016-03-10,655.48,ST LUKES CARE HOME
Adult & Community Services,2016-03-24,655.48,ST LUKES CARE HOME
Adult & Community Services,2016-03-10,1601.32,ST LUKES CARE HOME
Adult & Community Services,2016-03-24,1601.32,ST LUKES CARE HOME
Adult & Community Services,2016-03-10,7397.56,ST LUKES CARE HOME
Adult & Community Services,2016-03-10,2456.90,ST LUKES CARE HOME
Adult & Community Services,2016-03-10,514.36,MANOR PARK CARE HOME
Adult & Community Services,2016-03-24,514.36,MANOR PARK CARE HOME
Adult & Community Services,2016-03-10,864.92,MANOR PARK CARE HOME
Adult & Community Services,2016-03-24,864.92,MANOR PARK CARE HOME
Adult & Community Services,2016-03-10,661.5,MANOR PARK CARE HOME
Adult & Community Services,2016-03-24,661.5,MANOR PARK CARE HOME
Adult & Community Services,2016-03-10,574.7,MANOR PARK CARE HOME
Adult & Community Services,2016-03-24,574.7,MANOR PARK CARE HOME
Adult & Community Services,2016-03-10,608.02,MANOR PARK CARE HOME
Adult & Community Services,2016-03-24,608.02,MANOR PARK CARE HOME
Adult & Community Services,2016-03-10,612.36,MANOR PARK CARE HOME
Adult & Community Services,2016-03-24,612.36,MANOR PARK CARE HOME
Adult & Community Services,2016-03-10,664.72,MANOR PARK CARE HOME
Adult & Community Services,2016-03-10,664.72,MANOR PARK CARE HOME
Adult & Community Services,2016-03-10,664.72,MANOR PARK CARE HOME
Adult & Community Services,2016-03-24,664.72,MANOR PARK CARE HOME
Adult & Community Services,2016-03-24,664.72,MANOR PARK CARE HOME
Adult & Community Services,2016-03-24,664.72,MANOR PARK CARE HOME
Adult & Community Services,2016-03-10,732.62,MANOR PARK CARE HOME
Adult & Community Services,2016-03-24,732.62,MANOR PARK CARE HOME
Adult & Community Services,2016-03-10,861.7,MANOR PARK CARE HOME
Adult & Community Services,2016-03-10,861.7,MANOR PARK CARE HOME
Adult & Community Services,2016-03-24,861.7,MANOR PARK CARE HOME
Adult & Community Services,2016-03-24,861.7,MANOR PARK CARE HOME
Adult & Community Services,2016-03-10,864.92,MANOR PARK CARE HOME
Adult & Community Services,2016-03-10,864.92,MANOR PARK CARE HOME
Adult & Community Services,2016-03-10,864.92,MANOR PARK CARE HOME
Adult & Community Services,2016-03-24,864.92,MANOR PARK CARE HOME
Adult & Community Services,2016-03-24,864.92,MANOR PARK CARE HOME
Adult & Community Services,2016-03-24,864.92,MANOR PARK CARE HOME
Adult & Community Services,2016-03-10,911.12,MANOR PARK CARE HOME
Adult & Community Services,2016-03-24,911.12,MANOR PARK CARE HOME
Adult & Community Services,2016-03-15,1247.38,MANOR PARK CARE HOME
Adult & Community Services,2016-03-17,2204.97,HOMECROFT RESIDENTIAL HOME
Adult & Community Services,2016-03-10,610.54,HOMECROFT RESIDENTIAL HOME
Adult & Community Services,2016-03-24,610.54,HOMECROFT RESIDENTIAL HOME
Adult & Community Services,2016-03-10,612.36,HOMECROFT RESIDENTIAL HOME
Adult & Community Services,2016-03-24,612.36,HOMECROFT RESIDENTIAL HOME
Adult & Community Services,2016-03-10,1286.04,NORMAN HUDSON CARE HOME
Adult & Community Services,2016-03-24,1286.04,NORMAN HUDSON CARE HOME
Adult & Community Services,2016-03-03,1020.00,THE FLOWERS
Adult & Community Services,2016-03-31,1326.00,THE FLOWERS
Adult & Community Services,2016-03-10,612.36,THE FLOWERS
Adult & Community Services,2016-03-24,612.36,THE FLOWERS
Adult & Community Services,2016-03-10,864.92,THE FLOWERS
Adult & Community Services,2016-03-24,864.92,THE FLOWERS
Adult & Community Services,2016-03-15,533.3,THE FLOWERS
Adult & Community Services,2016-03-10,4369.40,HIGHFIELD FARM
Adult & Community Services,2016-03-24,4369.40,HIGHFIELD FARM
Adult & Community Services,2016-03-03,681.55,GREYSTONES
Adult & Community Services,2016-03-10,1137.08,GREYSTONES
Adult & Community Services,2016-03-24,1137.08,GREYSTONES
Adult & Community Services,2016-03-10,1286.04,GREYSTONES
Adult & Community Services,2016-03-24,1286.04,GREYSTONES
Adult & Community Services,2016-03-10,915.46,GREYSTONES
Adult & Community Services,2016-03-24,915.46,GREYSTONES
Adult & Community Services,2016-03-10,899.78,GREYSTONES
Adult & Community Services,2016-03-24,899.78,GREYSTONES
Adult & Community Services,2016-03-10,915.46,GREYSTONES
Adult & Community Services,2016-03-24,915.46,GREYSTONES
Adult & Community Services,2016-03-03,2746.38,GREYSTONES
Adult & Community Services,2016-03-03,2797.15,GREYSTONES
Adult & Community Services,2016-03-10,861.7,GREYSTONES
Adult & Community Services,2016-03-24,861.7,GREYSTONES
Adult & Community Services,2016-03-24,800.66,DUCHESS GARDENS CARE CENTRE
Adult & Community Services,2016-03-10,1286.04,DUCHESS GARDENS CARE CENTRE
Adult & Community Services,2016-03-10,1286.04,DUCHESS GARDENS CARE CENTRE
Adult & Community Services,2016-03-24,1286.04,DUCHESS GARDENS CARE CENTRE
Adult & Community Services,2016-03-24,1286.04,DUCHESS GARDENS CARE CENTRE
Adult & Community Services,2016-03-10,1601.32,DUCHESS GARDENS CARE CENTRE
Adult & Community Services,2016-03-10,915.46,DUCHESS GARDENS CARE CENTRE
Adult & Community Services,2016-03-24,915.46,DUCHESS GARDENS CARE CENTRE
Adult & Community Services,2016-03-10,640.78,DUCHESS GARDENS CARE CENTRE
Adult & Community Services,2016-03-24,640.78,DUCHESS GARDENS CARE CENTRE
Adult & Community Services,2016-03-10,627.62,DUCHESS GARDENS CARE CENTRE
Adult & Community Services,2016-03-24,627.62,DUCHESS GARDENS CARE CENTRE
