Organisational Unit,Payment Date,Amount,Beneficiary Name
Adult & Comm,2015-10-30,728.00,CARE UNIQUE LTD
Adult & Comm,2015-10-30,728.00,CARE UNIQUE LTD
Adult & Comm,2015-10-30,1495.00,CARE UNIQUE LTD
Adult & Comm,2015-10-30,1820.00,CARE UNIQUE LTD
Adult & Comm,2015-10-30,546.00,CARE UNIQUE LTD
Adult & Comm,2015-10-30,624.00,CARE UNIQUE LTD
Adult & Comm,2015-10-30,728.00,CARE UNIQUE LTD
Adult & Comm,2015-10-30,520.00,CARE UNIQUE LTD
Adult & Comm,2015-10-30,2730.00,BRONTE CARE SERVICES
Adult & Comm,2015-10-14,1718.62,British Gas
Adult & Comm,2015-10-15,2130.00,Norwood House Nursing Home Ltd
Adult & Comm,2015-10-21,1201.43,Bradford Council
Adult & Comm,2015-10-30,650.00,West Yorkshire Clearance
Adult & Comm,2015-10-05,20214.00,BFD & AIREDALE MENTAL HEALTH ADVOCA
Adult & Comm,2015-10-05,13236.00,BFD & AIREDALE MENTAL HEALTH ADVOCA
Adult & Comm,2015-10-05,15000.00,BFD & AIREDALE MENTAL HEALTH ADVOCA
Adult & Comm,2015-10-05,18900.00,BFD & AIREDALE MENTAL HEALTH ADVOCA
Adult & Comm,2015-10-05,13850.00,BFD & AIREDALE MENTAL HEALTH ADVOCA
Adult & Comm,2015-10-05,34900.00,CHOICE ADVOCACY
Adult & Comm,2015-10-05,11750.00,CHOICE ADVOCACY
Adult & Comm,2015-10-05,37600.00,CHOICE ADVOCACY
Adult & Comm,2015-10-05,12630.00,BRADFORD & AIREDALE CITIZENS ADVICE
Adult & Comm,2015-10-05,19200.00,BRADFORD PEOPLE FIRST
Adult & Comm,2015-10-05,10152.50,BRADFORD PEOPLE FIRST
Adult & Comm,2015-10-07,15600.00,PEOPLE FIRST KEIGHLEY & CRAVEN
Adult & Comm,2015-10-05,38016.00,BRADFORD DISABILITY SERVICES LTD
Adult & Comm,2015-10-05,8080.80,THE JOIN PROJECT
Adult & Comm,2015-10-05,10000.00,BRADFORD RELATE
Adult & Comm,2015-10-05,5016.38,SACAR
Adult & Comm,2015-10-05,13630.80,SNOOP
Adult & Comm,2015-10-05,2500.00,SEDBERGH CENTRE
Adult & Comm,2015-10-05,2500.00,WROSE ADVENTURERS ASSOCIATION
Adult & Comm,2015-10-05,2500.00,COTTINGLEY CORNERSTONE CENTRE
Adult & Comm,2015-10-12,7828.50,BANGLADESHI COMMUNITY ASSOCIATION
Adult & Comm,2015-10-12,7828.50,CANCER SUPPORT BRADFORD & AIREDALE
Adult & Comm,2015-10-12,24535.25,BRADFORD & AIREDALE CITIZENS ADVICE
Adult & Comm,2015-10-12,10175.00,BRADFORD DISTRICT CREDIT UNION
Adult & Comm,2015-10-12,42528.75,BRADFORD LAW CENTRE
Adult & Comm,2015-10-12,5837.50,BFD RESOURCE CNT COMM STATISTICS PR
Adult & Comm,2015-10-12,36588.00,BRADFORD DISABILITY SERVICES LTD
Adult & Comm,2015-10-12,21406.00,THE GIRLINGTON ADVICE AND TRAINING
Adult & Comm,2015-10-12,32450.25,HOLME CHRISTIAN CARE CENTRE LIMITED
Adult & Comm,2015-10-12,22613.25,KARMAND COMMUNITY CENTRE ASS
Adult & Comm,2015-10-12,50358.00,KEY HOUSE PROJECT
Adult & Comm,2015-10-12,24701.25,MANNINGHAM PROJECT
Adult & Comm,2015-10-12,16350.25,NEWCA
Adult & Comm,2015-10-12,11306.75,RAVENSCLIFFE COMMUNITY ASSOCIATION
Adult & Comm,2015-10-12,16534.75,ROYDS COMMUNITY ASSOCIATION
Adult & Comm,2015-10-12,20013.00,SOUTH BRADFORD COMMUNITY NETWORK
Adult & Comm,2015-10-12,10077.75,THORPE EDGE NEIGHBOURHOOD PROJECT
Adult & Comm,2015-10-12,14784.75,WEST BOWLING COMMUNITY ADVICE CNT
Adult & Comm,2015-10-15,2500.00,SHARING VOICES (BRADFORD)
Adult & Comm,2015-10-15,5784.00,AGE CONCERN BFD & DIST KLY OVER 50'
Adult & Comm,2015-10-15,15367.50,AGE UK BRADFORD AND DISTRICT
Adult & Comm,2015-10-15,12000.00,KEIGHLEY & DISTRICT VOLUNTEER CENTR
Adult & Comm,2015-10-15,6159.50,ANAND MILAN CENTRE
Adult & Comm,2015-10-15,7179.50,ANCHOR TRUST
Adult & Comm,2015-10-15,4672.50,ATTOCK COMMUNITY ASSOCIATION
Adult & Comm,2015-10-15,2702.50,BAILDON COMMUNITY LINK
Adult & Comm,2015-10-15,12105.00,BAILDON COMMUNITY LINK
Adult & Comm,2015-10-15,2500.00,HALE HEALTH ACTION LOCAL ENGAGEMENT
Adult & Comm,2015-10-15,4265.00,BEAP COMMUNITY PARTNERSHIP
Adult & Comm,2015-10-15,6154.00,BEAP COMMUNITY PARTNERSHIP
Adult & Comm,2015-10-14,12550.00,HORTON HOUSING ASSOCIATION
Adult & Comm,2015-10-15,2500.00,SHIPLEY & BINGLEY VOLUNTARY SRVCS
Adult & Comm,2015-10-14,11975.00,MIND IN BRADFORD
Adult & Comm,2015-10-15,515.00,BOLTON WOODS COMM CENTRE ASSOCIATIO
Adult & Comm,2015-10-14,2800.00,MIND IN BRADFORD
Adult & Comm,2015-10-15,18600.00,AGE UK BRADFORD AND DISTRICT
Adult & Comm,2015-10-14,13450.00,NAYE SUBAH PROJECT
Adult & Comm,2015-10-14,8100.00,ROSHNI GHAR LTD
Adult & Comm,2015-10-15,630.00,BURLEY COMMUNITY LUNCHEON CLUB
Adult & Comm,2015-10-14,20350.00,THE CELLAR TRUST
Adult & Comm,2015-10-15,11985.00,COMMUNITY WORKS
Adult & Comm,2015-10-15,10465.00,COTTINGLEY CORNERSTONE CENTRE
Adult & Comm,2015-10-14,5150.00,THE ISIS PROJECT
Adult & Comm,2015-10-15,2500.00,AGE UK BRADFORD AND DISTRICT
Adult & Comm,2015-10-15,10297.50,KEIGHLEY COMMUNITY TRANSPORT
Adult & Comm,2015-10-15,9870.50,DOMINICA ASSOCIATION OF BRADFORD
Adult & Comm,2015-10-14,10300.00,MAKING SPACE
Adult & Comm,2015-10-15,2500.00,THE POLISH COMMUNITY DAY CENTRE
Adult & Comm,2015-10-15,5442.50,FRIZINGHALL COMMUNITY ASSOCIATION
Adult & Comm,2015-10-15,2000.00,GIRLINGTON ELDERLY COMMUNITY ASSOCI
Adult & Comm,2015-10-15,3000.00,GIRLINGTON COMMUNITY CENTRE
Adult & Comm,2015-10-15,11985.00,GRANGE INTERLINK LIMITED
Adult & Comm,2015-10-15,5000.00,GREAT HORTON LIVE AT HOME SCHEME
Adult & Comm,2015-10-15,9765.50,GREAT HORTON LIVE AT HOME SCHEME
Adult & Comm,2015-10-15,2500.00,HOPES CENTRE
Adult & Comm,2015-10-15,4624.50,HAINWORTH WOOD COMMUNITY CENTRE
Adult & Comm,2015-10-15,4624.50,HALE HEALTH ACTION LOCAL ENGAGEMENT
Adult & Comm,2015-10-14,7987.50,BRADFORD ALLIANCE ON COMM CARE LTD
Adult & Comm,2015-10-14,15568.00,BRADFORD NIGHT STOP
Adult & Comm,2015-10-14,14958.00,CATHOLIC HOUSING AID SOCIETY
Adult & Comm,2015-10-15,5000.00,HALE HEALTH ACTION LOCAL ENGAGEMENT
Adult & Comm,2015-10-15,2500.00,THE WELCOME PROJECT
