Organisational Unit,Payment Date,Amount,Beneficiary Name
AHL Policy Res & Dev,2013-06-12,591.75,INDEPENDENT EQUIPMENT COMPANY
AHL Policy Res & Dev,2013-06-21,800.76,MAYFIELD BOOKS & GIFTS
AHL Policy Res & Dev,2013-06-05,506.33,Norfolk China
AHL Policy Res & Dev,2013-06-05,18816.00,WELCOME TO YORKSHIRE
AHL Policy Res & Dev,2013-06-03,695.00,YP ELECTRONICS LTD
AHL Policy Res & Dev,2013-06-12,695.00,YP ELECTRONICS LTD
Asset Management,2013-06-07,500.00,BROWFIELD CONTRACTING LTD
Asset Management,2013-06-07,2150.00,CHRIS WRIGHT ROAD PLANING LTD
Asset Management,2013-06-10,22700.00,COMBINED PROPERTY CONTROL
Asset Management,2013-06-19,1000.00,DARVILLS REMOVALS
Asset Management,2013-06-19,999.00,DARVILLS REMOVALS
Asset Management,2013-06-14,950.00,DARVILLS REMOVALS
Asset Management,2013-06-19,500.00,DARVILLS REMOVALS
Asset Management,2013-06-19,500.00,DARVILLS REMOVALS
Asset Management,2013-06-14,500.00,DARVILLS REMOVALS
Asset Management,2013-06-14,995.00,Green Partnership
Asset Management,2013-06-14,2331.65,GRICE BROS & CO LTD
Asset Management,2013-06-19,1216.15,GRICE BROS & CO LTD
Asset Management,2013-06-12,538.90,GRICE BROS & CO LTD
Asset Management,2013-06-19,500.00,GRICE BROS & CO LTD
Asset Management,2013-06-19,840.00,SHRED-IT LTD
Asset Management,2013-06-28,1000.00,VALUATION OFFICE AGENCY
Asset Management,2013-06-28,150000.00,VASILI INVESTMENTS LTD
Bradford i,2013-06-26,2192.22,BYTES TECHNOLOGY GROUP
Bradford i,2013-06-26,7003935.00,IBM UK LTD
Bradford i,2013-06-26,1150833.05,IBM UK LTD
Bradford i,2013-06-05,3881.68,Paritor Ltd
Bradford i,2013-06-24,2525.60,SERCO LTD
Bradford i,2013-06-10,6500.00,TAMESIDE M B C
Building Control,2013-06-14,1195.00,BAILDON MOTORS LTD
Building Control,2013-06-14,10684.56,DRAKE PLANT HIRE
Building Control,2013-06-14,2400.00,JOHN FALKINGHAM ASSOCIATES
Building Control,2013-06-28,3422.00,JURYS INN
Building Control,2013-06-26,1875.00,NAWAAB RESTAURANT
Building Control,2013-06-03,1687.70,PRO AUDIO SYSTEMS
Building Control,2013-06-03,573.00,PRO AUDIO SYSTEMS
Building Control,2013-06-12,920.00,SIMON WARNER
Building Control,2013-06-21,5054.00,THE CATAPULT GROUP LTD
Building Control,2013-06-21,1450.00,THE MIDLAND HOTEL
Building Control,2013-06-21,800.00,V B JOHNSON LLP
Business Services,2013-06-17,5716.08,LEVEL 3 COMMUNICATIONS UK LIMITED
Business Services,2013-06-07,7289.94,NET VIEW SYSTEMS LTD
Business Services,2013-06-19,3200.00,NET VIEW SYSTEMS LTD
Business Services,2013-06-19,3200.00,NET VIEW SYSTEMS LTD
Business Services,2013-06-21,2384.00,NET VIEW SYSTEMS LTD
Business Services,2013-06-26,6400.00,SALTS SECURITY SYSTEMS LTD
Business Services,2013-06-14,11115.00,TERRIER SC LTD
Changing Our Council,2013-06-17,518.86,SIEMENS FINANCIAL SERVICES LTD
Council wide,2013-06-24,6809.85,BRITISH GAS TRADING LTD
Council wide,2013-06-24,5894.85,BRITISH GAS TRADING LTD
Council wide,2013-06-24,4709.96,BRITISH GAS TRADING LTD
Council wide,2013-06-24,3736.24,BRITISH GAS TRADING LTD
Council wide,2013-06-24,3241.15,BRITISH GAS TRADING LTD
Council wide,2013-06-24,3128.97,BRITISH GAS TRADING LTD
Council wide,2013-06-24,2818.04,BRITISH GAS TRADING LTD
Council wide,2013-06-24,2775.36,BRITISH GAS TRADING LTD
Council wide,2013-06-24,2701.06,BRITISH GAS TRADING LTD
Council wide,2013-06-24,2630.01,BRITISH GAS TRADING LTD
Council wide,2013-06-24,2562.24,BRITISH GAS TRADING LTD
Council wide,2013-06-24,2482.74,BRITISH GAS TRADING LTD
Council wide,2013-06-24,2271.48,BRITISH GAS TRADING LTD
Council wide,2013-06-24,2069.16,BRITISH GAS TRADING LTD
