Organisational Unit,Payment Date,Amount,Beneficiary Name
AHL,2015-04-22,1034.17,AVALON PROMOTIONS LTD
AHL,2015-04-22,758.08,COWBOYS & IRANIANS LTD
AHL,2015-04-15,4060.41,MUSICALLY RIGHT
AHL,2015-04-08,1696.70,SOCIETY OF LONDON THEATRE
AHL,2015-04-08,1406.58,VOGUE DANCE SCHOOL
AHL,2015-04-01,3594.69,YORKSHIRE CHILDRENS TRUST
AHL Policy Res & Dev,2015-04-08,981.22,A J PROMOTIONS
AHL Policy Res & Dev,2015-04-17,1500.00,BULLET POINT DESIGN
AHL Policy Res & Dev,2015-04-17,562.38,MAYFIELD BOOKS & GIFTS
AHL Policy Res & Dev,2015-04-17,10000.00,NEW VISION GROUP LTD
AHL Policy Res & Dev,2015-04-20,788.49,SLATERS MENSWEAR
AHL Policy Res & Dev,2015-04-10,787.20,THE ORIGINAL METAL SIGN COMPANY
Asset Management,2015-04-20,6530.00,ACANTHUS WSM ARCHITECTS
Asset Management,2015-04-29,3970.00,ACANTHUS WSM ARCHITECTS
Asset Management,2015-04-01,746.00,BRADFORD WORKS
Asset Management,2015-04-01,1045.00,BROWFIELD CONTRACTING LTD
Asset Management,2015-04-22,1125.00,BROWFIELD CONTRACTING LTD
Asset Management,2015-04-13,521.00,DARVILLS REMOVALS & STORAGE LTD
Asset Management,2015-04-17,6175.00,DRAKE PLANT HIRE
Asset Management,2015-04-17,8172.60,ES (GROUP) LIMITED
Asset Management,2015-04-20,2814.38,ES (GROUP) LIMITED
Asset Management,2015-04-20,7837.50,ES (GROUP) LIMITED
Asset Management,2015-04-08,943.40,G E CAPITAL EQUIPMENT FINANCE LTD
Asset Management,2015-04-20,1455.00,GRICE BROS & CO LTD
Asset Management,2015-04-20,649.50,GRICE BROS & CO LTD
Asset Management,2015-04-17,1018.59,MEDIACOM NORTH LTD
Asset Management,2015-04-17,1880.00,MEDIACOM NORTH LTD
Asset Management,2015-04-29,750.00,WEST & MACHELL LTD
Asset Management,2015-04-13,700.00,WEST YORKSHIRE FIRE SERVICE
Asset Management,2015-04-27,580.00,YELLOWDOT
Bradford i,2015-04-13,3027.02,CANON (UK) LTD
Bradford i,2015-04-20,927.94,CANON (UK) LTD
Bradford i,2015-04-20,575.12,CANON (UK) LTD
Bradford i,2015-04-27,2366.99,CANON (UK) LTD
Bradford i,2015-04-27,1793.88,CANON (UK) LTD
Bradford i,2015-04-27,4642.63,CANON (UK) LTD
Bradford i,2015-04-27,16400.00,GARTNER UK LIMITED
Bradford i,2015-04-13,1340.94,GE CAPITAL EQUIPMENT FINANCE LTD
Bradford i,2015-04-22,11000.00,ODI LEEDS LTD
Bradford i,2015-04-10,2353.43,SIEMENS FINANCIAL SERVICES LTD
Bradford i,2015-04-20,2017.94,SIEMENS FINANCIAL SERVICES LTD
Bradford i,2015-04-10,1475.00,SOCITM LTD
Building Control,2015-04-22,501.65,AIR SERVICES UK
Building Control,2015-04-17,3094.65,LABC
Building Control,2015-04-13,6998.90,LEICA GEOSYSTEMS LTD
Business Services,2015-04-10,2420.57,COMMEND UK LTD
Business Services,2015-04-27,1524.00,MACS AUTOMATED BOLLARD SYSTEMS
Business Services,2015-04-27,1589.00,NET VIEW SYSTEMS LTD
Business Services,2015-04-10,4238.50,NET VIEW SYSTEMS LTD
Business Services,2015-04-10,5233.70,NET VIEW SYSTEMS LTD
Business Services,2015-04-17,6500.00,NET VIEW SYSTEMS LTD
Business Services,2015-04-27,7078.00,NET VIEW SYSTEMS LTD
Business Services,2015-04-27,8260.00,NET VIEW SYSTEMS LTD
Business Services,2015-04-27,1980.00,NET VIEW SYSTEMS LTD
Business Services,2015-04-27,877.00,NET VIEW SYSTEMS LTD
Business Services,2015-04-27,4638.00,NET VIEW SYSTEMS LTD
Business Services,2015-04-29,4969.00,NET VIEW SYSTEMS LTD
Business Services,2015-04-29,4500.00,NET VIEW SYSTEMS LTD
Business Services,2015-04-17,5338.00,NET VIEW SYSTEMS LTD
Business Services,2015-04-27,3422.00,NET VIEW SYSTEMS LTD
Business Services,2015-04-27,1300.00,NET VIEW SYSTEMS LTD
Business Services,2015-04-01,6500.00,NET VIEW SYSTEMS LTD
Business Services,2015-04-15,9195.00,NET VIEW SYSTEMS LTD
Business Services,2015-04-01,6513.00,SOVEREIGN INTERNATIONAL LTD
Changing Our Council,2015-04-10,29166.50,NATIONAL CAR PARKS LTD
Changing Our Council,2015-04-10,12500.00,NATIONAL CAR PARKS LTD
Changing Our Council,2015-04-10,-29166.67,NATIONAL CAR PARKS LTD
Changing Our Council,2015-04-10,12500.00,NATIONAL CAR PARKS LTD
Changing Our Council,2015-04-01,518.86,SIEMENS FINANCIAL SERVICES LTD
Changing Our Council,2015-04-13,518.86,SIEMENS FINANCIAL SERVICES LTD
Changing Our Council,2015-04-13,-518.86,SIEMENS FINANCIAL SERVICES LTD
Chief Executive's Office,2015-04-29,4000.00,BRADFORD BREAKTHROUGH LTD
Chief Executive's Office,2015-04-13,575.12,CANON (UK) LTD
Chief Executive's Office,2015-04-10,515.19,CANON (UK) LTD
"Climate, Housing, Employment & Skills",2015-04-01,25660.00,JAMES BROOKSBANK
"Climate, Housing, Employment & Skills",2015-04-22,7915.00,K P BUILDERS
"Climate, Housing, Employment & Skills",2015-04-01,4991.02,M BANSAL
"Climate, Housing, Employment & Skills",2015-04-29,525.00,Mr K McDonnell
"Climate, Housing, Employment & Skills",2015-04-10,4395.00,PETER BROWN
"Climate, Housing, Employment & Skills",2015-04-01,16506.00,STEPHEN HALL & SON
Corporate Se,2015-04-01,10000.00,Bradford City of Film Ltd
Council Wide,2015-04-10,1087.22,BRITISH GAS TRADING LTD
Council Wide,2015-04-01,1116.17,BRITISH GAS TRADING LTD
Council Wide,2015-04-01,-10869.58,BRITISH GAS TRADING LTD
Council Wide,2015-04-01,-9755.92,BRITISH GAS TRADING LTD
Council Wide,2015-04-01,-7673.22,BRITISH GAS TRADING LTD
Council Wide,2015-04-01,-5379.70,BRITISH GAS TRADING LTD
Council Wide,2015-04-01,-4058.23,BRITISH GAS TRADING LTD
Council Wide,2015-04-01,-2254.54,BRITISH GAS TRADING LTD
Council Wide,2015-04-10,533.84,BRITISH GAS TRADING LTD
Council Wide,2015-04-10,534.44,BRITISH GAS TRADING LTD
Council Wide,2015-04-01,547.86,BRITISH GAS TRADING LTD
Council Wide,2015-04-10,550.14,BRITISH GAS TRADING LTD
Council Wide,2015-04-01,551.20,BRITISH GAS TRADING LTD
Council Wide,2015-04-01,551.59,BRITISH GAS TRADING LTD
Council Wide,2015-04-10,551.63,BRITISH GAS TRADING LTD
Council Wide,2015-04-01,551.64,BRITISH GAS TRADING LTD
Council Wide,2015-04-10,552.36,BRITISH GAS TRADING LTD
Council Wide,2015-04-01,564.02,BRITISH GAS TRADING LTD
Council Wide,2015-04-01,564.68,BRITISH GAS TRADING LTD
Council Wide,2015-04-10,569.00,BRITISH GAS TRADING LTD
Council Wide,2015-04-10,572.17,BRITISH GAS TRADING LTD
Council Wide,2015-04-10,578.12,BRITISH GAS TRADING LTD
Council Wide,2015-04-10,592.75,BRITISH GAS TRADING LTD
