Organisational Unit,Payment Date,Amount,Beneficiary Name
Skills for Work,2017-05-02,500.00,AQUMEN BUSINESS SOLUTIONS LTD
Skills for Work,2017-05-18,975.00,ASHMOUNT COUNTRY HOUSE LIMITED
Skills for Work,2017-05-23,47250.00,BRADFORD COLLEGE
Skills for Work,2017-05-02,1050.00,ENTITLED TO
Skills for Work,2017-05-30,1078.20,MIRIMAR CONSULTANCY LTD
Skills for Work,2017-05-30,775.00,ROSEMARY & CO ARTISTS BRUSHES LTD
Skills for Work,2017-05-02,7209.81,SERVICE BIRMINGHAM LTD
Education Client Team,2017-05-09,2000.00,A&K SAFETY SERVICES LTD
Education Client Team,2017-05-23,2112.00,D & A SAFETY LTD
Education Client Team,2017-05-11,99791.67,PROSPECTS SERVICES LTD
Education Client Team,2017-05-23,99791.67,PROSPECTS SERVICES LTD
Education Client Team,2017-05-04,2000.00,RAVEN COMPUTERS LTD
Education Client Team,2017-05-04,902.50,SUE HARDCASTLE
Education Buildings Team,2017-05-23,700.00,BROOKS ECOLOGICAL LTD
Education Buildings Team,2017-05-25,2127027.44,INTEGRATED BRADFORD SPV 2 LIMITED
Education Buildings Team,2017-05-25,1047271.04,INTEGRATED BRADFORD SPVONE LTD
Education Buildings Team,2017-05-11,-418785.60,NORTHERN POWERGRID (YORKSHIRE) PLC
Education Buildings Team,2017-05-11,348988.00,NORTHERN POWERGRID (YORKSHIRE) PLC
Education Buildings Team,2017-05-23,8988.00,REX PROCTER & PARTNERS
Education Buildings Team,2017-05-18,1135.63,VIRGIN MEDIA PAYMENTS LTD
Health & Wellbeing,2017-05-04,14021.36,06 CARE LIMITED
Health & Wellbeing,2017-05-04,1111.18,06 CARE LIMITED
Health & Wellbeing,2017-05-04,5645.18,06 CARE LIMITED
Health & Wellbeing,2017-05-04,808.08,06 CARE LIMITED
Health & Wellbeing,2017-05-04,12792.32,06 CARE LIMITED
Health & Wellbeing,2017-05-04,896.42,06 CARE LIMITED
