Organisational Unit,Payment Date,Amount,Beneficiary Name
AHL Policy Res & Dev,2017-09-05,3200.30,BMERCH LTD
AHL Policy Res & Dev,2017-09-21,558.72,OUTSTANDING MAP DISTIBUTORS LTD
AHL Policy Res & Dev,2017-09-14,3440.91,SSD MUSIC LTD
Asset Management,2017-09-12,22700.00,COMBINED PROPERTY CONTROL
Asset Management,2017-09-19,38499.17,COMMUNITY WORKS
Asset Management,2017-09-19,14812.56,COMMUNITY WORKS
Asset Management,2017-09-19,14812.56,COMMUNITY WORKS
Asset Management,2017-09-14,645.00,DRAKE PLANT HIRE
Asset Management,2017-09-19,32094.79,GOODMAN NASH LIMITED
Asset Management,2017-09-28,1200.00,GREEN PARTNERSHIP
Asset Management,2017-09-21,7575.00,LAMBERT SMITH HAMPTON
Asset Management,2017-09-14,4800.00,SAVILLS
Asset Management,2017-09-21,37500.00,SILVERLAND PROPERTIES LTD
Building Control,2017-09-05,2645.28,CALDERDALE SEWER SERVICES
Building Control,2017-09-07,657.00,HONEYWELL ANALYTICS AG
Building Control,2017-09-12,704.00,M&P SURVEY EQUIPMENT LTD
Business Services,2017-09-26,621.81,AIRWAVE SOLUTIONS LTD
Business Services,2017-09-05,2098.74,NET VIEW SYSTEMS LTD
Business Services,2017-09-05,4696.95,NET VIEW SYSTEMS LTD
Business Services,2017-09-05,4971.51,NET VIEW SYSTEMS LTD
Business Services,2017-09-05,1600.00,NET VIEW SYSTEMS LTD
Business Services,2017-09-21,2200.00,TMC TECHNOLOGY UK CO LTD
Chief Executive's Office,2017-09-14,6360.00,PROVENTURE
Children's Services,2017-09-07,4041.14,1ARK PROJECT LTD
Children's Services,2017-09-07,4207.14,1ARK PROJECT LTD
Children's Services,2017-09-07,4207.14,1ARK PROJECT LTD
Children's Services,2017-09-07,-4631.75,1ARK PROJECT LTD
Children's Services,2017-09-07,-4721.05,1ARK PROJECT LTD
Children's Services,2017-09-07,-4703.55,1ARK PROJECT LTD
Children's Services,2017-09-07,4207.14,1ARK PROJECT LTD
Children's Services,2017-09-07,4207.14,1ARK PROJECT LTD
Children's Services,2017-09-07,2307.14,1ARK PROJECT LTD
Children's Services,2017-09-07,-4207.14,1ARK PROJECT LTD
Children's Services,2017-09-07,4721.05,1ARK PROJECT LTD
Children's Services,2017-09-07,-4207.14,1ARK PROJECT LTD
Children's Services,2017-09-07,4703.55,1ARK PROJECT LTD
Children's Services,2017-09-07,-4041.14,1ARK PROJECT LTD
Children's Services,2017-09-07,4631.75,1ARK PROJECT LTD
Children's Services,2017-09-19,7687.00,1ST SAFARI DAY NURSERIES LTD
Children's Services,2017-09-19,1023.50,2ND NATURE CLEANING (SARAH WILSON)
Children's Services,2017-09-14,2900.00,3D PRODUCTIONS LTD
Children's Services,2017-09-14,3050.00,3D PRODUCTIONS LTD
Children's Services,2017-09-19,3740.00,ABACUS DAY NURSERY
Children's Services,2017-09-19,19433.00,ACORNS-IN-ELDWICK LTD
Children's Services,2017-09-12,612.00,ACTIVE SOCIAL CARE LTD
Children's Services,2017-09-19,2211.00,ADDINGHAM PRE-SCHOOL PLAYGROUP
Children's Services,2017-09-19,1059.00,AEDA'S ANGELS
Children's Services,2017-09-21,11957.00,AFTER CARE (NW) LIMITED
Children's Services,2017-09-21,11571.00,AFTER CARE (NW) LIMITED
Children's Services,2017-09-19,1169.00,AL HIKMAH NURSERY
Children's Services,2017-09-19,1521.00,AL MUMIN PRIMARY SCHOOL
Children's Services,2017-09-19,1442.00,ALISON MAZACS
Children's Services,2017-09-19,1046.00,ALISON MCKNIFF
Children's Services,2017-09-19,3880.00,ALL SAINTS PRE-SCHOOL PLAYGROUP
Children's Services,2017-09-19,1533.00,ALLAN WEBB
Children's Services,2017-09-19,948.00,AMY ELIZABETH GOLDSBROUGH
Children's Services,2017-09-19,531.00,ANGELA THOMPSON
Children's Services,2017-09-19,594.00,ANN CORBET
Children's Services,2017-09-19,515.00,ANNE INGHAM
Children's Services,2017-09-19,7230.00,APPERLEY LODGE DAY NURSERY
Children's Services,2017-09-19,22485.00,APPLETON ACADEMY
Children's Services,2017-09-21,4093.00,APSE
Children's Services,2017-09-21,7709.00,APSE
Children's Services,2017-09-21,1176.00,AQUATRUST WATER & VENTILATION LTD
Children's Services,2017-09-19,5094.00,ARK DAY NURSERY
Children's Services,2017-09-19,7619.00,ASPIRE-IGEN GROUP LTD
Children's Services,2017-09-19,7853.00,ATLAS COMMUNITY PRIMARY ACADEMY
Children's Services,2017-09-19,1803.00,AUDREY WYNN
Children's Services,2017-09-19,3007.00,BAILDON VILLAGE PLAYGROUP
Children's Services,2017-09-19,17890.00,BARKEREND ACADEMY
