Organisational Unit,Payment Date,Amount,Beneficiary Name
AHL Policy Res & Dev,2017-04-06,1200.00,1 TO CONSULT LTD
AHL Policy Res & Dev,2017-04-13,3600.00,1 TO CONSULT LTD
AHL Policy Res & Dev,2017-04-20,3000.00,ACORN T-STATS LTD
AHL Policy Res & Dev,2017-04-20,950.00,CARRIER DIRECT MARKETING
AHL Policy Res & Dev,2017-04-11,12450.00,NEW VISION GROUP LTD
AHL Policy Res & Dev,2017-04-13,1850.00,NEWSQUEST MEDIA GROUP LTD
AHL Policy Res & Dev,2017-04-27,677.00,OnYerBikeSeat
AHL Policy Res & Dev,2017-04-20,2607.60,SALTS ESTATES LTD
AHL Policy Res & Dev,2017-04-18,695.00,THE PCMS GROUP PLC
AHL Policy Res & Dev,2017-04-25,695.00,THE PCMS GROUP PLC
AHL Policy Res & Dev,2017-04-18,2300.00,UNIVERSITY OF HUDDERSFIELD
AHL Policy Res & Dev,2017-04-04,30000.00,WELCOME TO YORKSHIRE
Asset Management,2017-04-20,585.00,BROWFIELD CONTRACTING LTD
Asset Management,2017-04-20,1000.00,BROWFIELD CONTRACTING LTD
Asset Management,2017-04-27,5697.04,COSTAR UK LIMITED
Asset Management,2017-04-06,936.00,DARVILLS REMOVALS & STORAGE LTD
Asset Management,2017-04-06,936.00,DARVILLS REMOVALS & STORAGE LTD
Asset Management,2017-04-13,550.00,DARVILLS REMOVALS & STORAGE LTD
Asset Management,2017-04-13,550.00,DARVILLS REMOVALS & STORAGE LTD
Asset Management,2017-04-20,773.01,DARVILLS REMOVALS & STORAGE LTD
Asset Management,2017-04-20,813.08,DARVILLS REMOVALS & STORAGE LTD
Asset Management,2017-04-20,643.00,DARVILLS REMOVALS & STORAGE LTD
Asset Management,2017-04-20,520.00,DARVILLS REMOVALS & STORAGE LTD
Asset Management,2017-04-20,920.00,DARVILLS REMOVALS & STORAGE LTD
Asset Management,2017-04-20,1832.50,DARVILLS REMOVALS & STORAGE LTD
Asset Management,2017-04-25,700.00,DRAKE PLANT HIRE
Asset Management,2017-04-25,2600.00,DRAKE PLANT HIRE
Asset Management,2017-04-20,6840.00,ENVIRONMENT AGENCY
Asset Management,2017-04-20,1200.00,GREEN PARTNERSHIP
Asset Management,2017-04-20,1200.00,GREEN PARTNERSHIP
Asset Management,2017-04-13,986.21,MINSTER CLEANING SERVICES
Asset Management,2017-04-27,9504.95,WOODROYD NURSERY & CHILDRENS CENTRE
Asset Management,2017-04-04,2250.00,YELLOWDOT
Asset Management,2017-04-18,1200.00,YELLOWDOT
Building Control,2017-04-11,691.77,AIR SERVICES UK
Building Control,2017-04-06,1885.00,DRAKE PLANT HIRE
Building Control,2017-04-06,600.00,DRAKE PLANT HIRE
Building Control,2017-04-06,700.00,FLOWMASTER PLUMBING AND DRAINAGE LT
Building Control,2017-04-20,2195.00,KOREC
Business Services,2017-04-04,3623.41,NET VIEW SYSTEMS LTD
Business Services,2017-04-11,2000.00,NET VIEW SYSTEMS LTD
Business Services,2017-04-20,850.00,OFCOM
Business Services,2017-04-04,2630.00,TERRIER SC LTD
Children's Services,2017-04-27,1110.25,2ND NATURE CLEANING (SARAH WILSON)
Children's Services,2017-04-27,1855.75,2ND NATURE CLEANING (SARAH WILSON)
Children's Services,2017-04-11,5687.50,A D WOODHEAD T/A WINDSTRUMENTS
Children's Services,2017-04-11,650.00,ABOVE AND BELOW (DUNCAN MORRISON)
Children's Services,2017-04-13,639.50,ABRSM(ASS BOARD OF  ROYAL SCHO OF M
Children's Services,2017-04-27,3631.00,ACTIVE SOCIAL CARE LTD
Children's Services,2017-04-25,660.00,ADAM KELSALL
Children's Services,2017-04-06,1635.98,AFTER CARE (NW) LIMITED
Children's Services,2017-04-13,-1070.00,AKBARS BRADFORD
Children's Services,2017-04-13,891.67,AKBARS BRADFORD
Children's Services,2017-04-27,1909.67,ARRANS SOLICITORS LIMITED
Children's Services,2017-04-11,770.00,AUTISM PARTNERSHIP UK LTD
Children's Services,2017-04-11,2739.80,AUTISM PARTNERSHIP UK LTD
Children's Services,2017-04-11,3909.94,AUTISM PARTNERSHIP UK LTD
Children's Services,2017-04-27,3334.00,BARNARDO SERVICES LTD
Children's Services,2017-04-11,9852.08,BARNARDOS
Children's Services,2017-04-11,4639.29,BARNARDOS
Children's Services,2017-04-11,9000.00,BARNARDOS
Children's Services,2017-04-11,3359.00,BARNARDOS
Children's Services,2017-04-13,1790.00,BARNARDOS
Children's Services,2017-04-11,1267.64,BAYFORD OIL
Children's Services,2017-04-27,1333.04,BAYFORD OIL
Children's Services,2017-04-20,1200.00,BEDSPACE
Children's Services,2017-04-20,1200.00,BEDSPACE
Children's Services,2017-04-25,1200.00,BEDSPACE
Children's Services,2017-04-25,11197.33,BELMONT SCHOOL
Children's Services,2017-04-25,11197.33,BELMONT SCHOOL
Children's Services,2017-04-27,4960.00,BENJAMIN JAMES PERCIVAL
Children's Services,2017-04-11,1135.69,BERENDSEN
Children's Services,2017-04-11,837.86,BERENDSEN
Children's Services,2017-04-11,750.00,BOWLING PARK PRIMARY SCHOOL
Children's Services,2017-04-20,1780.00,BRADFORD CITY FOOTBALL IN THE COMMU
Children's Services,2017-04-04,45000.00,BRADFORD TRIDENT - BETTER START
Children's Services,2017-04-04,45000.00,BRADFORD TRIDENT - BETTER START
Children's Services,2017-04-11,2603.50,BRADFORD WOMENS AID
Children's Services,2017-04-11,1710.87,BRADFORD WOMENS AID
Children's Services,2017-04-25,50000.00,BRADFORD YMCA
Children's Services,2017-04-27,1397.00,BRADFORD YMCA
Children's Services,2017-04-04,5000.00,BRADFORD YOUTH DEV PARTNERSHIP
Children's Services,2017-04-06,794.00,BRADNET
Children's Services,2017-04-06,589.00,BRADNET
Children's Services,2017-04-11,11121.50,BRATHAY TRUST
Children's Services,2017-04-06,2060.00,BRENIG
Children's Services,2017-04-06,1512.50,BRENIG
Children's Services,2017-04-06,687.50,BRENIG
Children's Services,2017-04-06,712.50,BRENIG
Children's Services,2017-04-06,570.00,BRENIG
Children's Services,2017-04-20,1326.25,BRISTOL TUTORS
Children's Services,2017-04-11,646.56,BRONTE CARE SERVICES
Children's Services,2017-04-06,1400.00,BUDGETPARKHOTEL LIMITED
Children's Services,2017-04-20,6982.56,CALDERDALE MBC
Children's Services,2017-04-06,22492.67,CAMBIAN CHILDCARE LTD
Children's Services,2017-04-06,-18864.82,CAMBIAN CHILDCARE LTD
Children's Services,2017-04-25,22666.67,CAMBIAN WHINFELL SCHOOL LTD
Children's Services,2017-04-11,213975.91,CAPITA BUSINESS SERVICES LTD
Children's Services,2017-04-27,-3520.45,CAPITA BUSINESS SERVICES LTD
Children's Services,2017-04-20,3321.34,CAPSTONE FOSTER CARE LTD
Children's Services,2017-04-20,2357.08,CAPSTONE FOSTER CARE LTD
Children's Services,2017-04-04,-750.00,CARE & COMMUNITY LTD
Children's Services,2017-04-04,807.90,CARE & COMMUNITY LTD
Children's Services,2017-04-04,807.90,CARE & COMMUNITY LTD
Children's Services,2017-04-20,807.90,CARE & COMMUNITY LTD
Children's Services,2017-04-20,807.90,CARE & COMMUNITY LTD
Children's Services,2017-04-11,14547.99,CARE TODAY
Children's Services,2017-04-06,620.00,CARE UNIQUE LTD
Children's Services,2017-04-06,852.50,CARE UNIQUE LTD
Children's Services,2017-04-06,604.50,CARE UNIQUE LTD
Children's Services,2017-04-06,697.50,CARE UNIQUE LTD
Children's Services,2017-04-06,1732.90,CARE UNIQUE LTD
Children's Services,2017-04-11,693.16,CARE UNIQUE LTD
Children's Services,2017-04-11,1082.24,CAREMARK(BRADFORD)
Children's Services,2017-04-11,3792.49,CAREMARK(BRADFORD)
Children's Services,2017-04-11,2496.39,CAREMARK(BRADFORD)
Children's Services,2017-04-04,3033.88,CASTLE RESIDENTIAL PROPERTIES LTD
Children's Services,2017-04-04,3033.88,CASTLE RESIDENTIAL PROPERTIES LTD
Children's Services,2017-04-04,1901.58,CASTLE RESIDENTIAL PROPERTIES LTD
Children's Services,2017-04-11,3033.88,CASTLE RESIDENTIAL PROPERTIES LTD
Children's Services,2017-04-11,1901.58,CASTLE RESIDENTIAL PROPERTIES LTD
Children's Services,2017-04-20,691.44,CASTLE RESIDENTIAL PROPERTIES LTD
Children's Services,2017-04-25,1901.58,CASTLE RESIDENTIAL PROPERTIES LTD
Children's Services,2017-04-25,1901.58,CASTLE RESIDENTIAL PROPERTIES LTD
Children's Services,2017-04-27,3033.88,CASTLE RESIDENTIAL PROPERTIES LTD
Children's Services,2017-04-06,2995.00,CATCH 22
Children's Services,2017-04-13,-1231.06,CATER-KWIK LTD
Children's Services,2017-04-13,1025.88,CATER-KWIK LTD
Children's Services,2017-04-13,-3395.98,CATER-KWIK LTD
Children's Services,2017-04-13,2829.98,CATER-KWIK LTD
Children's Services,2017-04-04,9687.80,CHANTMARLE CONSULTANCY LTD
Children's Services,2017-04-04,2519.70,CHANTMARLE CONSULTANCY LTD
Children's Services,2017-04-11,21800.00,CHARANGA LTD
Children's Services,2017-04-27,2067.50,CHESHIRE WEST AND CHESTER COUNCIL
Children's Services,2017-04-27,902.50,CHESHIRE WEST AND CHESTER COUNCIL
Children's Services,2017-04-13,2800.00,CHRYSALIS ASSOCIATES LTD
Children's Services,2017-04-11,4875.00,COAST TO COAST CONCERT PRODUCTION
Children's Services,2017-04-11,555.60,COLLIS MEDIATION LTD
Children's Services,2017-04-20,11061.30,COMPASS CHILDREN'S HOMES LIMITED
Children's Services,2017-04-13,762.40,CRAVEN DISTRICT COUNCIL
Children's Services,2017-04-04,990.10,DAVID NIVEN ASSSOCIATES LTD
Children's Services,2017-04-20,1327.60,DAVID NIVEN ASSSOCIATES LTD
Children's Services,2017-04-06,1194.50,DEAF PARENTING UK
