Organisational Unit,Payment Date,Amount,Beneficiary Name
AHL Policy Res & Dev,2014-04-23,2607.60,SALTS ESTATES LTD
AHL Policy Res & Dev,2014-04-02,7425.00,TOURISM SOUTH EAST
Asset Management,2014-04-23,15926.59,BERMAR BUILDING CO LTD
Asset Management,2014-04-02,628.94,BUSINESS FINANCE SOLUTIONS
Asset Management,2014-04-11,2872.40,COMPLETE OFFICE SOLUTIONS LTD
Asset Management,2014-04-28,527.00,DARVILLS REMOVALS
Asset Management,2014-04-11,600.00,DARVILLS REMOVALS
Asset Management,2014-04-11,970.00,DARVILLS REMOVALS
Asset Management,2014-04-11,735.00,DARVILLS REMOVALS
Asset Management,2014-04-11,500.00,DARVILLS REMOVALS
Asset Management,2014-04-11,759.00,DARVILLS REMOVALS
Asset Management,2014-04-16,935.00,DARVILLS REMOVALS
Asset Management,2014-04-11,520.00,DARVILLS REMOVALS
Asset Management,2014-04-11,995.00,GRICE BROS & CO LTD
Asset Management,2014-04-11,526.40,GRICE BROS & CO LTD
Asset Management,2014-04-02,2784.70,GRICE BROS & CO LTD
Asset Management,2014-04-16,7730.00,m.P.S. Installations
Asset Management,2014-04-14,1020.68,MEDIACOM NORTH LTD
Asset Management,2014-04-11,940.00,VALUATION OFFICE AGENCY
Asset Management,2014-04-11,940.00,VALUATION OFFICE AGENCY
Bradford i,2014-04-02,463846.30,BYTES TECHNOLOGY GROUP
Bradford i,2014-04-02,3824.00,CANON (UK) LTD
Bradford i,2014-04-14,2617.48,VODAFONE
Building Control,2014-04-04,1655.00,DRAKE PLANT HIRE
Building Control,2014-04-02,787.50,F HARDWICK LTD
Building Control,2014-04-11,3322.00,LEXISNEXIS UK
Business Services,2014-04-16,1712.04,AIRWAVE SOLUTIONS LTD
Business Services,2014-04-04,6500.00,NET VIEW SYSTEMS LTD
Business Services,2014-04-07,9051.15,PRO-VISION
Business Services,2014-04-23,3386.40,PRO-VISION
Councilwide,2014-04-14,1273.83,BRITISH GAS TRADING LTD
