Entity,Vendor Name,Expenditure Account,Document Number,Clearing Date,Amount,Merchant Category
TRANSPORT TRADING LTD,RAIL SETTLEMENT PLAN,Rail Settlement Plan - PAYG Creditor,1004\1901678054,2021-07-09,35507113.15,
RAIL FOR LONDON LIMITED,MTR CROSSRAIL,Franchise/Concession Fixed Fee,1020\5109974732,2021-07-21,16903112.19,
RAIL FOR LONDON LIMITED,ARRIVA RAIL LONDON,Franchise/Concession Fixed Fee,1020\5109973745,2021-07-21,15751991.63,
LONDON BUS SERVICES LTD,METROLINE TRAVEL LTD,Bus Contract Payments,1006\1900045987,2021-07-09,15504019.19,
LONDON BUS SERVICES LTD,ARRIVA LONDON NORTH LTD,Bus Contract Payments,1006\1900045976,2021-07-09,13623486.50,
LONDON BUS SERVICES LTD,LONDON GENERAL TRANSPORT SERVICES,Bus Contract Payments,1006\1900045983,2021-07-09,12121678.08,
LONDON BUS SERVICES LTD,LONDON CENTRAL BUS COMPANY LTD,Bus Contract Payments,1006\1900045982,2021-07-09,10934468.51,
LONDON BUS SERVICES LTD,LONDON UNITED BUSWAYS,Bus Contract Payments,1006\1900045985,2021-07-09,10261387.40,
LONDON BUS SERVICES LTD,EAST LONDON BUS & COACH COMPANY LTD,Bus Contract Payments,1006\1900045980,2021-07-09,9294452.06,
SURFACE TRANSPORT CORP,METROPOLITAN POLICE,MPS Employment Costs SM,1002\5109965928,2021-07-02,7481839.71,
DOCKLANDS LIGHT RAILWAY,KEOLIS AMEY DOCKLANDS LIMITED,Franchise/Concession Fixed Fee,1012\5109969948,2021-07-19,7412866.73,
SURFACE TRANSPORT CORP,METROPOLITAN POLICE,MPS Employment Costs SM,1002\5109966101,2021-07-21,7298233.28,
LONDON BUS SERVICES LTD,ABELLIO LONDON LTD,Bus Contract Payments,1006\1900045974,2021-07-09,6817942.63,
LONDON BUS SERVICES LTD,ARRIVA LONDON SOUTH LTD,Bus Contract Payments,1006\1900045977,2021-07-09,6800138.04,
TRANSPORT TRADING LTD,CUBIC TRANSPORTATION SYSTEMS LTD,Cubic Oyster Contract Costs,1004\5109961960,2021-07-09,5861383.02,
LONDON BUS SERVICES LTD,STAGECOACH,Bus Contract Payments,1006\1900045990,2021-07-09,5807894.68,
LUL NOMINEE SSL LIMITED,THALES GROUND TRANSPORTATION SYSTEM,Civil Engineering Construction Works,1031\5109969864,2021-07-21,5275042.50,
LONDON BUS SERVICES LTD,METROLINE TRAVEL LTD,Bus Contract Payments,1006\1900046062,2021-07-23,5035661.71,
LONDON BUS SERVICES LTD,METROLINE WEST LTD,Bus Contract Payments,1006\1900045988,2021-07-09,4649531.64,
TFL CORPORATE,NETWORK RAIL,National Rail Fixed Track Access Charges,1001\5109957491,2021-07-08,4631571.53,
LONDON BUS SERVICES LTD,ARRIVA LONDON NORTH LTD,Bus Contract Payments,1006\1900046051,2021-07-23,4368106.41,
RAIL FOR LONDON LIMITED,MORGAN SINDALL  PLC,Civil Engineering Construction Works,1020\5109968827,2021-07-21,4339963.36,
LONDON BUS SERVICES LTD,METROBUS LIMITED,Bus Contract Payments,1006\1900045986,2021-07-09,3918601.52,
LONDON UNDERGROUND LTD,DRAGADOS S.A.,Civil Engineering Construction Works,1005\5109965614,2021-07-21,3898488.06,
LONDON BUS SERVICES LTD,LONDON GENERAL TRANSPORT SERVICES,Bus Contract Payments,1006\1900046058,2021-07-23,3875548.80,
LONDON UNDERGROUND LTD,DEPT OF COMMUNITIES AND LOCAL GOVER,Rates - Central Listed,1005\1900217625,2021-07-16,3840000.00,
LONDON BUS SERVICES LTD,ABELLIO LONDON LTD,Bus Contract Payments,1006\1900045975,2021-07-09,3767814.14,
RAIL FOR LONDON LIMITED,LONDON RAIL LEASING LIMITED,Vehicle Operating Leases,1020\5109962280,2021-06-28,3620089.54,
LONDON BUS SERVICES LTD,LONDON CENTRAL BUS COMPANY LTD,Bus Contract Payments,1006\1900046057,2021-07-23,3574817.44,
LONDON BUS SERVICES LTD,TOWER TRANSIT OPERATIONS LTD,Bus Contract Payments,1006\1900045992,2021-07-09,3446261.24,
LONDON BUS SERVICES LTD,LONDON UNITED BUSWAYS,Bus Contract Payments,1006\1900046060,2021-07-23,3256206.98,
LONDON UNDERGROUND LTD,ALSTOM NL SERVICE PROVISION LTD,TLL Lease Costs,1005\5109972722,2021-07-21,3254730.77,
LONDON UNDERGROUND LTD,BRITISH TRANSPORT POLICE,MPS Employment Costs SM,1005\5109965630,2021-07-21,3141375.46,
LONDON BUS SERVICES LTD,EAST LONDON BUS & COACH COMPANY LTD,Bus Contract Payments,1006\1900046055,2021-07-23,3049508.38,
LONDON BUS SERVICES LTD,BLUE TRIANGLE BUSES LTD,Bus Contract Payments,1006\1900045978,2021-07-09,3007002.05,
RAIL FOR LONDON LIMITED,QW RAIL LEASING LIMITED,Vehicle Operating Leases,1020\5109969857,2021-07-12,2849119.98,
LONDON UNDERGROUND LTD,GBM SERVICES LTD,Operational Cleaning,1005\5109958796,2021-06-28,2683425.04,
LONDON UNDERGROUND LTD,CAPITA BUSINESS SERVICES LTD,IT Consultancy,1005\5109958314,2021-07-13,2576872.39,
TRANSPORT TRADING LTD,CUBIC TRANSPORTATION SYSTEMS LTD,Cubic Oyster Contract Costs,1004\5109961963,2021-07-09,2470695.80,
LONDON UNDERGROUND LTD,BRITISH TRANSPORT POLICE,MPS Employment Costs SM,1005\5109966223,2021-07-21,2417088.26,
LONDON UNDERGROUND LTD,ALSTOM NL SERVICE PROVISION LTD,TLL Lease Costs,1005\5109965259,2021-07-21,2382389.34,
LONDON UNDERGROUND LTD,FERROVIAL LAING O ROURKE,Civil Engineering Construction Works,1005\5109968552,2021-07-21,2358085.43,
RAIL FOR LONDON LIMITED,BOMBARDIER TRANSPORT UK,Vehicle Repairs & Maintenance,1020\5109965258,2021-06-30,2332571.35,
LONDON BUS SERVICES LTD,LONDON SOVEREIGN LTD,Bus Contract Payments,1006\1900045984,2021-07-09,2319950.67,
LONDON BUS SERVICES LTD,ARRIVA LONDON SOUTH LTD,Bus Contract Payments,1006\1900046052,2021-07-23,2237810.40,
RAIL FOR LONDON LIMITED,MTR CROSSRAIL,MR Construction Costs,1020\5109972447,2021-07-20,2200299.50,
LONDON UNDERGROUND LTD,THALES GRD TRANSPORTATION SYSTEMS,Computer Hardware,1005\5109961985,2021-07-20,2135287.82,
RAIL FOR LONDON LIMITED,BOMBARDIER TRANSPORT UK,Vehicle Repairs & Maintenance,1020\5109958825,2021-06-29,2116125.00,
LONDON BUS SERVICES LTD,ABELLIO LONDON LTD,Bus Contract Payments,1006\1900046049,2021-07-23,2102939.44,
LONDON BUS SERVICES LTD,CT PLUS LIMITED,Bus Contract Payments,1006\1900045981,2021-07-09,2034293.42,
TRANSPORT TRADING LTD,RAIL SETTLEMENT PLAN,Rail Settlement Plan - PAYG Creditor,1004\1901678055,2021-07-09,1977270.71,
LONDON UNDERGROUND LTD,GBM SERVICES LTD,Operational Cleaning,1005\5109958789,2021-06-28,1938526.58,
LONDON BUS SERVICES LTD,STAGECOACH,Bus Contract Payments,1006\1900046065,2021-07-23,1887400.89,
SURFACE TRANSPORT CORP,ROAD MANAGEMENT SERVICES PLC,A13 PFI Service Costs,1002\5109970373,2021-07-16,1761039.56,
DOCKLANDS LIGHT RAILWAY,BUCKINGHAM GROUP CONTRACTING LTD,Civil Engineering Construction Works,1012\5109965059,2021-07-06,1677354.27,
LUL NOMINEE SSL LIMITED,THALES GROUND TRANSPORTATION SYSTEM,Civil Engineering Construction Works,1031\5109969893,2021-07-23,1605494.56,
RAIL FOR LONDON LIMITED,QW RAIL LEASING LIMITED,Vehicle Operating Leases,1020\5109969854,2021-07-12,1549019.07,
LONDON BUS SERVICES LTD,METROLINE WEST LTD,Bus Contract Payments,1006\1900046063,2021-07-23,1525382.27,
SURFACE TRANSPORT CORP,MORGAN SINDALL  PLC,Contracted Services - Roads,1002\5109954140,2021-07-02,1435013.31,
RAIL FOR LONDON LIMITED,TRAM OPERATIONS LIMITED,Franchise/Concession Fixed Fee,1020\5109954650,2021-06-30,1301774.12,
LONDON BUS SERVICES LTD,METROBUS LIMITED,Bus Contract Payments,1006\1900046061,2021-07-23,1225158.06,
LONDON BUS SERVICES LTD,ABELLIO LONDON LTD,Bus Contract Payments,1006\1900046050,2021-07-23,1212130.85,
SURFACE TRANSPORT CORP,ROAD MANAGEMENT SERVICES PLC,A13 PFI Service Costs,1002\5109970336,2021-07-16,1161800.00,
LONDON BUS SERVICES LTD,TOWER TRANSIT OPERATIONS LTD,Bus Contract Payments,1006\1900046067,2021-07-23,1127087.72,
LONDON BUS SERVICES LTD,DOCKLANDS MINIBUS LITD,Bus Contract Payments,1006\1900045979,2021-07-09,1110943.78,
TFL CORPORATE,AXA PPP HEALTHCARE,General Insurance,1001\5109970112,2021-07-09,1110917.90,
SURFACE TRANSPORT CORP,KIER HIGHWAYS LTD T/A TARMACKIER JV,Building Maintenance & Repairs,1002\5109976403,2021-07-21,1054991.12,
RAIL FOR LONDON LIMITED,BOMBARDIER TRANSPORT UK,Vehicle Operating Leases,1020\5109972229,2021-07-16,1051308.49,
LONDON UNDERGROUND LTD,LANES GROUP PLC,Building Maintenance & Repairs,1005\5109962024,2021-07-14,1020929.72,
RAIL FOR LONDON LIMITED,BOMBARDIER TRANSPORT UK,Vehicle Operating Leases,1020\5109962687,2021-06-28,1012670.38,
SURFACE TRANSPORT CORP,F M CONWAY LTD,Building Maintenance & Repairs,1002\5109976207,2021-07-21,978809.90,
LONDON UNDERGROUND LTD,ALSTOM NL SERVICE PROVISION LTD,TLL Lease Costs,1005\5109965527,2021-07-21,972677.77,
LONDON BUS SERVICES LTD,BLUE TRIANGLE BUSES LTD,Bus Contract Payments,1006\1900046053,2021-07-23,961458.95,
LONDON UNDERGROUND LTD,BALFOUR BEATTY RAIL LTD,Track General Maintenance,1005\5109976332,2021-07-22,952979.04,
TFL CORPORATE,MARSH SERVICES LTD,General Insurance,1001\5109940351,2021-06-30,952000.00,
LONDON UNDERGROUND LTD,TELENT TECHNOLOGY SERVICES LTD,Security Equipment,1005\5109972397,2021-07-14,939331.49,
TRANSPORT TRADING LTD,THAMES CLIPPERS,Gross Sales Clearance,1004\800043724,2021-07-02,925496.70,
SURFACE TRANSPORT CORP,O2 UK LTD,Software Maintenance,1002\5109955371,2021-07-06,925250.61,
SURFACE TRANSPORT CORP,KIER HIGHWAYS LTD T/A TARMACKIER JV,Building Maintenance & Repairs,1002\5109975876,2021-07-21,924873.26,
RAIL FOR LONDON LIMITED,CLESHAR CONTRACT SERVICES,Maintenance of Plant & Equipment,1020\5109966203,2021-07-06,876623.82,
SURFACE TRANSPORT CORP,ENTERPRISEMOUCHEL LTD,Building Maintenance & Repairs,1002\5109976326,2021-07-21,869948.78,
LONDON UNDERGROUND LTD,ENGIE SERVICES LTD,Equipment Repairs & Maintenance,1005\5109972198,2021-07-22,859662.68,
SURFACE TRANSPORT CORP,LONDON BOROUGH OF NEWHAM,Borough Services - Claim Against Pr Yr Accrual,1002\1900068911,2021-07-12,846288.48,
LONDON UNDERGROUND LTD,ENGIE SERVICES LTD,Equipment Repairs & Maintenance,1005\5109957325,2021-06-28,830141.59,
DOCKLANDS LIGHT RAILWAY,PITTVILLE LEASING LTD,Civil Engineering Construction Works,1012\5109962131,2021-06-30,829462.84,
SURFACE TRANSPORT CORP,ENTERPRISEMOUCHEL LTD,Contracted Services - Roads,1002\5109965254,2021-07-01,826545.18,
CYCLE HIRE SCHEME,SERCO LTD,Concession Maintenance Charge,1016\5109955358,2021-07-07,791195.11,
LONDON BUS SERVICES LTD,LONDON SOVEREIGN LTD,Bus Contract Payments,1006\1900046059,2021-07-23,783782.09,
SURFACE TRANSPORT CORP,AA DRIVETECH,Contracted Services - Roads,1002\5109950126,2021-06-28,776178.98,
SURFACE TRANSPORT CORP,RINGWAY INFRASTRUCTURE SERVICES LTD,Building Maintenance & Repairs,1002\5109976323,2021-07-21,767410.12,
LONDON UNDERGROUND LTD,DYER & BUTLER LTD,Professional Engineering Services,1005\5109966252,2021-07-22,756191.50,
LONDON UNDERGROUND LTD,DYER & BUTLER LTD,Professional Engineering Services,1005\5109953311,2021-07-05,754474.70,
TFL CORPORATE,SAP UK LTD,Software Maintenance,1001\5109935740,2021-07-20,748417.20,
LONDON UNDERGROUND LTD,MITIE FM LIMITED,Security Services (Guards),1005\5109973931,2021-07-19,722196.31,
LONDON BUS SERVICES LTD,TRAPEZE PTI LTD,Maintenance of Plant & Equipment,1006\5109976155,2021-07-23,690446.81,
DOCKLANDS LIGHT RAILWAY,BUCKINGHAM GROUP CONTRACTING LTD,Civil Engineering Construction Works,1012\5109958866,2021-06-28,685088.81,
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,CCS Service Contract,1002\5109960703,2021-07-14,651104.37,
LONDON UNDERGROUND LTD,CLESHAR CONTRACT SERVICES,Track General Maintenance,1005\5109962574,2021-07-21,643062.47,
LONDON BUS SERVICES LTD,CT PLUS LIMITED,Bus Contract Payments,1006\1900046056,2021-07-23,630285.15,
DOCKLANDS LIGHT RAILWAY,EDF ENERGY,Electricity,1012\5109970496,2021-07-23,630196.16,
TFL CORPORATE,SENTRUM IV LIMITED,Manage IT Services,1001\5109950322,2021-07-08,612780.23,
TRANSPORT TRADING LTD,LONDON BOROUGH OF SOUTHWARK,Rates,1004\1901677961,2021-07-01,601692.00,
TFL CORPORATE,CAPITA BUSINESS SERVICES LTD,IT Consultancy,1001\5109954238,2021-07-05,577803.00,
LONDON UNDERGROUND LTD,THALES GROUND TRANSPORTATION SYSTEM,Civil Engineering Construction Works,1005\5109970142,2021-07-24,565194.79,
RAIL FOR LONDON LIMITED,NETWORK RAIL,Civil Engineering Construction Works,1020\5109963288,2021-07-21,554742.93,
LONDON BUS SERVICES LTD,SULLIVAN BUS & COACH LTD,Bus Contract Payments,1006\1900045991,2021-07-09,539513.67,
SURFACE TRANSPORT CORP,SIEMENS,Traffic Signals,1002\5109968916,2021-07-07,524862.19,
SURFACE TRANSPORT CORP,RINGWAY JACOBS LIMITED,Contracted Services - Roads,1002\5109965295,2021-07-01,515012.08,
LONDON UNDERGROUND LTD,CAPITA BUSINESS SERVICES LTD,Maintenance of Telecommunications Equipment,1005\5109958312,2021-07-13,500215.69,
LONDON UNDERGROUND LTD,ONE TRANSPORT LIMITED,Travel to/from work (Unsocial Hours),1005\5109973706,2021-07-16,491181.93,
LONDON UNDERGROUND LTD,KONE PLC,Escalators,1005\5109962702,2021-06-28,479052.07,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Track General Maintenance,1005\5109966249,2021-07-07,461839.51,
LONDON UNDERGROUND LTD,ALSTOM NL SERVICE PROVISION LTD,Professional Engineering Services,1005\5109965286,2021-07-21,461039.00,
LONDON UNDERGROUND LTD,PANASONIC MARKETING EUROPE GMBH,Contracted Services Buildings,1005\5109957828,2021-07-12,459187.20,
RAIL FOR LONDON LIMITED,NETWORK RAIL,Building Maintenance & Repairs,1020\5109846874,2021-07-08,448938.58,
