Entity,Vendor Name,Expenditure Account,Document Number,Clearing Date,Amount,Merchant Category
TRANSPORT TRADING LTD,RAIL SETTLEMENT PLAN,Rail Settlement Plan - PAYG Creditor,1004\1901686664,2022-08-05,73717376.38,
RAIL FOR LONDON LIMITED,MTR CROSSRAIL,Franchise/Concession Fixed Fee,1020\5110148755,2022-08-19,19407065.20,
RAIL FOR LONDON LIMITED,345 RAIL LEASING LIMITED,Vehicle Repairs & Maintenance,1020\5110142387,2022-07-29,17340982.39,
RAIL FOR LONDON LIMITED,ARRIVA RAIL LONDON LTD,Franchise/Concession Fixed Fee,1020\5110148764,2022-08-16,15889627.47,
LONDON BUS SERVICES LTD,METROLINE TRAVEL LTD,Bus Contract Payments,1006\1900047673,2022-08-05,14983455.96,
LONDON BUS SERVICES LTD,ARRIVA LONDON NORTH LTD,Bus Contract Payments,1006\1900047661,2022-08-05,13014343.33,
LONDON BUS SERVICES LTD,LONDON GENERAL TRANSPORT SERVICES,Bus Contract Payments,1006\1900047668,2022-08-05,11787206.16,
LONDON BUS SERVICES LTD,LONDON UNITED BUSWAYS,Bus Contract Payments,1006\1900047671,2022-08-05,10461873.01,
LONDON BUS SERVICES LTD,LONDON CENTRAL BUS COMPANY LTD,Bus Contract Payments,1006\1900047667,2022-08-05,10156429.88,
LONDON BUS SERVICES LTD,EAST LONDON BUS & COACH COMPANY LTD,Bus Contract Payments,1006\1900047665,2022-08-05,9224609.93,
DOCKLANDS LIGHT RAILWAY,KEOLIS AMEY DOCKLANDS LIMITED,Franchise/Concession Fixed Fee,1012\5110149025,2022-08-15,8109085.63,
TFL CORPORATE,TOWN LEGAL LLP,Purchase of Land & Buildings,1001\1900118654,2022-07-28,7127659.90,
LONDON BUS SERVICES LTD,ARRIVA LONDON SOUTH LTD,Bus Contract Payments,1006\1900047662,2022-08-05,7021688.91,
LONDON BUS SERVICES LTD,STAGECOACH SERVICES LIMITED,Bus Contract Payments,1006\1900047675,2022-08-05,6292173.26,
LONDON BUS SERVICES LTD,ABELLIO LONDON LTD,Bus Contract Payments,1006\1900047659,2022-08-05,6274517.59,
TRANSPORT TRADING LTD,CUBIC TRANSPORTATION SYSTEMS LTD,Cubic Oyster Contract Costs,1004\5110139090,2022-08-05,5639829.44,
TFL CORPORATE,NETWORK RAIL INFRASTRUCTURE,National Rail Fixed Track Access Charges,1001\5110136966,2022-08-12,4959949.95,
LONDON BUS SERVICES LTD,METROLINE TRAVEL LTD,Bus Contract Payments,1006\1900047746,2022-08-19,4645039.71,
