Entity,Vendor Name,Expenditure Account,Document Number,Clearing Date,Amount,Merchant Category
TRANSPORT TRADING LTD,RAIL SETTLEMENT PLAN,Rail Settlement Plan - PAYG Creditor,1004\1901679480,2021-10-28,53560901.22,
RAIL FOR LONDON LIMITED,MTR CROSSRAIL,Franchise/Concession Fixed Fee,1020\5110032513,2021-11-12,18325229.52,
LONDON BUS SERVICES LTD,METROLINE TRAVEL LTD,Bus Contract Payments,1006\1900046428,2021-10-29,15441236.60,
RAIL FOR LONDON LIMITED,ARRIVA RAIL LONDON,Franchise/Concession Fixed Fee,1020\5110032786,2021-11-10,15098868.45,
LONDON BUS SERVICES LTD,ARRIVA LONDON NORTH LTD,Bus Contract Payments,1006\1900046417,2021-10-29,13330675.34,
LONDON BUS SERVICES LTD,LONDON GENERAL TRANSPORT SERVICES,Bus Contract Payments,1006\1900046424,2021-10-29,11994272.66,
LONDON BUS SERVICES LTD,LONDON UNITED BUSWAYS,Bus Contract Payments,1006\1900046426,2021-10-29,10881120.08,
LONDON BUS SERVICES LTD,LONDON CENTRAL BUS COMPANY LTD,Bus Contract Payments,1006\1900046423,2021-10-29,10718397.64,
LONDON BUS SERVICES LTD,EAST LONDON BUS & COACH COMPANY LTD,Bus Contract Payments,1006\1900046421,2021-10-29,9321197.70,
SURFACE TRANSPORT CORP,METROPOLITAN POLICE,MPS Employment Costs SM,1002\5110021185,2021-10-29,7684393.07,
DOCKLANDS LIGHT RAILWAY,KEOLIS AMEY DOCKLANDS LIMITED,Franchise/Concession Fixed Fee,1012\5110031658,2021-11-08,7535219.01,
LONDON BUS SERVICES LTD,ARRIVA LONDON SOUTH LTD,Bus Contract Payments,1006\1900046418,2021-10-29,6827876.59,
LONDON BUS SERVICES LTD,STAGECOACH,Bus Contract Payments,1006\1900046430,2021-10-29,6239471.52,
LONDON BUS SERVICES LTD,ABELLIO LONDON LTD,Bus Contract Payments,1006\1900046415,2021-10-29,6234866.74,
TRANSPORT TRADING LTD,CUBIC TRANSPORTATION SYSTEMS LTD,Cubic Oyster Contract Costs,1004\5110023333,2021-10-29,5574294.39,
LUL NOMINEE SSL LIMITED,THALES GROUND TRANSPORTATION SYSTEM,Civil Engineering Construction Works,1031\5110028151,2021-11-10,5269858.41,
LONDON BUS SERVICES LTD,METROLINE TRAVEL LTD,Bus Contract Payments,1006\1900046510,2021-11-12,4871707.37,
TFL CORPORATE,NETWORK RAIL,National Rail Fixed Track Access Charges,1001\5110019872,2021-11-02,4631571.53,
LONDON BUS SERVICES LTD,METROLINE WEST LTD,Bus Contract Payments,1006\1900046429,2021-10-29,4474748.44,
LONDON BUS SERVICES LTD,ARRIVA LONDON NORTH LTD,Bus Contract Payments,1006\1900046499,2021-11-12,4267845.23,
LONDON BUS SERVICES LTD,METROBUS LIMITED,Bus Contract Payments,1006\1900046427,2021-10-29,3961760.14,
LONDON BUS SERVICES LTD,LONDON GENERAL TRANSPORT SERVICES,Bus Contract Payments,1006\1900046506,2021-11-12,3868040.65,
LONDON BUS SERVICES LTD,ABELLIO LONDON LTD,Bus Contract Payments,1006\1900046416,2021-10-29,3855345.65,
RAIL FOR LONDON LIMITED,MORGAN SINDALL  PLC,Civil Engineering Construction Works,1020\5110015043,2021-10-20,3594284.72,
LONDON BUS SERVICES LTD,LONDON CENTRAL BUS COMPANY LTD,Bus Contract Payments,1006\1900046505,2021-11-12,3544560.82,
LONDON BUS SERVICES LTD,TOWER TRANSIT OPERATIONS LTD,Bus Contract Payments,1006\1900046432,2021-10-29,3479330.62,
LONDON UNDERGROUND LTD,ALSTOM NL SERVICE PROVISION LTD,Fleet Tsssa Contract,1005\5110014079,2021-10-25,3447773.26,
LONDON UNDERGROUND LTD,SIEMENS,Professional Engineering Services,1005\5110014995,2021-10-27,3400000.46,
LONDON UNDERGROUND LTD,ALSTOM NL SERVICE PROVISION LTD,Fleet Tsssa Contract,1005\5110028149,2021-11-11,3367380.69,
LONDON BUS SERVICES LTD,LONDON UNITED BUSWAYS,Bus Contract Payments,1006\1900046508,2021-11-12,3228151.65,
LONDON UNDERGROUND LTD,GBM SERVICES LTD,Operational Cleaning,1005\5110019335,2021-10-18,3226068.01,
LONDON BUS SERVICES LTD,BLUE TRIANGLE BUSES LTD,Bus Contract Payments,1006\1900046419,2021-10-29,3215476.37,
LONDON UNDERGROUND LTD,BRITISH TRANSPORT POLICE,MPS Employment Costs SM,1005\5110008092,2021-10-18,3141375.46,
LONDON UNDERGROUND LTD,BRITISH TRANSPORT POLICE,MPS Employment Costs SM,1005\5110023100,2021-11-10,3141375.46,
LONDON UNDERGROUND LTD,DRAGADOS S.A.,Civil Engineering Construction Works,1005\5110026374,2021-11-10,3126843.10,
LONDON BUS SERVICES LTD,EAST LONDON BUS & COACH COMPANY LTD,Bus Contract Payments,1006\1900046503,2021-11-12,3034135.75,
LONDON UNDERGROUND LTD,BALFOUR BEATTY RAIL LTD,Track General Maintenance,1005\5110034037,2021-11-11,2896770.45,
TRANSPORT TRADING LTD,RAIL SETTLEMENT PLAN,Rail Settlement Plan - PAYG Creditor,1004\1901679481,2021-10-28,2853906.90,
LONDON UNDERGROUND LTD,BALFOUR BEATTY RAIL LTD,Track General Maintenance,1005\5110021878,2021-11-02,2803765.49,
LONDON BUS SERVICES LTD,LONDON SOVEREIGN LTD,Bus Contract Payments,1006\1900046425,2021-10-29,2567569.50,
SURFACE TRANSPORT CORP,LONDON BOROUGH OF BROMLEY,Borough Services - Claim Against Pr Yr Accrual,1002\1900069499,2021-10-18,2547913.00,
LONDON UNDERGROUND LTD,THALES GRD TRANSPORTATION SYSTEMS,Computer Hardware,1005\5110014416,2021-10-25,2533195.00,
LONDON UNDERGROUND LTD,THALES GRD TRANSPORTATION SYSTEMS,Computer Hardware,1005\5110022798,2021-11-10,2479270.00,
LONDON UNDERGROUND LTD,BRITISH TRANSPORT POLICE,MPS Employment Costs SM,1005\5110008084,2021-10-18,2417088.26,
LONDON UNDERGROUND LTD,BRITISH TRANSPORT POLICE,MPS Employment Costs SM,1005\5110023102,2021-11-10,2417088.26,
LONDON UNDERGROUND LTD,ALSTOM NL SERVICE PROVISION LTD,TLL Lease Costs,1005\5110013908,2021-10-25,2382389.34,
RAIL FOR LONDON LIMITED,BOMBARDIER TRANSPORT UK,Vehicle Repairs & Maintenance,1020\5110026416,2021-10-26,2359216.77,
TRANSPORT TRADING LTD,CUBIC TRANSPORTATION SYSTEMS LTD,Cubic Oyster Contract Costs,1004\5110023337,2021-10-29,2336132.06,
SURFACE TRANSPORT CORP,MORGAN SINDALL  PLC,Contracted Services - Roads,1002\5110015113,2021-10-22,2327174.37,
LONDON BUS SERVICES LTD,ARRIVA LONDON SOUTH LTD,Bus Contract Payments,1006\1900046500,2021-11-12,2232348.46,
LONDON UNDERGROUND LTD,ENGIE SERVICES LTD,Equipment Repairs & Maintenance,1005\5110020745,2021-11-03,2147520.72,
LONDON BUS SERVICES LTD,ABELLIO LONDON LTD,Bus Contract Payments,1006\1900046497,2021-11-12,2011957.06,
LONDON BUS SERVICES LTD,STAGECOACH,Bus Contract Payments,1006\1900046512,2021-11-12,1978871.06,
LONDON BUS SERVICES LTD,CT PLUS LIMITED,Bus Contract Payments,1006\1900046422,2021-10-29,1951295.42,
LUL NOMINEE SSL LIMITED,THALES GRD TRANSPORTATION SYSTEMS,Civil Engineering Construction Works,1031\5110028156,2021-11-12,1775072.68,
RAIL FOR LONDON LIMITED,BOMBARDIER TRANSPORT UK,Vehicle Operating Leases,1020\5110026459,2021-10-26,1708260.23,
LONDON BUS SERVICES LTD,METROLINE WEST LTD,Bus Contract Payments,1006\1900046511,2021-11-12,1531101.30,
