Entity,Vendor Name,Expenditure Account,Document Number,Clearing Date,Amount,Merchant Category
TRANSPORT TRADING LTD,RAIL SETTLEMENT PLAN,Rail Settlement Plan - PAYG Creditor,1004\1901681972,2022-02-18,44241914.31,
RAIL FOR LONDON LIMITED,MTR CROSSRAIL,Franchise/Concession Fixed Fee,1020\5110075440,2022-03-04,19498086.71,
LONDON BUS SERVICES LTD,METROLINE TRAVEL LTD,Bus Contract Payments,1006\1900046913,2022-02-18,15414950.60,
RAIL FOR LONDON LIMITED,ARRIVA RAIL LONDON,Franchise/Concession Fixed Fee,1020\5110075748,2022-03-02,15386882.98,
LONDON BUS SERVICES LTD,ARRIVA LONDON NORTH LTD,Bus Contract Payments,1006\1900046901,2022-02-18,13068826.82,
LONDON BUS SERVICES LTD,LONDON GENERAL TRANSPORT SERVICES,Bus Contract Payments,1006\1900046908,2022-02-18,11577749.46,
LONDON BUS SERVICES LTD,LONDON UNITED BUSWAYS,Bus Contract Payments,1006\1900046911,2022-02-18,10719477.38,
LONDON BUS SERVICES LTD,LONDON CENTRAL BUS COMPANY LTD,Bus Contract Payments,1006\1900046907,2022-02-18,10190262.21,
LONDON BUS SERVICES LTD,EAST LONDON BUS & COACH COMPANY LTD,Bus Contract Payments,1006\1900046905,2022-02-18,9231901.47,
DOCKLANDS LIGHT RAILWAY,KEOLIS AMEY DOCKLANDS LIMITED,Franchise/Concession Fixed Fee,1012\5110076410,2022-02-28,7524767.62,
LONDON BUS SERVICES LTD,ARRIVA LONDON SOUTH LTD,Bus Contract Payments,1006\1900046902,2022-02-18,6790021.85,
LONDON UNDERGROUND LTD,DRAGADOS S.A.,Civil Engineering Construction Works,1005\5110069260,2022-03-02,6554151.70,
LONDON BUS SERVICES LTD,ABELLIO LONDON LTD,Bus Contract Payments,1006\1900046899,2022-02-18,6290630.03,
LONDON BUS SERVICES LTD,STAGECOACH,Bus Contract Payments,1006\1900046915,2022-02-18,6225571.73,
TRANSPORT TRADING LTD,CUBIC TRANSPORTATION SYSTEMS LTD,Cubic Oyster Contract Costs,1004\5110068241,2022-02-21,5599887.50,
LONDON BUS SERVICES LTD,METROLINE TRAVEL LTD,Bus Contract Payments,1006\1900046956,2022-03-04,5016562.53,
TFL CORPORATE,NETWORK RAIL,National Rail Fixed Track Access Charges,1001\5110061857,2022-02-17,4631571.53,
LUL NOMINEE SSL LIMITED,THALES GROUND TRANSPORTATION SYSTEM,Civil Engineering Construction Works,1031\5110074724,2022-03-02,4471103.14,
LONDON BUS SERVICES LTD,ARRIVA LONDON NORTH LTD,Bus Contract Payments,1006\1900046944,2022-03-04,4195687.21,
LONDON BUS SERVICES LTD,METROBUS LIMITED,Bus Contract Payments,1006\1900046912,2022-02-18,4016415.49,
RAIL FOR LONDON LIMITED,MORGAN SINDALL  PLC,Civil Engineering Construction Works,1020\5110070517,2022-03-02,3917801.94,
LONDON BUS SERVICES LTD,LONDON GENERAL TRANSPORT SERVICES,Bus Contract Payments,1006\1900046951,2022-03-04,3875236.59,
LONDON BUS SERVICES LTD,METROLINE WEST LTD,Bus Contract Payments,1006\1900046914,2022-02-18,3758030.06,
LONDON BUS SERVICES LTD,ABELLIO LONDON LTD,Bus Contract Payments,1006\1900046900,2022-02-18,3701501.41,
LONDON UNDERGROUND LTD,BALFOUR BEATTY RAIL LTD,Track General Maintenance,1005\5110076997,2022-03-03,3514226.02,
LONDON UNDERGROUND LTD,ALSTOM NL SERVICE PROVISION LTD,Fleet Tsssa Contract,1005\5110062929,2022-02-22,3398091.68,
LONDON BUS SERVICES LTD,LONDON CENTRAL BUS COMPANY LTD,Bus Contract Payments,1006\1900046950,2022-03-04,3375981.18,
LONDON UNDERGROUND LTD,GBM SERVICES LTD,Operational Cleaning,1005\5110063639,2022-02-07,3282686.18,
LONDON BUS SERVICES LTD,BLUE TRIANGLE BUSES LTD,Bus Contract Payments,1006\1900046903,2022-02-18,3244690.29,
LONDON BUS SERVICES LTD,LONDON UNITED BUSWAYS,Bus Contract Payments,1006\1900046954,2022-03-04,3162293.49,
LONDON UNDERGROUND LTD,BRITISH TRANSPORT POLICE,MPS Employment Costs SM,1005\5110067729,2022-03-02,3141375.46,
LONDON BUS SERVICES LTD,EAST LONDON BUS & COACH COMPANY LTD,Bus Contract Payments,1006\1900046948,2022-03-04,3054284.20,
LONDON BUS SERVICES LTD,LONDON SOVEREIGN LTD,Bus Contract Payments,1006\1900046909,2022-02-18,2690130.51,
RAIL FOR LONDON LIMITED,BOMBARDIER TRANSPORT UK,Vehicle Repairs & Maintenance,1020\5110078448,2022-03-04,2569946.04,
LONDON UNDERGROUND LTD,SIEMENS,Traction Current,1005\5110053029,2022-02-09,2554722.28,
LONDON UNDERGROUND LTD,THALES GROUND TRANSPORTATION SYSTEM,Computer Hardware,1005\5110065686,2022-02-09,2519672.46,
LONDON UNDERGROUND LTD,ALSTOM NL SERVICE PROVISION LTD,TLL Lease Costs,1005\5110076165,2022-02-28,2491206.55,
RAIL FOR LONDON LIMITED,BOMBARDIER TRANSPORT UK,Vehicle Repairs & Maintenance,1020\5110074275,2022-02-24,2455135.63,
LONDON UNDERGROUND LTD,BRITISH TRANSPORT POLICE,MPS Employment Costs SM,1005\5110067730,2022-03-02,2417088.26,
TRANSPORT TRADING LTD,RAIL SETTLEMENT PLAN,Rail Settlement Plan - PAYG Creditor,1004\1901681973,2022-02-18,2232175.75,
LONDON BUS SERVICES LTD,ARRIVA LONDON SOUTH LTD,Bus Contract Payments,1006\1900046945,2022-03-04,2230614.62,
TTL Properties Ltd,EARLS COURT PARTNERSHIP LIMITED,Purchase of Associates Loan Notes (Activity),1040\1900000870,2022-02-09,2220000.00,
TRANSPORT TRADING LTD,CUBIC TRANSPORTATION SYSTEMS LTD,Cubic Oyster Contract Costs,1004\5110068243,2022-02-21,2179140.72,
LONDON BUS SERVICES LTD,LONDON TRANSIT LIMITED,Bus Contract Payments,1006\1900046910,2022-02-18,2063563.48,
LONDON BUS SERVICES LTD,STAGECOACH,Bus Contract Payments,1006\1900046958,2022-03-04,2048021.46,
LONDON BUS SERVICES LTD,ABELLIO LONDON LTD,Bus Contract Payments,1006\1900046942,2022-03-04,2026311.46,
LONDON BUS SERVICES LTD,TOWER TRANSIT OPERATIONS LTD,Bus Contract Payments,1006\1900046917,2022-02-18,2022372.85,
LONDON BUS SERVICES LTD,CT PLUS LIMITED,Bus Contract Payments,1006\1900046906,2022-02-18,1943773.87,
RAIL FOR LONDON LIMITED,BOMBARDIER TRANSPORT UK,Vehicle Repairs & Maintenance,1020\5110070650,2022-02-15,1913860.33,
TFL CORPORATE,OFFICE OF RAIL REGULATION,Publications & Periodicals,1001\5110068335,2022-02-18,1872394.93,
