Entity,Vendor Name,Expenditure Account,Document Number,Clearing Date,Amount,Merchant Category
RAIL FOR LONDON LIMITED,MTR CROSSRAIL,Franchise/Concession Fixed Fee,1020\5109866263,2021-01-11,19172427.21,
RAIL FOR LONDON LIMITED,MTR CROSSRAIL,Franchise/Concession Fixed Fee,1020\5109879147,2021-02-05,15779704.55,
LONDON BUS SERVICES LTD,METROLINE TRAVEL LTD,Bus Contract Payments,1006\1900045302,2021-01-22,15159647.92,
RAIL FOR LONDON LIMITED,ARRIVA RAIL LONDON,Franchise/Concession Fixed Fee,1020\5109878681,2021-02-03,14230271.10,
LONDON BUS SERVICES LTD,ARRIVA LONDON NORTH LTD,Bus Contract Payments,1006\1900045291,2021-01-22,13601676.12,
TRANSPORT TRADING LTD,RAIL SETTLEMENT PLAN,Rail Settlement Plan - PAYG Creditor,1004\1901675246,2021-01-22,11744512.13,
LONDON BUS SERVICES LTD,LONDON GENERAL TRANSPORT SERVICES,Bus Contract Payments,1006\1900045298,2021-01-22,11727604.99,
LONDON BUS SERVICES LTD,LONDON CENTRAL BUS COMPANY LTD,Bus Contract Payments,1006\1900045297,2021-01-22,10580625.30,
RAIL FOR LONDON LIMITED,345 RAIL LEASING LIMITED,Vehicle Repairs & Maintenance,1020\5109871849,2021-01-29,9484389.15,
LONDON BUS SERVICES LTD,LONDON UNITED BUSWAYS,Bus Contract Payments,1006\1900045300,2021-01-22,9354256.77,
LONDON BUS SERVICES LTD,EAST LONDON BUS & COACH COMPANY LTD,Bus Contract Payments,1006\1900045295,2021-01-22,9248625.79,
LONDON UNDERGROUND LTD,FERROVIAL LAING O ROURKE,Civil Engineering Construction Works,1005\5109871568,2021-02-03,9099636.31,
RAIL FOR LONDON LIMITED,FERROVIAL LAING O ROURKE,Civil Engineering Construction Works,1020\5109875512,2021-02-03,7422309.31,
SURFACE TRANSPORT CORP,METROPOLITAN POLICE,MPS Employment Costs SM,1002\5109874584,2021-01-27,7316308.89,
DOCKLANDS LIGHT RAILWAY,KEOLIS AMEY DOCKLANDS LIMITED,Franchise/Concession Fixed Fee,1012\5109876883,2021-02-01,6862680.10,
LONDON BUS SERVICES LTD,ARRIVA LONDON SOUTH LTD,Bus Contract Payments,1006\1900045292,2021-01-22,6774708.42,
LONDON BUS SERVICES LTD,ABELLIO LONDON LTD,Bus Contract Payments,1006\1900045289,2021-01-22,6455465.89,
LUL NOMINEE SSL LIMITED,THALES GROUND TRANSP SYSTEMS UK LTD,Civil Engineering Construction Works,1031\5109874601,2021-02-02,5963768.85,
TRANSPORT TRADING LTD,CUBIC TRANSPORTATION SYSTEMS LTD,Cubic Oyster Contract Costs,1004\5109869904,2021-01-25,5945716.79,
LONDON BUS SERVICES LTD,STAGECOACH,Bus Contract Payments,1006\1900045305,2021-01-22,5699224.77,
LONDON BUS SERVICES LTD,METROLINE TRAVEL LTD,Bus Contract Payments,1006\1900045350,2021-02-05,4955551.89,
TFL CORPORATE,NETWORK RAIL,National Rail Fixed Track Access Charges,1001\5109867641,2021-02-01,4592079.65,
LONDON BUS SERVICES LTD,ARRIVA LONDON NORTH LTD,Bus Contract Payments,1006\1900045339,2021-02-05,4535766.93,
LONDON BUS SERVICES LTD,METROLINE WEST LTD,Bus Contract Payments,1006\1900045303,2021-01-22,4480032.34,
LONDON UNDERGROUND LTD,BRITISH TRANSPORT POLICE,MPS Employment Costs SM,1005\5109868691,2021-02-03,4408668.00,
LONDON BUS SERVICES LTD,TOWER TRANSIT OPERATIONS LTD,Bus Contract Payments,1006\1900045307,2021-01-22,4378342.32,
LONDON BUS SERVICES LTD,ABELLIO LONDON LTD,Bus Contract Payments,1006\1900045290,2021-01-22,3930361.75,
LONDON BUS SERVICES LTD,LONDON GENERAL TRANSPORT SERVICES,Bus Contract Payments,1006\1900045346,2021-02-05,3865444.33,
LONDON BUS SERVICES LTD,METROBUS LIMITED,Bus Contract Payments,1006\1900045301,2021-01-22,3627829.94,
LONDON BUS SERVICES LTD,LONDON CENTRAL BUS COMPANY LTD,Bus Contract Payments,1006\1900045345,2021-02-05,3464993.98,
LONDON UNDERGROUND LTD,ALSTOM NL SERVICE PROVISION LTD,Fleet Tsssa Contract,1005\5109869648,2021-01-20,3381549.87,
LONDON UNDERGROUND LTD,BALFOUR BEATTY RAIL LTD,Track General Maintenance,1005\5109881276,2021-02-04,3111001.90,
LONDON BUS SERVICES LTD,LONDON UNITED BUSWAYS,Bus Contract Payments,1006\1900045348,2021-02-05,3084071.91,
LONDON UNDERGROUND LTD,BALFOUR BEATTY RAIL LTD,Track General Maintenance,1005\5109867195,2021-01-18,2949899.67,
LONDON BUS SERVICES LTD,BLUE TRIANGLE BUSES LTD,Bus Contract Payments,1006\1900045293,2021-01-22,2926239.49,
LONDON BUS SERVICES LTD,EAST LONDON BUS & COACH COMPANY LTD,Bus Contract Payments,1006\1900045343,2021-02-05,2910485.54,
LONDON UNDERGROUND LTD,DRAGADOS S.A.,Civil Engineering Construction Works,1005\5109873339,2021-02-02,2807132.30,
RAIL FOR LONDON LIMITED,QW RAIL LEASING LIMITED,Vehicle Operating Leases,1020\5109866883,2021-01-12,2751289.69,
LONDON UNDERGROUND LTD,GBM SERVICES LTD,Operational Cleaning,1005\5109877359,2021-02-04,2657515.20,
LONDON UNDERGROUND LTD,THALES GRD TRANSPORTATION SYSTEMS,Computer Hardware,1005\5109861377,2021-01-12,2493708.00,
LONDON UNDERGROUND LTD,ALSTOM NL SERVICE PROVISION LTD,TLL Lease Costs,1005\5109868674,2021-01-20,2382389.34,
RAIL FOR LONDON LIMITED,BOMBARDIER TRANSPORT UK,Vehicle Repairs & Maintenance,1020\5109875463,2021-01-27,2367312.92,
LONDON BUS SERVICES LTD,LONDON SOVEREIGN LTD,Bus Contract Payments,1006\1900045299,2021-01-22,2305922.22,
LONDON BUS SERVICES LTD,ARRIVA LONDON SOUTH LTD,Bus Contract Payments,1006\1900045340,2021-02-05,2236989.69,
LONDON BUS SERVICES LTD,ABELLIO LONDON LTD,Bus Contract Payments,1006\1900045337,2021-02-05,2101959.20,
LONDON BUS SERVICES LTD,CT PLUS LIMITED,Bus Contract Payments,1006\1900045296,2021-01-22,1922990.91,
LONDON UNDERGROUND LTD,GBM SERVICES LTD,Operational Cleaning,1005\5109877324,2021-02-04,1920974.06,
LONDON BUS SERVICES LTD,STAGECOACH,Bus Contract Payments,1006\1900045353,2021-02-05,1863871.06,
LUL NOMINEE SSL LIMITED,THALES GROUND TRANSPORTATION SYSTEM,Civil Engineering Construction Works,1031\5109874593,2021-02-05,1836007.22,
TRANSPORT TRADING LTD,CUBIC TRANSPORTATION SYSTEMS LTD,Cubic Oyster Contract Costs,1004\5109869910,2021-01-25,1828960.01,
SURFACE TRANSPORT CORP,ROAD MANAGEMENT SERVICES PLC,A13 PFI Service Costs,1002\5109866571,2021-01-14,1785701.48,
SURFACE TRANSPORT CORP,ENTERPRISEMOUCHEL LTD,Contracted Services - Roads,1002\5109877615,2021-02-02,1773194.55,
DOCKLANDS LIGHT RAILWAY,CGL RAIL,Franchise/Concession Fixed Fee,1012\5109876878,2021-01-27,1762402.00,
TFL CORPORATE,SAP UK LTD,Software Maintenance,1001\5109864079,2021-01-13,1714503.35,
RAIL FOR LONDON LIMITED,QW RAIL LEASING LIMITED,Vehicle Operating Leases,1020\5109866884,2021-01-12,1540871.62,
LONDON UNDERGROUND LTD,CAPITA BUSINESS SERVICES LTD,IT Consultancy,1005\5109864968,2021-01-20,1522229.82,
LONDON UNDERGROUND LTD,BRITISH TRANSPORT POLICE,MPS Employment Costs SM,1005\5109868300,2021-02-03,1496528.71,
LONDON BUS SERVICES LTD,METROLINE WEST LTD,Bus Contract Payments,1006\1900045351,2021-02-05,1491999.88,
SURFACE TRANSPORT CORP,MORGAN SINDALL  PLC,Contracted Services - Roads,1002\5109864261,2021-01-18,1461859.49,
SURFACE TRANSPORT CORP,AECOM LTD,Road Maintenance,1002\5109878298,2021-02-02,1456245.63,
LONDON BUS SERVICES LTD,TOWER TRANSIT OPERATIONS LTD,Bus Contract Payments,1006\1900045355,2021-02-05,1437737.70,
SURFACE TRANSPORT CORP,RINGWAY JACOBS LIMITED,Maintenance of Plant & Equipment,1002\5109878767,2021-02-02,1420182.80,
RAIL FOR LONDON LIMITED,CLESHAR CONTRACT SERVICES LTD,Maintenance of Plant & Equipment,1020\5109869940,2021-01-15,1299504.37,
RAIL FOR LONDON LIMITED,TRAM OPERATIONS LIMITED,Franchise/Concession Fixed Fee,1020\5109867106,2021-01-26,1298468.81,
LONDON BUS SERVICES LTD,ABELLIO LONDON LTD,Bus Contract Payments,1006\1900045338,2021-02-05,1295581.01,
RAIL FOR LONDON LIMITED,MTR CROSSRAIL,MR Construction Costs,1020\5109865985,2021-02-05,1289493.38,
RAIL FOR LONDON LIMITED,NETWORK RAIL,Professional Engineering Services,1020\5109871101,2021-01-20,1253220.00,
SURFACE TRANSPORT CORP,RINGWAY JACOBS LIMITED,Maintenance of Plant & Equipment,1002\5109877908,2021-02-02,1215097.53,
LONDON BUS SERVICES LTD,METROBUS LIMITED,Bus Contract Payments,1006\1900045349,2021-02-05,1187432.24,
TFL CORPORATE,AXA PPP HEALTHCARE,General Insurance,1001\5109874776,2021-01-25,1110917.90,
LONDON BUS SERVICES LTD,LONDON GENERAL TRANSPORT SERVICES,Vehicle Repairs & Maintenance,1006\5109865993,2021-01-18,1029952.00,
SURFACE TRANSPORT CORP,LONDON BOROUGH OF ENFIELD,Borough Services,1002\1900067339,2021-02-03,1025222.55,
LONDON UNDERGROUND LTD,LANES GROUP PLC,Building Maintenance & Repairs,1005\5109866602,2021-01-13,1019235.02,
LONDON BUS SERVICES LTD,LONDON GENERAL TRANSPORT SERVICES,Vehicle Repairs & Maintenance,1006\5109865990,2021-01-18,1011077.00,
RAIL FOR LONDON LIMITED,MOTT MACDONALD LIMITED,Management & Support Consultancy,1020\5109866856,2021-02-01,998562.47,
LONDON BUS SERVICES LTD,HR RICHMOND LTD T/A EPSOM BUSES,Bus Contract Payments,1006\1900045304,2021-01-22,993679.87,
SURFACE TRANSPORT CORP,SIEMENS,Cameras,1002\5109863753,2021-01-13,989203.03,
LONDON UNDERGROUND LTD,TAYLOR WOODROW CONS BAM NUTTAL LTD,MR Construction Costs,1005\5109857788,2021-01-15,975063.67,
LONDON UNDERGROUND LTD,ALSTOM NL SERVICE PROVISION LTD,TLL Lease Costs,1005\5109869683,2021-01-20,972677.77,
LONDON BUS SERVICES LTD,BLUE TRIANGLE BUSES LTD,Bus Contract Payments,1006\1900045341,2021-02-05,960420.42,
LONDON BUS SERVICES LTD,DOCKLANDS MINIBUS LITD,Bus Contract Payments,1006\1900045294,2021-01-22,948638.88,
TFL CORPORATE,EVERSHEDS,Purchase of Land & Buildings,1001\1900072080,2021-02-01,945222.20,
RAIL FOR LONDON LIMITED,MOTT MACDONALD LIMITED,Management & Support Consultancy,1020\5109863124,2021-01-13,912572.43,
SURFACE TRANSPORT CORP,ENTERPRISEMOUCHEL LTD,Road Maintenance,1002\5109878322,2021-02-02,870481.76,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Track General Maintenance,1005\5109878254,2021-01-29,857916.17,
LONDON UNDERGROUND LTD,MORSON HUMAN RESOURCES LTD,Track General Maintenance,1005\5109878259,2021-01-29,857809.69,
RAIL FOR LONDON LIMITED,BOMBARDIER TRANSPORT UK,Vehicle Repairs & Maintenance,1020\5109851038,2021-01-27,837173.34,
RAIL FOR LONDON LIMITED,BOMBARDIER TRANSPORT UK,Vehicle Repairs & Maintenance,1020\5109863620,2021-02-01,821699.68,
RAIL FOR LONDON LIMITED,BOMBARDIER TRANSPORT UK,Vehicle Repairs & Maintenance,1020\5109881738,2021-02-04,821699.68,
CYCLE HIRE SCHEME,SERCO LTD,Concession Maintenance Charge,1016\5109862053,2021-01-13,811248.60,
DOCKLANDS LIGHT RAILWAY,PITTVILLE LEASING LTD,Civil Engineering Construction Works,1012\5109870809,2021-01-15,805962.47,
SURFACE TRANSPORT CORP,AA DRIVETECH,Contracted Services - Roads,1002\5109861639,2021-01-11,781286.72,
DOCKLANDS LIGHT RAILWAY,EDF ENERGY,Electricity,1012\5109867356,2021-01-26,774083.13,
LONDON BUS SERVICES LTD,LONDON SOVEREIGN LTD,Bus Contract Payments,1006\1900045347,2021-02-05,768846.87,
LONDON UNDERGROUND LTD,CAPITA BUSINESS SERVICES LTD,IT Consultancy,1005\5109864996,2021-01-20,762601.61,
LONDON UNDERGROUND LTD,MORGAN SINDALL  PLC,MR Construction Costs,1005\5109868783,2021-01-27,747582.75,
LUL NOMINEE SSL LIMITED,SSE CONTRACTING,Civil Engineering Construction Works,1031\5109867819,2021-01-14,743917.03,
LONDON BUS SERVICES LTD,LONDON GENERAL TRANSPORT SERVICES,Vehicle Repairs & Maintenance,1006\5109865992,2021-01-18,717444.00,
