"sql select t.apar_id, t.amount, t.ext_inv_ref, t.account, t.voucher_date, d.apar_name, s.dim_a, s.dim_b,s1.description, s2.description as servdesc, a.description as accdesc from agltransact t"
sql inner join aglaccounts a on t.client = a.client and t.account = a.account
sql inner join asuheader d on t.client = d.client and t.apar_id = d.apar_id
sql inner join acrtrees s on t.client = s.client and t.dim_1 = s.cat_1 and s.att_agrid = '60'
sql inner join agldescription s1 on s.client = s1.client and s.dim_a = s1.dim_value and s1.attribute_id = '23'
sql inner join agldescription s2 on s.client = s2.client and s.dim_b = s2.dim_value and s2.attribute_id = '24'
sql where t.client = 'DC'
sql and t.period between '201302' and '201302'
"sql and t.account not in ('XX01','XX22','XY02')"
"sql and t.voucher_type in ('P1','P2','HA','HB','HC','HD','HE','HF','HG','HH','HI')"
sql and t.amount >= 500
"sql and d.apar_gr_id in ('C1','C2')"
sql and s.dim_b <> '460'
"sql order by s.dim_a, s.dim_b, d.apar_name"
query
,,Darlington Borough Council - Analysis of Transactions Over 500,,,,
,,May-13,,,,,
columns,,text description,text servdesc,apar_name,amount,accdesc,
,,Directotate,Service,Supplier,Invoice Line Value (net of VAT),Account,
INSERTED DETAIL,,Resources Group,Resources,DR TRACEY TYLER,1570.00,Professional Fees & Consultancy,
INSERTED DETAIL,,Resources Group,Resources,ELECTORAL REFORM SERVICES,1020.08,Printing,
INSERTED DETAIL,,Resources Group,Resources,iCASEWORK LTD,510.00,Internet Costs,
INSERTED DETAIL,,Resources Group,Resources,IDOX SOFTWARE LTD,4250.00,Ict Software Purchase,
INSERTED DETAIL,,Resources Group,Resources,IDOX SOFTWARE LTD,37421.81,Ict Software Support & Maintenance,
INSERTED DETAIL,,Resources Group,Resources,LEXIS NEXIS,3967.00,Subscriptions,
INSERTED DETAIL,,Resources Group,Resources,MULTICORD,528.00,Equipment,
INSERTED DETAIL,,Resources Group,Resources,NEIL COOKSON,1125.00,Consultancy Fees,
INSERTED DETAIL,,Resources Group,Resources,NEWSQUEST (YORKSHIRE & NORTH EAST) LTD,624.24,Advertising,
INSERTED DETAIL,,Resources Group,Resources,NEWSQUEST (YORKSHIRE & NORTH EAST) LTD,702.27,Advertising,
INSERTED DETAIL,,Resources Group,Resources,PERCIPIENT STUDIOS,775.00,Employee Training Course Costs,
INSERTED DETAIL,,Resources Group,Resources,Q MATIC UK LTD,618.90,Stationery
INSERTED DETAIL,,Resources Group,Resources,ROYAL MAIL NORTH EAST,971.57,Postages
INSERTED DETAIL,,Resources Group,Resources,THE DOCUMENT MANAGEMENT GROUP,575.00,Ict Software Support & Maintenance
INSERTED DETAIL,,Resources Group,Resources,TNT POST LTD,3721.42,Postages
INSERTED DETAIL,,Resources Group,Resources,TNT POST LTD,3120.09,Postages
INSERTED DETAIL,,Resources Group,Resources,TNT POST LTD,3472.65,Postages
INSERTED DETAIL,,Resources Group,Resources,TNT POST LTD,3422.12,Postages
INSERTED DETAIL,,Resources Group,Resources,TNT POST LTD,3429.41,Postages
INSERTED DETAIL,,Resources Group,Resources,TNT POST LTD,1918.99,Postages
INSERTED DETAIL,,Resources Group,Resources,TNT POST LTD,4047.79,Postages
INSERTED DETAIL,,Resources Group,Resources,TNT POST LTD,610.78,Postages
INSERTED DETAIL,,Resources Group,Resources,TRIMEGA LABS,769.00,Professional Fees & Consultancy
INSERTED DETAIL,,Resources Group,Resources,WATERSTONS,1785.00,Internet Costs
INSERTED DETAIL,,Resources Group,Finance,PRICE WATERHOUSE COOPERS,12328.20,Professional Fees & Consultancy
INSERTED DETAIL,,Resources Group,ICT,BT TELEPHONE PAYMENT CENTRE,601.37,Telephone Costs
INSERTED DETAIL,,Resources Group,ICT,CABLE & WIRELESS,999.00,Telephone Costs
INSERTED DETAIL,,Resources Group,ICT,DAISY COMMUNICATIONS LTD,10752.10,Telephone Costs
INSERTED DETAIL,,Resources Group,Human resources management,ALLIANCE PSYCHOLOGICAL SERVICES,1050.00,Counselling Recharge
INSERTED DETAIL,,Resources Group,Human resources management,ALLIANCE PSYCHOLOGICAL SERVICES,1750.00,Counselling Recharge
INSERTED DETAIL,,Resources Group,Human resources management,BODY 2 FIT LTD,1600.00,Physiotherapy Recharge
INSERTED DETAIL,,Resources Group,Human resources management,BODY 2 FIT LTD,2480.00,Physiotherapy Recharge
INSERTED DETAIL,,Resources Group,Human resources management,HAY GROUP LTD,2010.00,Professional Fees & Consultancy
INSERTED DETAIL,,Resources Group,Human resources management,THE DOCUMENT MANAGEMENT GROUP,575.00,Ict Software Support & Maintenance
INSERTED DETAIL,,Resources Group,Transformation,ADT FIRE & SECURITY PLC,824.65,Cyclical - Fire Alarms
INSERTED DETAIL,,Resources Group,Transformation,ADT FIRE & SECURITY PLC,992.08,Cyclical - Intruder Alarms
INSERTED DETAIL,,Resources Group,Transformation,ADT FIRE & SECURITY PLC,527.20,Cctv Monitoring Charge
INSERTED DETAIL,,Resources Group,Transformation,AIRCON REFRIGERATION LTD,5457.00,Repairs - Mechanical
INSERTED DETAIL,,Resources Group,Transformation,COMBINED POWER (SOUTH) LTD,2489.87,Electricity
INSERTED DETAIL,,Resources Group,Transformation,CORONA ENERGY LTD,2576.78,Gas
INSERTED DETAIL,,Resources Group,Transformation,CORONA ENERGY LTD,58403.95,Gas
INSERTED DETAIL,,Resources Group,Transformation,ELECTRONIC SECURITY SOLUTIONS LTD,820.00,Cyclical - Fire Alarms
INSERTED DETAIL,,Resources Group,Transformation,GUARDIAN ELECTRICAL SOLUTIONS,3569.40,Cyclical - Electrical Installation Test
INSERTED DETAIL,,Resources Group,Transformation,HAYS SPECIALIST SERVICES,821.78,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Resources Group,Transformation,HAYS SPECIALIST SERVICES,832.60,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Resources Group,Transformation,HAYS SPECIALIST SERVICES,746.40,Agency Staff Costs - Non Teaching
INSERTED DETAIL,,Resources Group,Transformation,LLOYDS BRITISH TESTING CO LTD,1170.00,Repairs - Mechanical
INSERTED DETAIL,,Resources Group,Transformation,LLOYDS BRITISH TESTING CO LTD,1170.00,Repairs - Mechanical
INSERTED DETAIL,,Resources Group,Transformation,MITIE PROPERTY SERVICES (NORTH EAST) LTD,1148.00,Alterations & Improvements - Decoration
INSERTED DETAIL,,Resources Group,Transformation,NES SERVICES LTD,4915.68,Security Services
INSERTED DETAIL,,Resources Group,Transformation,NORTHUMBRIAN WATER,2934.69,Water Charges
INSERTED DETAIL,,Resources Group,Transformation,NORTHUMBRIAN WATER,2961.98,Water Charges
INSERTED DETAIL,,Resources Group,Transformation,NORTHUMBRIAN WATER,2831.12,Water Charges
INSERTED DETAIL,,Resources Group,Transformation,NORTHUMBRIAN WATER,2319.72,Water Charges
