Payment Date,Amount,Organisational Unit,Beneficiary Name,Company Number,Charity Number
2020-04-01,7868.00,Balance Sheet,BISHOPTON PARISH COUNCIL,,
2020-04-15,4191.75,Balance Sheet,DAC BEACHCROFT LLP,,
2020-04-06,17642.42,Balance Sheet,DARLINGTON CREDIT UNION LIMITED,,
2020-03-31,610.9,Balance Sheet,DWF LLP,,
2020-02-12,13766.67,Balance Sheet,HALFORDS,,
2020-04-01,20270.00,Balance Sheet,HEIGHINGTON PARISH COUNCIL,,
2020-04-01,4000.00,Balance Sheet,HIGH CONISCLIFFE PARISH COUNCIL,,
2020-04-01,59000.00,Balance Sheet,HURWORTH PARISH COUNCIL,,
2020-04-16,3619.50,Balance Sheet,KIDDIVOUCHERS LTD,,
2020-04-01,12600.00,Balance Sheet,LOW CONISCLIFFE & MERRYBENT PARISH COUN,,
2020-04-16,1657.37,Balance Sheet,MIDDLESBROUGH BOROUGH COUNCIL,,
2020-04-16,597.26,Balance Sheet,MIDDLESBROUGH BOROUGH COUNCIL,,
2020-04-01,46086.00,Balance Sheet,MIDDLETON ST GEORGE PARISH COUNCIL,,
2020-04-01,8034.00,Balance Sheet,NEASHAM PARISH COUNCIL,,
2020-04-06,3772.46,Balance Sheet,NHS PENSIONS,,
2020-04-01,1512.00,Balance Sheet,PIERCEBRIDGE PARISH COUNCIL,,
2020-04-06,16250.75,Balance Sheet,PRUDENTIAL LOCAL GOVERNMENT,,
2020-04-01,14000.00,Balance Sheet,SADBERGE PARISH COUNCIL,,
2020-04-06,1680.86,Balance Sheet,STANDARD LIFE,,
2020-04-06,1251.46,Balance Sheet,THE DARLINGTON LABOUR GROUP,,
2020-04-06,5751.23,Balance Sheet,UNISON L04007,,
2020-04-06,520.55,Balance Sheet,UNITE,,
2020-04-01,5539.00,Balance Sheet,WHESSOE PARISH COUNCIL,,
2020-03-22,11080.92,COMMISSIONING,AVENSWAY LTD,,
2020-04-30,17432.00,COMMISSIONING,GHENT BUILDING CONTRACTORS,,
2020-04-30,4832.36,COMMISSIONING,THYSSENKRUPP ENCASA LIMITED,,
2019-12-16,1425.00,ECONOMIC GROWTH,DENNIS EAGLE LTD,,
2020-03-19,22415.00,ECONOMIC GROWTH,DARLINGTON ARENA LTD,,
2020-03-19,19644.87,ECONOMIC GROWTH,DEERNESS FENCING & LANDSCAPING LTD,,
2020-04-24,31692.46,ECONOMIC GROWTH,NORTHERN POWERGRID LIMITED,,
2020-03-31,1195.00,ECONOMIC GROWTH,ROSE PROJECT MANAGEMENT LTD,,
2020-04-16,2304.55,ECONOMIC GROWTH,HUTTON FIRE PROTECTION,,
2020-04-16,921.43,ECONOMIC GROWTH,PROBRAND LIMITED,,
2020-04-02,512401.83,ECONOMIC GROWTH,WILLMOTT DIXON CONSTRUCTION LTD,,
