"sql select t.apar_id, t.amount, t.ext_inv_ref, t.account, t.voucher_date, d.apar_name, s.dim_a, s.dim_b,s1.description, s2.description as servdesc, a.description as accdesc from agltransact t",,,,,,
sql inner join aglaccounts a on t.client = a.client and t.account = a.account,,,,,,
sql inner join asuheader d on t.client = d.client and t.apar_id = d.apar_id,,,,,,
sql inner join acrtrees s on t.client = s.client and t.dim_1 = s.cat_1 and s.att_agrid = '14',,,,,,
sql inner join agldescription s1 on s.client = s1.client and s.dim_a = s1.dim_value and s1.attribute_id = '23',,,,,,
sql inner join agldescription s2 on s.client = s2.client and s.dim_b = s2.dim_value and s2.attribute_id = '24',,,,,,
sql where t.client = 'DC',,,,,,
sql and t.period between '201104' and '201104',,,,,,
"sql and t.account not in ('XX01','XX22')",,,,,,
"sql and t.voucher_type in ('P1','P2','HA','HB','HC','HD','HE','HF','HG','HH')",,,,,,
sql and t.amount >= 500,,,,,,
"sql and d.apar_gr_id in ('C1','C2')",,,,,,
sql and s.dim_b <> '305',,,,,,
"sql order by s.dim_a, s.dim_b, d.apar_name",,,,,,
query,,,,,,
,,Darlington Borough Council - Analysis of Transactions Over £500,,,,
,,July 2011,,,,,
,,,,,,,
,,,,,,,
columns,,text description,text servdesc,apar_name,amount,accdesc,
,,Directotate,Service,Supplier,Invoice Line Value (net of VAT),Account,
INSERTED DETAIL,,Corporate Services,Accountancy & Local Taxation,DICKINSON DEES LAW FIRM,"9,734.80",PROFESSIONAL FEES & CONSULTANCY,
INSERTED DETAIL,,Corporate Services,Accountancy & Local Taxation,HM REVENUE & CUSTOMS,587.61,Other Supplies & Services,
INSERTED DETAIL,,Corporate Services,Accountancy & Local Taxation,PRICE WATERHOUSE COOPERS,"21,760.00",PROFESSIONAL FEES & CONSULTANCY,
INSERTED DETAIL,,Corporate Services,Corporate Services,ADT FIRE & SECURITY PLC,703.57,Cyclical - Fire Alarms,
