Payment Date,Amount,Organisational Unit,Beneficiary Name,Company Number,Charity Number
2014-09-18,18000,Children and Young People,CABRINI CHILDREN'S SOCIETY,,
2014-07-23,18000,n/a,DARLINGTON BOROUGH COUNCIL,,
2014-09-02,18000,Children and Young People,FAMILIES FOR CHILDREN ADOPTION,,
2014-08-20,14333,Children and Young People,NUGENT CARE,,
2014-08-21,20000,Children and Young People,PARENTS AND CHILDREN TOGETHER,,
2014-07-23,5254,Children and Young People,TACT ADOPTION,,
2014-08-15,18000,n/a,YORK COUNCIL,,
2014-07-04,3016.18,Business Services,A & O IT SERVICES,,
2014-08-11,2470.38,Business Services,A & O IT SERVICES,,
2014-09-08,1977.49,Business Services,A & O IT SERVICES,,
2014-07-08,1876.6,Business Services,ASSET HEALTH SOLUTIONS,,
2014-07-08,929.8,Business Services,ASSET HEALTH SOLUTIONS,,
2014-08-22,1900.4,Business Services,ASSET HEALTH SOLUTIONS,,
2014-09-22,1294,Business Services,ASSET HEALTH SOLUTIONS,,
2014-08-05,548.34,Business Services,BIG FISH LITTLE FISH,,
2014-09-09,548.34,Business Services,BIG FISH LITTLE FISH,,
2014-07-02,1080,Business Services,CARITAS RECRUITMENT LTD,,
2014-07-01,1080,Business Services,CARITAS RECRUITMENT LTD,,
2014-07-01,1080,Business Services,CARITAS RECRUITMENT LTD,,
2014-07-01,1140.75,Business Services,CARITAS RECRUITMENT LTD,,
2014-07-17,1125.9,Business Services,CARITAS RECRUITMENT LTD,,
2014-07-17,1134.45,Business Services,CARITAS RECRUITMENT LTD,,
2014-07-22,1408.95,Business Services,CARITAS RECRUITMENT LTD,,
2014-08-18,2156.4,Business Services,CARITAS RECRUITMENT LTD,,
2014-09-15,723.15,Business Services,CARITAS RECRUITMENT LTD,,
2014-09-01,2299.5,Business Services,CARITAS RECRUITMENT LTD,,
2014-09-03,1080,Business Services,CARITAS RECRUITMENT LTD,,
2014-07-23,594,Business Services,CARITAS RECRUITMENT LTD,,
2014-07-08,584.25,Business Services,CHEVIOT RECRUITMENT,,
2014-07-08,876.38,Business Services,CHEVIOT RECRUITMENT,,
2014-07-28,584.25,Business Services,CHEVIOT RECRUITMENT,,
2014-07-28,837.43,Business Services,CHEVIOT RECRUITMENT,,
2014-07-28,892.13,Business Services,CHEVIOT RECRUITMENT,,
2014-09-22,876.38,Business Services,CHEVIOT RECRUITMENT,,
2014-09-22,759.53,Business Services,CHEVIOT RECRUITMENT,,
2014-09-22,1402.2,Business Services,CHEVIOT RECRUITMENT,,
2014-09-22,584.25,Business Services,CHEVIOT RECRUITMENT,,
2014-08-22,564.78,Business Services,CHEVIOT RECRUITMENT,,
2014-08-22,856.9,Business Services,CHEVIOT RECRUITMENT,,
2014-08-05,876.38,Business Services,CHEVIOT RECRUITMENT,,
2014-09-25,545.3,Business Services,CHEVIOT RECRUITMENT,,
2014-09-25,1149.03,Business Services,CHEVIOT RECRUITMENT,,
2014-09-22,876.38,Business Services,CHEVIOT RECRUITMENT,,
2014-09-22,584.25,Business Services,CHEVIOT RECRUITMENT,,
2014-08-11,4400,Professional Services,D & A CARTWRIGHT ASSOCIATES LTD,,
2014-09-02,4800,Professional Services,D & A CARTWRIGHT ASSOCIATES LTD,,
2014-07-23,4000,Professional Services,D & A CARTWRIGHT ASSOCIATES LTD,,
2014-07-10,952.5,Business Services,DETAILS REDACTED,,
2014-07-14,1040,Business Services,DETAILS REDACTED,,
2014-08-01,1110,Business Services,DETAILS REDACTED,,
2014-08-01,1110,Business Services,DETAILS REDACTED,,
2014-08-01,1110,Business Services,DETAILS REDACTED,,
2014-08-01,1110,Business Services,DETAILS REDACTED,,
2014-07-10,1110,Business Services,DETAILS REDACTED,,
2014-09-17,960,Business Services,DETAILS REDACTED,,
2014-09-02,1110,Business Services,DETAILS REDACTED,,
2014-09-02,1110,Business Services,DETAILS REDACTED,,
2014-09-02,1110,Business Services,DETAILS REDACTED,,
2014-09-17,1110,Business Services,DETAILS REDACTED,,
2014-09-17,1110,Business Services,DETAILS REDACTED,,
2014-09-26,1103.5,Business Services,DETAILS REDACTED,,
2014-09-02,969.75,Business Services,DETAILS REDACTED,,
2014-07-31,1353.25,Business Services,DETAILS REDACTED,,
2014-07-02,1031,Business Services,DETAILS REDACTED,,
2014-09-04,549.5,Business Services,DETAILS REDACTED,,
2014-09-22,1530,Business Services,HEWITT OCCUPATIONAL SERVICES LTD,,
2014-07-01,1426.5,Highways,HORWICH LTD,,
2014-07-04,1619,Highways,HORWICH LTD,,
2014-09-23,1598.5,Highways,HORWICH LTD,,
2014-09-29,1761.5,Highways,HORWICH LTD,,
2014-09-04,1368.75,Highways,HORWICH LTD,,
2014-09-02,1646,Highways,HORWICH LTD,,
2014-09-29,1497.75,Highways,HORWICH LTD,,
2014-09-11,1684.5,Highways,HORWICH LTD,,
2014-09-02,1634.5,Highways,HORWICH LTD,,
2014-07-11,1684.5,Highways,HORWICH LTD,,
2014-07-18,1646,Highways,HORWICH LTD,,
2014-08-11,1607.5,Highways,HORWICH LTD,,
2014-08-11,1605.25,Highways,HORWICH LTD,,
2014-08-11,1607.5,Highways,HORWICH LTD,,
2014-08-04,1925.13,Highways,HORWICH LTD,,
2014-09-22,1500,Business Services,JJ OCCUPATIONAL HEALTH,,
2014-07-08,1220,Business Services,JJ OCCUPATIONAL HEALTH,,
2014-08-19,2120,Business Services,JJ OCCUPATIONAL HEALTH,,
2014-08-04,934.2,Property & Asset Management,KINGFISHER CONSTRUCTION (WAKEFIELD) LTD,,
2014-08-26,934.2,Property & Asset Management,KINGFISHER CONSTRUCTION (WAKEFIELD) LTD,,
2014-09-22,934.2,Property & Asset Management,KINGFISHER CONSTRUCTION (WAKEFIELD) LTD,,
2014-08-26,934.2,Property & Asset Management,KINGFISHER CONSTRUCTION (WAKEFIELD) LTD,,
2014-07-21,934.2,Property & Asset Management,KINGFISHER CONSTRUCTION (WAKEFIELD) LTD,,
2014-08-11,1868.4,Property & Asset Management,KINGFISHER CONSTRUCTION (WAKEFIELD) LTD,,
2014-07-09,934.2,Property & Asset Management,KINGFISHER CONSTRUCTION (WAKEFIELD) LTD,,
2014-07-01,924.3,Property & Asset Management,KINGFISHER CONSTRUCTION (WAKEFIELD) LTD,,
2014-09-11,934.2,Property & Asset Management,KINGFISHER CONSTRUCTION (WAKEFIELD) LTD,,
2014-09-02,934.2,Property & Asset Management,KINGFISHER CONSTRUCTION (WAKEFIELD) LTD,,
2014-09-29,934.2,Property & Asset Management,KINGFISHER CONSTRUCTION (WAKEFIELD) LTD,,
2014-09-29,934.2,Property & Asset Management,KINGFISHER CONSTRUCTION (WAKEFIELD) LTD,,
2014-07-18,934.2,Property & Asset Management,KINGFISHER CONSTRUCTION (WAKEFIELD) LTD,,
2014-07-30,1246.9,Business Services,MATRIX SCM LTD,,
2014-08-06,1255.44,Business Services,MATRIX SCM LTD,,
2014-10-01,1292.04,Business Services,MATRIX SCM LTD,,
2014-09-24,1292.04,Business Services,MATRIX SCM LTD,,
2014-09-10,1152.36,Business Services,MATRIX SCM LTD,,
2014-07-02,1295,Business Services,MATRIX SCM LTD,,
2014-09-03,1239.66,Business Services,MATRIX SCM LTD,,
2014-07-09,1055.24,Business Services,MATRIX SCM LTD,,
2014-07-16,1341.62,Business Services,MATRIX SCM LTD,,
2014-08-13,1292.04,Business Services,MATRIX SCM LTD,,
2014-09-17,1292.04,Business Services,MATRIX SCM LTD,,
2014-07-23,1085.05,Business Services,MATRIX SCM LTD,,
2014-07-02,1055.24,Business Services,MATRIX SCM LTD,,
2014-07-30,1092.63,Business Services,MATRIX SCM LTD,,
2014-08-06,1092.63,Business Services,MATRIX SCM LTD,,
2014-09-03,1292.04,Business Services,MATRIX SCM LTD,,
2014-07-09,1044.7,Business Services,MATRIX SCM LTD,,
2014-07-16,1246.9,Business Services,MATRIX SCM LTD,,
2014-07-23,1246.9,Business Services,MATRIX SCM LTD,,
2014-07-23,1055.24,Business Services,MATRIX SCM LTD,,
2014-08-27,1292.04,Business Services,MATRIX SCM LTD,,
2014-07-09,1295,Business Services,MATRIX SCM LTD,,
2014-07-30,1092.63,Business Services,MATRIX SCM LTD,,
2014-08-06,1092.63,Business Services,MATRIX SCM LTD,,
2014-07-02,1092.63,Business Services,MATRIX SCM LTD,,
2014-07-16,885.92,Business Services,MATRIX SCM LTD,,
2014-07-02,1004.04,Business Services,MATRIX SCM LTD,,
2014-07-30,1092.63,Business Services,MATRIX SCM LTD,,
2014-07-02,1092.63,Business Services,MATRIX SCM LTD,,
2014-08-06,664.44,Business Services,MATRIX SCM LTD,,
2014-07-09,1092.63,Business Services,MATRIX SCM LTD,,
2014-08-06,944.96,Business Services,MATRIX SCM LTD,,
2014-07-23,1092.63,Business Services,MATRIX SCM LTD,,
2014-07-16,871.15,Business Services,MATRIX SCM LTD,,
2014-07-30,1092.63,Business Services,MATRIX SCM LTD,,
2014-07-09,1092.63,Business Services,MATRIX SCM LTD,,
2014-07-23,1092.63,Business Services,MATRIX SCM LTD,,
2014-07-30,679.2,Business Services,MATRIX SCM LTD,,
2014-07-16,1092.63,Business Services,MATRIX SCM LTD,,
2014-09-03,557.56,Business Services,MATRIX SCM LTD,,
2014-07-09,543.01,Business Services,MATRIX SCM LTD,,
2014-07-23,556.59,Business Services,MATRIX SCM LTD,,
2014-08-27,552.06,Business Services,MATRIX SCM LTD,,
2014-08-06,552.05,Business Services,MATRIX SCM LTD,,
2014-10-01,543,Business Services,MATRIX SCM LTD,,
2014-09-24,502.28,Business Services,MATRIX SCM LTD,,
2014-09-24,543.01,Business Services,MATRIX SCM LTD,,
2014-08-27,693.96,Business Services,MATRIX SCM LTD,,
2014-08-27,1299.34,Business Services,MATRIX SCM LTD,,
2014-07-30,1373.16,Business Services,MATRIX SCM LTD,,
2014-07-16,841.62,Business Services,MATRIX SCM LTD,,
2014-08-13,1284.57,Business Services,MATRIX SCM LTD,,
2014-07-09,1373.16,Business Services,MATRIX SCM LTD,,
2014-09-24,1240.28,Business Services,MATRIX SCM LTD,,
2014-10-01,1195.97,Business Services,MATRIX SCM LTD,,
2014-09-17,708.72,Business Services,MATRIX SCM LTD,,
2014-08-06,1255.04,Business Services,MATRIX SCM LTD,,
2014-09-03,1218.12,Business Services,MATRIX SCM LTD,,
2014-07-02,1018.79,Business Services,MATRIX SCM LTD,,
2014-09-24,830.85,Business Services,MATRIX SCM LTD,,
2014-08-13,836.25,Business Services,MATRIX SCM LTD,,
2014-10-01,776.9,Business Services,MATRIX SCM LTD,,
2014-07-30,852.43,Business Services,MATRIX SCM LTD,,
2014-07-30,561.1,Business Services,MATRIX SCM LTD,,
2014-08-13,679.79,Business Services,MATRIX SCM LTD,,
2014-09-17,841.64,Business Services,MATRIX SCM LTD,,
2014-07-30,852.42,Business Services,MATRIX SCM LTD,,
2014-10-01,836.25,Business Services,MATRIX SCM LTD,,
2014-10-01,1092.63,Business Services,MATRIX SCM LTD,,
2014-09-03,1092.62,Business Services,MATRIX SCM LTD,,
2014-09-17,1092.63,Business Services,MATRIX SCM LTD,,
2014-07-23,1092.63,Business Services,MATRIX SCM LTD,,
2014-09-24,1092.63,Business Services,MATRIX SCM LTD,,
2014-08-20,1092.63,Business Services,MATRIX SCM LTD,,
2014-08-06,1077.87,Business Services,MATRIX SCM LTD,,
2014-08-13,1107.39,Business Services,MATRIX SCM LTD,,
2014-08-27,1092.63,Business Services,MATRIX SCM LTD,,
2014-07-02,1092.63,Business Services,MATRIX SCM LTD,,
2014-07-30,738.26,Business Services,MATRIX SCM LTD,,
2014-09-10,1092.63,Business Services,MATRIX SCM LTD,,
2014-09-10,1166.44,Business Services,MATRIX SCM LTD,,
2014-08-27,1151.67,Business Services,MATRIX SCM LTD,,
2014-07-02,1337.92,Business Services,MATRIX SCM LTD,,
2014-08-13,590.6,Business Services,MATRIX SCM LTD,,
2014-07-09,1181.2,Business Services,MATRIX SCM LTD,,
2014-08-20,994.4,Business Services,MATRIX SCM LTD,,
2014-07-09,1921.95,Business Services,MATRIX SCM LTD,,
2014-09-17,1166.44,Business Services,MATRIX SCM LTD,,
2014-08-13,1921.95,Business Services,MATRIX SCM LTD,,
2014-09-03,994.4,Business Services,MATRIX SCM LTD,,
2014-07-30,1166.44,Business Services,MATRIX SCM LTD,,
2014-07-23,1181.2,Business Services,MATRIX SCM LTD,,
2014-09-24,1708.4,Business Services,MATRIX SCM LTD,,
2014-07-02,1708.4,Business Services,MATRIX SCM LTD,,
2014-09-10,1665.69,Business Services,MATRIX SCM LTD,,
2014-08-06,1066.72,Business Services,MATRIX SCM LTD,,
2014-07-30,1337.92,Business Services,MATRIX SCM LTD,,
2014-09-24,605.37,Business Services,MATRIX SCM LTD,,
2014-09-03,1181.2,Business Services,MATRIX SCM LTD,,
2014-07-16,1337.92,Business Services,MATRIX SCM LTD,,
2014-09-24,1337.92,Business Services,MATRIX SCM LTD,,
2014-07-30,1921.95,Business Services,MATRIX SCM LTD,,
2014-07-02,1151.67,Business Services,MATRIX SCM LTD,,
2014-09-03,1708.4,Business Services,MATRIX SCM LTD,,
2014-09-24,930.2,Business Services,MATRIX SCM LTD,,
2014-07-30,1166.44,Business Services,MATRIX SCM LTD,,
2014-09-17,1708.4,Business Services,MATRIX SCM LTD,,
2014-07-23,1921.95,Business Services,MATRIX SCM LTD,,
2014-08-13,590.6,Business Services,MATRIX SCM LTD,,
2014-08-20,1921.95,Business Services,MATRIX SCM LTD,,
2014-07-09,1337.92,Business Services,MATRIX SCM LTD,,
2014-07-23,1337.92,Business Services,MATRIX SCM LTD,,
2014-08-06,1921.95,Business Services,MATRIX SCM LTD,,
2014-09-17,1337.92,Business Services,MATRIX SCM LTD,,
2014-08-27,915.43,Business Services,MATRIX SCM LTD,,
2014-08-20,885.9,Business Services,MATRIX SCM LTD,,
2014-09-10,1337.92,Business Services,MATRIX SCM LTD,,
2014-08-27,1265.6,Business Services,MATRIX SCM LTD,,
2014-10-01,1708.4,Business Services,MATRIX SCM LTD,,
2014-07-30,1921.95,Business Services,MATRIX SCM LTD,,
2014-08-13,590.6,Business Services,MATRIX SCM LTD,,
2014-09-03,1708.4,Business Services,MATRIX SCM LTD,,
2014-10-01,1337.92,Business Services,MATRIX SCM LTD,,
2014-08-13,1195.97,Business Services,MATRIX SCM LTD,,
2014-07-09,908.05,Business Services,MATRIX SCM LTD,,
2014-10-01,1410.39,Business Services,MATRIX SCM LTD,,
2014-08-27,1292.04,Business Services,MATRIX SCM LTD,,
2014-09-24,1494.85,Business Services,MATRIX SCM LTD,,
2014-07-23,1391.59,Business Services,MATRIX SCM LTD,,
2014-07-30,1606.32,Business Services,MATRIX SCM LTD,,
2014-08-27,1292.04,Business Services,MATRIX SCM LTD,,
2014-08-06,1391.59,Business Services,MATRIX SCM LTD,,
2014-08-20,1372.78,Business Services,MATRIX SCM LTD,,
2014-08-13,1708.4,Business Services,MATRIX SCM LTD,,
2014-07-23,752.21,Business Services,MATRIX SCM LTD,,
2014-08-13,1391.59,Business Services,MATRIX SCM LTD,,
2014-07-09,1921.95,Business Services,MATRIX SCM LTD,,
2014-09-03,1187.28,Business Services,MATRIX SCM LTD,,
2014-07-02,1571.4,Business Services,MATRIX SCM LTD,,
2014-08-06,1071.9,Business Services,MATRIX SCM LTD,,
2014-07-30,1751.11,Business Services,MATRIX SCM LTD,,
2014-09-17,1391.59,Business Services,MATRIX SCM LTD,,
2014-07-02,1259.95,Business Services,MATRIX SCM LTD,,
2014-07-30,1484.1,Business Services,MATRIX SCM LTD,,
2014-08-20,1292.04,Business Services,MATRIX SCM LTD,,
2014-10-01,1326.96,Business Services,MATRIX SCM LTD,,
2014-09-17,1326.96,Business Services,MATRIX SCM LTD,,
2014-07-16,1396.8,Business Services,MATRIX SCM LTD,,
2014-09-10,1708.4,Business Services,MATRIX SCM LTD,,
2014-07-23,1466.64,Business Services,MATRIX SCM LTD,,
2014-09-10,1292.04,Business Services,MATRIX SCM LTD,,
2014-07-02,1772.47,Business Services,MATRIX SCM LTD,,
2014-09-10,771.01,Business Services,MATRIX SCM LTD,,
2014-09-17,1708.4,Business Services,MATRIX SCM LTD,,
2014-08-27,1644.34,Business Services,MATRIX SCM LTD,,
2014-08-20,1921.95,Business Services,MATRIX SCM LTD,,
2014-07-30,1815.18,Business Services,MATRIX SCM LTD,,
2014-10-01,1772.47,Business Services,MATRIX SCM LTD,,
2014-07-23,1494.85,Business Services,MATRIX SCM LTD,,
2014-09-24,1353.98,Business Services,MATRIX SCM LTD,,
2014-07-23,1391.59,Business Services,MATRIX SCM LTD,,
2014-08-06,1571.4,Business Services,MATRIX SCM LTD,,
2014-08-06,1708.4,Business Services,MATRIX SCM LTD,,
2014-09-03,1708.4,Business Services,MATRIX SCM LTD,,
2014-07-02,1467.08,Business Services,MATRIX SCM LTD,,
2014-08-06,605.71,Business Services,MATRIX SCM LTD,,
2014-08-13,605.71,Business Services,MATRIX SCM LTD,,
2014-07-30,613.9,Business Services,MATRIX SCM LTD,,
2014-08-20,605.71,Business Services,MATRIX SCM LTD,,
2014-08-27,605.69,Business Services,MATRIX SCM LTD,,
2014-07-16,601.02,Business Services,MATRIX SCM LTD,,
2014-07-30,712,Business Services,MATRIX SCM LTD,,
2014-07-30,556.5,Business Services,MATRIX SCM LTD,,
2014-09-17,569.6,Business Services,MATRIX SCM LTD,,
2014-10-01,569.6,Business Services,MATRIX SCM LTD,,
2014-10-01,583.84,Business Services,MATRIX SCM LTD,,
2014-07-30,514.75,Business Services,MATRIX SCM LTD,,
2014-10-01,569.6,Business Services,MATRIX SCM LTD,,
2014-07-30,556.5,Business Services,MATRIX SCM LTD,,
2014-10-01,569.6,Business Services,MATRIX SCM LTD,,
2014-07-30,573.05,Business Services,MATRIX SCM LTD,,
2014-10-01,569.6,Business Services,MATRIX SCM LTD,,
2014-10-01,569.6,Business Services,MATRIX SCM LTD,,
2014-08-27,1092.63,Business Services,MATRIX SCM LTD,,
2014-07-02,1092.63,Business Services,MATRIX SCM LTD,,
2014-09-10,885.92,Business Services,MATRIX SCM LTD,,
2014-08-27,1092.63,Business Services,MATRIX SCM LTD,,
2014-07-30,1092.63,Business Services,MATRIX SCM LTD,,
2014-08-13,1092.63,Business Services,MATRIX SCM LTD,,
2014-09-24,1092.63,Business Services,MATRIX SCM LTD,,
2014-09-03,1092.6,Business Services,MATRIX SCM LTD,,
2014-10-01,1092.63,Business Services,MATRIX SCM LTD,,
2014-09-24,1092.63,Business Services,MATRIX SCM LTD,,
2014-08-27,1092.63,Business Services,MATRIX SCM LTD,,
2014-07-16,797.32,Business Services,MATRIX SCM LTD,,
2014-08-13,630.36,Business Services,MATRIX SCM LTD,,
2014-09-10,1092.63,Business Services,MATRIX SCM LTD,,
2014-07-23,1092.63,Business Services,MATRIX SCM LTD,,
2014-10-01,1092.63,Business Services,MATRIX SCM LTD,,
2014-08-06,974.51,Business Services,MATRIX SCM LTD,,
2014-08-13,1092.63,Business Services,MATRIX SCM LTD,,
2014-07-09,1092.63,Business Services,MATRIX SCM LTD,,
2014-07-09,1092.63,Business Services,MATRIX SCM LTD,,
2014-08-27,546.32,Business Services,MATRIX SCM LTD,,
2014-07-23,546.32,Business Services,MATRIX SCM LTD,,
2014-07-02,546.31,Business Services,MATRIX SCM LTD,,
2014-09-03,797.31,Business Services,MATRIX SCM LTD,,
2014-08-20,1092.63,Business Services,MATRIX SCM LTD,,
2014-07-09,546.31,Business Services,MATRIX SCM LTD,,
2014-10-01,1092.63,Business Services,MATRIX SCM LTD,,
2014-07-23,1092.63,Business Services,MATRIX SCM LTD,,
2014-09-17,1092.63,Business Services,MATRIX SCM LTD,,
2014-09-17,546.32,Business Services,MATRIX SCM LTD,,
2014-09-10,561.08,Business Services,MATRIX SCM LTD,,
2014-07-16,1092.63,Business Services,MATRIX SCM LTD,,
2014-07-09,1092.63,Business Services,MATRIX SCM LTD,,
2014-08-13,1092.63,Business Services,MATRIX SCM LTD,,
2014-07-23,1092.63,Business Services,MATRIX SCM LTD,,
2014-08-20,1092.63,Business Services,MATRIX SCM LTD,,
2014-08-20,531.55,Business Services,MATRIX SCM LTD,,
2014-10-01,1092.63,Business Services,MATRIX SCM LTD,,
2014-09-03,546.31,Business Services,MATRIX SCM LTD,,
2014-08-27,1092.63,Business Services,MATRIX SCM LTD,,
2014-08-06,1092.63,Business Services,MATRIX SCM LTD,,
2014-07-02,1092.63,Business Services,MATRIX SCM LTD,,
2014-08-27,1092.63,Business Services,MATRIX SCM LTD,,
2014-09-17,1092.63,Business Services,MATRIX SCM LTD,,
2014-09-24,1092.63,Business Services,MATRIX SCM LTD,,
2014-09-10,546.32,Business Services,MATRIX SCM LTD,,
2014-07-30,546.31,Business Services,MATRIX SCM LTD,,
2014-09-10,1092.63,Business Services,MATRIX SCM LTD,,
2014-08-13,546.31,Business Services,MATRIX SCM LTD,,
2014-08-06,546.32,Business Services,MATRIX SCM LTD,,
2014-09-17,1092.63,Business Services,MATRIX SCM LTD,,
2014-09-24,1092.63,Business Services,MATRIX SCM LTD,,
2014-08-27,1092.63,Business Services,MATRIX SCM LTD,,
2014-09-03,856.39,Business Services,MATRIX SCM LTD,,
2014-10-01,1092.63,Business Services,MATRIX SCM LTD,,
2014-07-30,1092.63,Business Services,MATRIX SCM LTD,,
2014-10-01,546.3,Business Services,MATRIX SCM LTD,,
2014-08-13,1092.63,Business Services,MATRIX SCM LTD,,
2014-07-02,1092.63,Business Services,MATRIX SCM LTD,,
2014-07-16,546.31,Business Services,MATRIX SCM LTD,,
2014-09-24,1092.63,Business Services,MATRIX SCM LTD,,
2014-07-16,885.92,Business Services,MATRIX SCM LTD,,
2014-09-24,546.32,Business Services,MATRIX SCM LTD,,
2014-09-10,1092.63,Business Services,MATRIX SCM LTD,,
2014-10-01,580.72,Business Services,MATRIX SCM LTD,,
2014-08-27,787.5,Business Services,MATRIX SCM LTD,,
2014-07-23,1055.24,Business Services,MATRIX SCM LTD,,
2014-09-24,1055.24,Business Services,MATRIX SCM LTD,,
2014-07-02,1092.63,Business Services,MATRIX SCM LTD,,
2014-07-09,1055.63,Business Services,MATRIX SCM LTD,,
2014-07-09,1055.24,Business Services,MATRIX SCM LTD,,
2014-07-02,1069.5,Business Services,MATRIX SCM LTD,,
2014-07-16,1055.24,Business Services,MATRIX SCM LTD,,
2014-09-03,1223.66,Business Services,MATRIX SCM LTD,,
2014-10-01,1055.24,Business Services,MATRIX SCM LTD,,
2014-09-17,1092.98,Business Services,MATRIX SCM LTD,,
2014-07-23,787.5,Business Services,MATRIX SCM LTD,,
2014-07-23,941.51,Business Services,MATRIX SCM LTD,,
2014-07-09,1055.24,Business Services,MATRIX SCM LTD,,
2014-07-16,1055.24,Business Services,MATRIX SCM LTD,,
2014-07-09,1295,Business Services,MATRIX SCM LTD,,
2014-08-06,1055.24,Business Services,MATRIX SCM LTD,,
2014-08-13,1055.24,Business Services,MATRIX SCM LTD,,
2014-08-27,995.52,Business Services,MATRIX SCM LTD,,
2014-09-17,855.6,Business Services,MATRIX SCM LTD,,
2014-09-10,1295,Business Services,MATRIX SCM LTD,,
2014-07-16,1055.24,Business Services,MATRIX SCM LTD,,
2014-07-09,1055.24,Business Services,MATRIX SCM LTD,,
2014-09-17,1534.76,Business Services,MATRIX SCM LTD,,
2014-07-23,1033.57,Business Services,MATRIX SCM LTD,,
2014-07-30,1055.63,Business Services,MATRIX SCM LTD,,
2014-08-27,1055.24,Business Services,MATRIX SCM LTD,,
2014-08-06,1055.24,Business Services,MATRIX SCM LTD,,
2014-07-23,1055.24,Business Services,MATRIX SCM LTD,,
2014-08-06,1055.24,Business Services,MATRIX SCM LTD,,
2014-08-06,513.36,Business Services,MATRIX SCM LTD,,
2014-07-09,1092.63,Business Services,MATRIX SCM LTD,,
2014-07-02,1055.24,Business Services,MATRIX SCM LTD,,
2014-09-24,1295,Business Services,MATRIX SCM LTD,,
2014-07-09,1069.5,Business Services,MATRIX SCM LTD,,
2014-08-20,1055.24,Business Services,MATRIX SCM LTD,,
2014-09-10,1055.24,Business Services,MATRIX SCM LTD,,
2014-08-27,954.04,Business Services,MATRIX SCM LTD,,
2014-08-06,962.55,Business Services,MATRIX SCM LTD,,
2014-09-10,1055.24,Business Services,MATRIX SCM LTD,,
2014-07-16,855.6,Business Services,MATRIX SCM LTD,,
2014-09-17,1493.28,Business Services,MATRIX SCM LTD,,
2014-07-23,1055.24,Business Services,MATRIX SCM LTD,,
2014-08-13,1055.24,Business Services,MATRIX SCM LTD,,
2014-09-03,527.62,Business Services,MATRIX SCM LTD,,
2014-09-10,1534.76,Business Services,MATRIX SCM LTD,,
2014-07-16,855.92,Business Services,MATRIX SCM LTD,,
2014-09-17,1055.24,Business Services,MATRIX SCM LTD,,
2014-07-16,1055.24,Business Services,MATRIX SCM LTD,,
2014-09-10,1295,Business Services,MATRIX SCM LTD,,
2014-07-30,1055.24,Business Services,MATRIX SCM LTD,,
2014-07-16,1092.63,Business Services,MATRIX SCM LTD,,
2014-07-23,1055.24,Business Services,MATRIX SCM LTD,,
2014-07-23,1055.24,Business Services,MATRIX SCM LTD,,
2014-08-06,525,Business Services,MATRIX SCM LTD,,
2014-09-10,1534.76,Business Services,MATRIX SCM LTD,,
2014-08-27,1055.24,Business Services,MATRIX SCM LTD,,
2014-08-06,1050,Business Services,MATRIX SCM LTD,,
2014-07-09,1092.63,Business Services,MATRIX SCM LTD,,
2014-08-27,1295,Business Services,MATRIX SCM LTD,,
2014-07-23,1055.24,Business Services,MATRIX SCM LTD,,
